EIA_Other Waste Biomass,EIA_OtherWasteBiomass
EIA_Out Of Service,EIA_OutOfService
EIA_Out Of Service_In Service Next Year,EIA_OutOfService_InServiceNextYear
EIA_Out Of Service_Permanent,EIA_OutOfService_Permanent
EIA_Out Of Service_Temporary,EIA_OutOfService_Temporary
EIA_Petroleum Coke,EIA_PetroleumCoke
EIA_Petroleum Liquids,EIA_PetroleumLiquids
EIA_Photovoltaic,EIA_Photovoltaic
EIA_Planned,EIA_Planned
EIA_Pulverized Coal Technology,EIA_PulverizedCoalTechnology
EIA_Purchased Steam,EIA_PurchasedSteam
EIA_Refined Coal,EIA_RefinedCoal
EIA_Regulatory Approval,EIA_RegulatoryApproval
EIA_Residual Fuel Oil,EIA_ResidualFuelOil
EIA_Retired,EIA_Retired
EIA_Single Owner,EIA_SingleOwner
EIA_Single Owner Not Respondent,EIA_SingleOwnerNotRespondent
EIA_Sludge Waste,EIA_SludgeWaste
EIA_Solar,EIA_Solar
EIA_Solar Photovoltaic,EIA_SolarPhotovoltaic
EIA_Solar Thermalwith Energy Storage,EIA_SolarThermalwithEnergyStorage
EIA_Solar Thermalwithout Energy Storage,EIA_SolarThermalwithoutEnergyStorage
EIA_Solid Fuel Gasification System,EIA_SolidFuelGasificationSystem
EIA_Standby Backup,EIA_StandbyBackup
EIA_Standby_Backup,EIA_Standby_Backup
EIA_Steam Turbine Allexceptcombinedcycle,EIA_SteamTurbineAllexceptcombinedcycle
EIA_Stoker Technology,EIA_StokerTechnology
EIA_Subbituminous Coal,EIA_SubbituminousCoal
EIA_Subcritical Technology,EIA_SubcriticalTechnology
EIA_Supercritical Technology,EIA_SupercriticalTechnology
EIA_Switch Between Oiland Natural Gas,EIA_SwitchBetweenOilandNaturalGas
EIA_Synthesis Gasfrom Petroleum Coke,EIA_SynthesisGasfromPetroleumCoke
EIA_Testing_Construction Complete,EIA_Testing_ConstructionComplete
EIA_Tire Derived Fuels,EIA_TireDerivedFuels
EIA_Topping,EIA_Topping
EIA_Toppingor Bottoming,EIA_ToppingorBottoming
EIA_Turbinesin Binary Cycle,EIA_TurbinesinBinaryCycle
EIA_Ultrasupercritical Technology,EIA_UltrasupercriticalTechnology
EIA_Under Construction,EIA_UnderConstruction
EIA_Under Construction_More Than Half Complete,EIA_UnderConstruction_MoreThanHalfComplete
EIA_Waste_Other Coal,EIA_Waste_OtherCoal
EIA_Waste_Other Oil,EIA_Waste_OtherOil
EIA_Wasteheatnotdirectlyattributedtoafuelsource,EIA_Wasteheatnotdirectlyattributedtoafuelsource
EIA_Water,EIA_Water
EIA_Wind,EIA_Wind
EIA_Wind Turbine Offshore,EIA_WindTurbineOffshore
EIA_Wind Turbine Onshore,EIA_WindTurbineOnshore
EIA_Wood Waste Biomass,EIA_WoodWasteBiomass
EIA_Wood Waste Liquidsexcluding Black Liquor,EIA_WoodWasteLiquidsexcludingBlackLiquor
ELECTRIC LIGHTING & WIRING EQUIPMENT,SIC/3640
"ELECTRIC"",""GAS & SANITARY SERVICES",SIC/4900
ELECTRICAL INDUSTRIAL APPARATUS,SIC/3620
ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),SIC/3600
ELECTRONIC COMPONENTS & ACCESSORIES,SIC/3670
"ENEA, Italy",EC-EARTH3;EC-EARTH3-VEG-LR
ENGINES & TURBINES,SIC/3510
EPA Fuel Combustion Other,EPA_FuelCombustionOther
EPA Miscellaneous Emission Source,EPA_MiscellaneousEmissionSource
EPA Other Industrial Processes,EPA_OtherIndustrialProcesses
EPA Parent Company associated to some  facility in the Greenhouse Gas Reporting Program (GHGRP).,EpaParentCompany
EPA index where 1 or lower means exposure is unlikely to cause noncancer health effects over lifetime of exposure,hazardIndex
EPA may delete a final NPL site if it determines that no further response is required to protect human health or the environment.,DeletedNPLSite
EPA_Criteria Air Pollutant,EPA_CriteriaAirPollutant
EPA_GHGRP,EPA_GHGRP
EPA_Hazardous Air Pollutant,EPA_HazardousAirPollutant
EPA_National Emission Inventory,EPA_NationalEmissionInventory
EPA_National Emission Inventory_Tier1 Summary,EPA_NationalEmissionInventory_Tier1Summary
EPA_Other Contaminated Thing,EPA_OtherContaminatedThing
ERA5 Monthly,ERA5Monthly
ESAFSmall Finance Bank,ESAFSmallFinanceBank
EUROFIMA,EUROFIMA
Ear Condition,EarCondition
Ear Nose And Throat,EarNoseAndThroat
Early Education,EarlyEducation
Earnings are defined as the sum of wage or salary income and net income from self-employment.,earnings
"Earth Drillers, Except Oil and Gas",SOCv2018/47-5023
Earth Science Scale,EarthScienceScale
Earthquake Event,EarthquakeEvent
Earthquake Magnitude Type Enum,EarthquakeMagnitudeTypeEnum
East African Community,East_African_Community
Eastern Christianity,EasternChristianity
Eastern Southern African Trade Dev Bank,Eastern_Southern_African_Trade_Dev_Bank
Eat Action,EatAction
Eating Places,SIC/5812
Ebook Reader User,EbookReaderUser
Econ Comm_of the Great Lakes Countries,Econ_Comm_of_the_Great_Lakes_Countries
Economic  Opportunity And Asset Management,EconomicOpportunityAndAssetManagement
Economic Activity,EconomicActivity
Economic Activity Source Enum,EconomicActivitySourceEnum
Economic Adjustment Assistance,EconomicAdjustmentAssistance
Economic Community of West African States,Economic_Community_of_West_African_States
Economic Development,EconomicDevelopment
Economic Development Administration,EconomicDevelopmentAdministration
Economic Development And Agency,EconomicDevelopmentAndAgency
Economic Development And Planning Sector,EconomicDevelopmentAndPlanningSector
Economic Development Tourism And Agriculture,EconomicDevelopmentTourismAndAgriculture
Economic Growth,EconomicGrowth
Economic Metric Enum,EconomicMetricEnum
Economic Product Enum,EconomicProductEnum
Economic Program Type Enum,EconomicProgramTypeEnum
Economic Sector Enum,EconomicSectorEnum
Economic Stimulus Expenditure,EconomicStimulusExpenditure
Economic support index calculated by Oxford Covid19 Government Response Tracker (Ox CGRT) from two indicators in the dataset.,covid19EconomicSupportIndex
Economically Disadvantaged,EconomicallyDisadvantaged
Economics,Economics
"Economics Teachers, Postsecondary",SOCv2018/25-1063
Economists,SOCv2018/19-3010;SOCv2018/19-3011
Economy Major,EconomyMajor
Ecstasy,Ecstasy
Edible Fats and Oils,SIC/2079
Editors,SOCv2018/27-3041
Education,BLSItem/SAE1;Education;EducationSector;ISICv3.1/M
"Education Administrators, All Other",SOCv2018/11-9039
"Education Administrators, Kindergarten through Secondary",SOCv2018/11-9032
"Education Administrators, Postsecondary",SOCv2018/11-9033
Education And Communication,EducationAndCommunication
Education And Communication Commodities,EducationAndCommunicationCommodities
Education And Communication Services,EducationAndCommunicationServices
Education Certification Enum,EducationCertificationEnum
Education Event,EducationEvent
Education Expenditure,EducationExpenditure
Education Facility,EducationFacility
Education Major,EducationMajor
Education Performance Data from National Assessment Of Educational Progress department.,NCES_NationalAssessmentOfEducationalProgress
Education Program Enum,EducationProgramEnum
Education Skills And Training Deprivation,EducationSkillsAndTrainingDeprivation
"Education Teachers, Postsecondary",SOCv2018/25-1081
Education and Childcare Administrators,SOCv2018/11-9030
"Education and Childcare Administrators, Preschool and Daycare",SOCv2018/11-9031
"Education and Library Science Teachers, Postsecondary",SOCv2018/25-1080
Education and communication,BLSItem/SAE
Education and communication commodities,BLSItem/SAEC
Education and communication services,BLSItem/SAES
Education and health services,NAICS/JOLTS_600000;NAICS1025
"Education, Legal, Community Service, Arts, and Media Occupations",SOCv2018/intermediateAggregation-3
Educational Achievement Level Enum,EducationalAchievementLevelEnum
Educational Attainment Enum,EducationalAttainmentEnum
Educational Audience,EducationalAudience
Educational Books And Supplies,EducationalBooksAndSupplies
Educational Institution Type Enum,EducationalInstitutionTypeEnum
"Educational Institution size, taken from Carnegie Classification.",InstitutionSizeEnum
"Educational Institution size, taken from Carnegie Classification."",""Educational Institution size, taken from Carnegie classification.",CarnegieInstitutionSizeEnum
Educational Institution type.,InstitutionTypeEnum
Educational Instruction and Library Occupations,SOCv2018/25-0000
"Educational Instruction and Library Workers, All Other",SOCv2018/25-9099
Educational Major Enum,EducationalMajorEnum
Educational Method Enum,EducationalMethodEnum
Educational Organization,EducationalOrganization
Educational Status Enum,EducationalStatusEnum
Educational achievement levels based on different assessments.,EducationalAchievementLevelEnum
Educational attainment of the householder,householderEducationalAttainment
Educational books and supplies,BLSItem/SEEA
Educational enrollment level.,EnrollmentLevelEnum;PostGraduate
Educational institution control.,InstitutionControlEnum
Educational services,NAICS61;NAICS611
"Educational services, and health care and social assistance",NAICS61-62
Educational support services,NAICS6117;NAICS61171
"Educational support services"",""Educational Support Services",NAICS/611710
"Educational, Guidance, and Career Counselors and Advisors",SOCv2018/21-1012
Effort involved in performing physical activity,physicalActivityEffortLevel
Eggs,BLSItem/SEFH;Eggs
Eighth Grade level in school.,SchoolGrade8
Either not performing any working tasks or mostly sitting or standing.,NoActivityOrLightActivityLevel
Eko,Eko
Elec. equip. and wiring merchant wholesalers,NAICS42361
"Elec. equip. and wiring merchant wholesalers"",""Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",NAICS/423610
"Elected Offices: Representative, Senator, and President",ElectedOffice
Election,Election
Election Campaign,ElectionCampaign
Electioneering Communication,FEC_CmteTypeElectioneeringCommunication
Electoral Ward,ElectoralWard
Electoral wards are spatial units of UK administrative geography used to elect local government councillors.,ElectoralWard
Electric Fences,ElectricFences
Electric Gas Steam Air Condition Supply,ElectricityGasSteamAirConditionSupply
Electric Housewares and Fans,SIC/3634
Electric Lamps,SIC/3641
Electric Motor Or Power Tools Or Battery,ElectricMotorOrPowerToolsOrBattery
"Electric Motor, Power Tool, and Related Repairers",SOCv2018/49-2092
Electric Motors Generators And Transformers,ElectricMotorsGeneratorsAndTransformers
Electric Power,ElectricPower
Electric Services,SIC/4911
Electric Utility,ElectricUtility
Electric Utility Cogen,ElectricUtilityCogen
Electric Utility Non Cogen,ElectricUtilityNonCogen
Electric and Other Services Combined,SIC/4931
Electric boiler,ElectricBoiler
Electric boilers,ElectricBoilers
"Electric bulk power transmission and control"",""Electric Bulk Power Transmission and Control",NAICS/221121
Electric housewares and household fan mfg.,NAICS335211
Electric lamp bulb and other lighting equipment manufacturing,NAICS335139
Electric lamp bulb and part manufacturing,NAICS33511
"Electric lamp bulb and part manufacturing"",""Electric Lamp Bulb and Part Manufacturing",NAICS/335110
Electric lighting equipment manufacturing,NAICS3351
Electric lighting equipment manufacturing NAICS33513,NAICS33513
"Electric power and specialty transformer mfg."",""Power, Distribution, and Specialty Transformer Manufacturing",NAICS/335311
"Electric power distribution"",""Electric Power Distribution",NAICS/221122
Electric power generation,NAICS22111
Electric power transmission and distribution,NAICS22112
Electrical And Electronics,ElectricalAndElectronics
Electrical Apparatus and Equipment,SIC/5063
"Electrical Appliances, Television and Radio",SIC/5064
Electrical Engineering,ElectricalEngineering
Electrical Engineers,SOCv2018/17-2071
"Electrical Equipment and Supplies, Nec",SIC/3699
Electrical Industrial Apparatus,SIC/3629
Electrical Power-Line Installers and Repairers,SOCv2018/49-9051
Electrical Repair Shops,SIC/7629
Electrical Transmission Or Distribution Systems,ElectricalTransmissionOrDistributionSystems
Electrical Work,SIC/1731
Electrical and Electronic Engineering Technologists and Technicians,SOCv2018/17-3023
Electrical and Electronic Equipment Assemblers,SOCv2018/51-2022
"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",SOCv2018/49-2000
Electrical and Electronics Drafters,SOCv2018/17-3012
Electrical and Electronics Engineers,SOCv2018/17-2070
"Electrical and Electronics Installers and Repairers, Transportation Equipment",SOCv2018/49-2093
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",SOCv2018/49-2094
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",SOCv2018/49-2095
Electrical and wiring contractors,NAICS23821
"Electrical contractors and other wiring installation contractors NAICS238210"",""Electrical Contractors and Other Wiring Installation Contractors",NAICS/238210
Electrical equipment and appliance mfg.,NAICS335
Electrical equipment manufacturing,NAICS3353;NAICS33531
Electrical equipment production,ElectricalEquipmentProduction
"Electrical, Electronics, and Electromechanical Assemblers",SOCv2018/51-2020
Electrician,Electrician
Electricians,SOCv2018/47-2110;SOCv2018/47-2111
Electricity,BLSItem/SEHF01;Electricity
Electricity Consumer,ElectricityConsumer
Electricity Consumption Sector Enum,ElectricityConsumptionSectorEnum
Electricity From Nuclear Sources,ElectricityFromNuclearSources
Electricity From Oil Gas Or Coal Sources,ElectricityFromOilGasOrCoalSources
Electricity Gas Steam Air Condition Supplies,ElectricityGasSteamAirConditionSupplies
Electricity Gas Steam And Air Conditioner,ElectricityGasSteamAndAirConditioner
Electricity Generation And Thermal Output,ElectricityGenerationAndThermalOutput
"Electricity Generation"",""Electricity Generation",ElectricityGeneration
Electricity Production Sector Enum,ElectricityProductionSectorEnum
Electricity Sector,ElectricitySector
Electricity Service Charge Revenue,ElectricityServiceChargeRevenue
"Electricity Supply"",""Electricity supply",ElectricitySupply
"Electricity and signal testing instruments"",""Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals",NAICS/334515
Electricity generation from thermal power plants.,ElectricityGenerationFromThermalPowerPlant
Electricity plants,ElectricityPowerPlants
Electricity produced from nuclear sources.,ElectricityFromNuclearSources
"Electricity produced from oil, gas, or coal.",ElectricityFromOilGasOrCoalSources
Electricity producing photovoltaic installation,SolarInstallation
"Electricity, gas and water supply",ISICv3.1/E
"Electro medical apparatus manufacturing"",""Electromedical and Electrotherapeutic Apparatus Manufacturing",NAICS/334510
