dcid,year,healthExpenditureCurrentUSD
country/URY,2018,5815740361.282567
country/URY,2019,5749777072.999507
country/URY,2020,4901923027.335591
country/VEN,2000,85918.41756948865
country/VEN,2001,96493.00890153047
country/VEN,2002,71694.80167104526
country/VEN,2003,62705.71421163186
country/VEN,2004,76259.67747620739
country/VEN,2005,88109.78346692187
country/VEN,2006,148591.31346064276
country/VEN,2007,179302.73870517002
country/VEN,2008,202258.38379133673
country/VEN,2009,248572.60829063808
country/VEN,2010,269011.40740321775
country/VEN,2011,227142.84615205275
country/VEN,2012,245858.8417690533
country/VEN,2013,207731.57848723794
country/VEN,2014,278632.4512268865
country/VEN,2015,555861.9792495465
country/VEN,2016,1188880.2178694115
country/VEN,2017,9102579.752380952
country/AFG,2002,357163678.8424349
country/AFG,2003,403421263.05504
country/AFG,2004,504739966.0363803
country/AFG,2005,612893557.1580311
country/AFG,2006,735805402.0239598
country/AFG,2007,847483551.922074
country/AFG,2008,1056292457.8296622
country/AFG,2009,1184709544.2126179
country/AFG,2010,1313071577.5913363
country/AFG,2011,1531575134.9879515
country/AFG,2012,1602949288.020361
country/AFG,2013,1775944793.6887727
country/AFG,2014,1969174963.9722257
country/AFG,2015,2027185915.5051901
country/AFG,2016,2129657917.305846
country/AFG,2017,2384873294.820076
country/AFG,2018,2617026346.579403
country/AFG,2019,2803784753.3124685
country/AFG,2020,3129004478.55116
country/BHR,2000,302317294.68085104
country/BHR,2001,320297809.3617022
country/BHR,2002,352897075.9042554
country/BHR,2003,430418136.27659583
country/BHR,2004,459973112.0744682
country/BHR,2005,520353317.26063836
country/BHR,2006,575184680.0531915
country/BHR,2007,716035477.6595745
country/BHR,2008,823718943.4840425
country/BHR,2009,992487318.9627662
country/BHR,2010,1051484858.7234043
country/BHR,2011,1112266134.7074468
country/BHR,2012,1262724612.6329792
country/BHR,2013,1401993934.148936
country/BHR,2014,1473226019.680851
country/BHR,2015,1545297825.5851064
country/BHR,2016,1566739346.1170213
country/BHR,2017,1600686598.5106382
country/BHR,2018,1560310272.1808507
country/BHR,2019,1530632531.43617
country/BHR,2020,1639986749.7074468
country/DJI,2000,22932538.92336865
country/DJI,2001,22754438.982393757
country/DJI,2002,30022957.11221522
country/DJI,2003,35029583.87461246
country/DJI,2004,31086380.54433634
country/DJI,2005,32081787.869075675
country/DJI,2006,37606632.20019019
country/DJI,2007,40633340.73756055
country/DJI,2008,44052680.46983756
country/DJI,2009,45795781.42318577
country/DJI,2010,47220311.69996791
country/DJI,2011,58714308.5229095
country/DJI,2012,62697146.7039911
country/DJI,2013,59653115.43447315
country/DJI,2014,65715362.844008304
country/DJI,2015,75211951.11472477
country/DJI,2016,71418956.89029434
country/DJI,2017,68196423.17700215
country/DJI,2018,68165981.32572964
country/DJI,2019,66917074.155220814
country/DJI,2020,68472015.3446132
country/EGY,2000,5069915467.807203
country/EGY,2001,5126604580.921219
country/EGY,2002,4879250314.838133
country/EGY,2003,3919755592.112291
country/EGY,2004,4000166767.7584105
country/EGY,2005,4822945807.977391
country/EGY,2006,5485275734.759728
country/EGY,2007,6176987276.932272
country/EGY,2008,7741371375.977911
country/EGY,2009,8654258932.873032
country/EGY,2010,9372560478.147942
country/EGY,2011,10587700113.61413
country/EGY,2012,13025422545.192356
country/EGY,2013,13315471566.119507
country/EGY,2014,15123261271.224415
country/EGY,2015,16956978214.444761
country/EGY,2016,14496393642.041168
country/EGY,2017,10992080892.715298
country/EGY,2018,12472052455.053913
country/EGY,2019,15347529525.896038
country/EGY,2020,16217192883.562622
country/IRN,2000,17230921279.717186
country/IRN,2001,22093060587.070377
country/IRN,2002,7116791484.95174
country/IRN,2003,7944170559.790661
country/IRN,2004,9818975606.849047
country/IRN,2005,12197518656.481476
country/IRN,2006,14096983671.895082
country/IRN,2007,17718905911.868008
country/IRN,2008,21812863504.300797
country/IRN,2009,27085750176.91404
country/IRN,2010,32873273926.648117
country/IRN,2011,39609800856.80916
country/IRN,2012,39702614361.161575
country/IRN,2013,32037167319.836586
country/IRN,2014,30008387883.709816
country/IRN,2015,30261758714.49396
country/IRN,2016,36460846718.34279
country/IRN,2017,39059393076.13663
country/IRN,2018,39614735081.36367
country/IRN,2019,39005571047.61905
country/IRN,2020,50052589714.28571
country/IRQ,2004,1407613554.2686741
country/IRQ,2005,1447392663.0434783
country/IRQ,2006,1578009881.31069
country/IRQ,2007,2759707051.726854
country/IRQ,2008,3995446811.4828634
country/IRQ,2009,4207637606.837607
country/IRQ,2010,4474860683.760684
country/IRQ,2011,5184864102.564102
country/IRQ,2012,5865086179.791323
country/IRQ,2013,6615369210.977701
country/IRQ,2014,6562129502.572899
country/IRQ,2015,5579055111.36495
country/IRQ,2016,5495241539.763113
country/IRQ,2017,8049676520.27027
country/IRQ,2018,9201402663.284718
country/IRQ,2019,9957742808.798647
country/IRQ,2020,8609689597.315435
country/JOR,2000,815232722.1438646
country/JOR,2001,887186075.7881032
country/JOR,2002,925247044.0167009
country/JOR,2003,929478138.2228491
country/JOR,2004,1029619181.9464034
country/JOR,2005,1115655853.3145275
country/JOR,2006,1212976022.5669959
country/JOR,2007,1420310763.6189625
country/JOR,2008,1923438550.1190665
country/JOR,2009,2263380281.6901407
country/JOR,2010,2216901408.4507046
country/JOR,2011,2405633802.8169017
country/JOR,2012,2473239436.6197186
country/JOR,2013,2469014084.5070424
country/JOR,2014,2656338028.1690145
country/JOR,2015,2878983274.647887
country/JOR,2016,2854908430.070423
country/JOR,2017,3305221170.774648
country/JOR,2018,3369375481.408451
country/JOR,2019,3368849719.4084496
country/JOR,2020,3263803573.394366
country/KWT,2000,831161175.8917849
country/KWT,2001,1111999952.5457983
country/KWT,2002,1191520282.8894413
country/KWT,2003,1321526044.1554313
country/KWT,2004,1401018000.9501188
country/KWT,2005,1626712328.7671235
country/KWT,2006,1849703538.7030761
country/KWT,2007,2208723328.302404
country/KWT,2008,2835600972.7768035
country/KWT,2009,2867900800.602297
country/KWT,2010,3091764184.3722386
country/KWT,2011,3593824917.7544007
country/KWT,2012,4060720249.3240533
country/KWT,2013,4333094839.737946
country/KWT,2014,4742887868.378567
country/KWT,2015,4829716633.285085
country/KWT,2016,5176012550.447537
country/KWT,2017,5615986119.751598
country/KWT,2018,7170786757.154575
country/KWT,2019,7299256456.947253
country/KWT,2020,6682643090.762012
country/LBN,2000,1843003980.0995026
country/LBN,2001,1833728358.2089553
country/LBN,2002,1748539303.482587
country/LBN,2003,1689642620.2321725
country/LBN,2004,1692600165.8374794
country/LBN,2005,1622752736.318408
country/LBN,2006,1907280597.0149255
country/LBN,2007,2125168822.5538971
country/LBN,2008,2276388391.376451
country/LBN,2009,2480581426.2023215
country/LBN,2010,2859696185.7379766
country/LBN,2011,3265010613.5986733
country/LBN,2012,3083009950.2487564
country/LBN,2013,3313476616.915423
country/LBN,2014,3618128689.883914
country/LBN,2015,3702719734.660033
country/LBN,2016,4052864013.2669983
country/LBN,2017,4138250414.593698
country/LBN,2018,4434240796.0199
country/LBN,2019,4230456384.742952
country/LBN,2020,5631720729.684909
country/LBY,2000,1310942100.900811
country/LBY,2001,1382094608.0886629
country/LBY,2002,1001049359.5031549
country/LBY,2003,1066153138.7845732
country/LBY,2004,1152134644.032273
country/LBY,2005,1229635592.252473
country/LBY,2006,1382144577.5591602
country/LBY,2007,1645929057.4485161
country/LBY,2008,1946152302.7663076
country/LBY,2009,2178708838.648901
country/LBY,2010,2472986358.212021
country/LBY,2011,1935947946.2382507
country/MAR,2000,1553047453.2215018
country/MAR,2001,1629582207.6161363
country/MAR,2002,1856404292.2528353
country/MAR,2003,2299067781.5629563
country/MAR,2004,2730894635.2863555
country/MAR,2005,2950735293.7720504
country/MAR,2006,3391712711.517713
country/MAR,2007,4112387693.524435
country/MAR,2008,4843319070.490592
country/MAR,2009,5301316152.8341465
country/MAR,2010,5466339713.8187
country/MAR,2011,5891359666.403994
country/MAR,2012,5738553744.019238
country/MAR,2013,6075672136.178192
country/MAR,2014,6452443683.137493
country/MAR,2015,5635914417.916656
country/MAR,2016,5681332390.823473
country/MAR,2017,5914231049.288452
country/MAR,2018,6297231618.287446
country/MAR,2019,6434881199.5643425
country/MAR,2020,6875623032.785395
country/OMN,2000,597650654.460338
country/OMN,2001,599711166.3979193
country/OMN,2002,640637421.326398
country/OMN,2003,686412875.7607282
country/OMN,2004,736907919.2977892
country/OMN,2005,804133183.3029909
country/OMN,2006,859999558.6996099
country/OMN,2007,1020903231.4174253
country/OMN,2008,1225548316.3589077
country/OMN,2009,1369409370.1690507
country/OMN,2010,1609164829.5188558
country/OMN,2011,1732944761.3524058
country/OMN,2012,1990341841.3263977
country/OMN,2013,2253231926.605982
country/OMN,2014,2908358689.2587776
country/OMN,2015,3210000939.7399216
country/OMN,2016,3136985114.096229
country/OMN,2017,3197020531.937581
country/OMN,2018,2941633881.7685304
country/OMN,2019,3351987920.5981793
country/OMN,2020,3837429646.8660583
country/PAK,2000,2378565810.188197
country/PAK,2001,2133310674.0965054
country/PAK,2002,2441900743.8103437
country/PAK,2003,2392815538.4411225
country/PAK,2004,2651828985.574996
country/PAK,2005,3429438542.0521646
country/PAK,2006,4390810324.675901
country/PAK,2007,4823019702.087171
country/PAK,2008,4612925324.335626
country/PAK,2009,4499123589.3974695
country/PAK,2010,4707712569.964197
country/PAK,2011,5098727378.027039
country/PAK,2012,5315744436.180519
country/PAK,2013,5954394742.442073
country/PAK,2014,6881724940.590012
country/PAK,2015,7386499891.379769
country/PAK,2016,8028320022.327275
country/PAK,2017,9393646369.345215
country/PAK,2018,9098891624.86013
country/PAK,2019,8312006069.627954
country/PAK,2020,8673709755.1501
country/QAT,2000,356734391.0961538
country/QAT,2001,405898142.3846155
country/QAT,2002,475696471.4972527
country/QAT,2003,830658026.0549451
country/QAT,2004,975651734.7390112
country/QAT,2005,1144027676.425824
country/QAT,2006,1341465541.2939556
country/QAT,2007,1572982486.2637362
country/QAT,2008,1844461361.3928566
country/QAT,2009,2102197802.197802
country/QAT,2010,2238736263.7362638
country/QAT,2011,2684340659.340659
country/QAT,2012,3266263789.92033
country/QAT,2013,4125988903.675824
country/QAT,2014,4996692565.247252
country/QAT,2015,5965174815.420329
country/QAT,2016,5588061255.151098
country/QAT,2017,5534766698.145604
country/QAT,2018,5964607657.967032
country/QAT,2019,6197404597.3571415
country/QAT,2020,6040779532.967032
country/SAU,2000,7981600000.0
country/SAU,2001,8215733333.333333
country/SAU,2002,8057066666.666667
country/SAU,2003,8587200000.0
country/SAU,2004,9273333333.333334
country/SAU,2005,11220266666.666666
country/SAU,2006,13622666666.666666
country/SAU,2007,14808000000.0
country/SAU,2008,15443200000.0
country/SAU,2009,18410133333.333332
country/SAU,2010,19268266666.666668
country/SAU,2011,24914933333.333332
country/SAU,2012,29583466666.666668
country/SAU,2013,33342933333.333332
country/SAU,2014,39541600000.0
country/SAU,2015,39245333333.333336
country/SAU,2016,41456287500.0
country/SAU,2017,43123175000.0
country/SAU,2018,45212912500.0
country/SDN,2000,473704168.24665284
country/SDN,2001,528793534.32652235
country/SDN,2002,598543518.7851903
country/SDN,2003,831125589.0674042
country/SDN,2004,1107384502.0453267
country/SDN,2005,1440441697.140533
country/SDN,2006,2211340680.9320636
country/SDN,2007,3365904469.0243545
country/SDN,2008,3515994016.755735
country/SDN,2009,3729252961.7935925
country/SDN,2010,3750648980.3893394
country/SDN,2011,4402952676.162386
country/SDN,2012,3594780235.7990026
country/SDN,2013,4598717926.507884
country/SDN,2014,4360394175.6824255
country/SDN,2015,6107141231.710679
country/SDN,2016,6567591863.698512
country/SDN,2017,7855077386.224893
country/SDN,2018,2498703802.7655134
country/SDN,2019,2055027478.8959284
country/SDN,2020,2889128592.4996667
country/SYR,2000,3670075167.037862
country/SYR,2001,4043904510.0222716
country/SYR,2002,4505578716.592428
country/SYR,2003,4897438404.788419
country/SYR,2004,5055547744.988864
country/SYR,2005,5515379315.144766
country/SYR,2006,5810122146.436525
country/SYR,2007,6701492204.899777
country/SYR,2008,7409885161.4699335
country/SYR,2009,7964013780.623609
country/SYR,2010,8148867622.494432
country/SYR,2011,1701607270.6192665
country/SYR,2012,1427247546.6792269
country/TUN,2000,1084042529.8719645
country/TUN,2001,1125188071.6612942
country/TUN,2002,1242911610.6091187
country/TUN,2003,1500013358.5305474
country/TUN,2004,1700553669.4358158
country/TUN,2005,1741845917.6425292
country/TUN,2006,1850206343.5622923
country/TUN,2007,2112567565.427318
country/TUN,2008,2430093522.0544105
country/TUN,2009,2464132017.092815
country/TUN,2010,2591957816.103116
country/TUN,2011,2946578457.6012
country/TUN,2012,2975803579.526956
country/TUN,2013,3171336866.0220942
country/TUN,2014,3242593040.85293
country/TUN,2015,2858709894.5415144
country/TUN,2016,2776302735.980202
country/TUN,2017,2608479295.506164
country/TUN,2018,2534334093.2385426
country/TUN,2019,2286353310.8686547
country/TUN,2020,2696067746.375376
country/ARE,2000,2466572976.939415
country/ARE,2001,2566643975.493533
country/ARE,2002,2984484289.908781
country/ARE,2003,3290632179.6296797
country/ARE,2004,3639500191.4581356
country/ARE,2005,4190682968.8577266
country/ARE,2006,5165128807.8638525
country/ARE,2007,6617344920.013615
country/ARE,2008,9238599812.797821
country/ARE,2009,10268654271.613342
country/ARE,2010,11240069775.357386
country/ARE,2011,12869689201.837986
country/ARE,2012,12830457581.688223
country/ARE,2013,14016545056.160654
country/ARE,2014,14634711113.002043
country/ARE,2015,12834097387.678694
country/ARE,2016,12375258466.643976
country/ARE,2017,15654061010.891764
country/ARE,2018,17502800587.134106
country/ARE,2019,17936300204.22056
country/ARE,2020,20356006080.32676
country/YEM,2000,449637100.5142696
country/YEM,2001,487297961.76990706
country/YEM,2002,516739813.1672598
country/YEM,2003,678113529.922141
country/YEM,2004,765041621.3790598
country/YEM,2005,872176674.5281978
country/YEM,2006,1055086135.4399688
country/YEM,2007,1260577255.344639
country/YEM,2008,1550581049.7378132
country/YEM,2009,1504348574.046075
country/YEM,2010,1594580809.6907873
country/YEM,2011,1560897012.3947613
country/YEM,2012,1839019133.5010216
country/YEM,2013,2004931738.3312395
country/YEM,2014,2093043679.3243055
country/YEM,2015,1805103249.0974755
country/ALB,2000,207308608.64777428
country/ALB,2001,232700879.24507755
country/ALB,2002,246742266.93910304
country/ALB,2003,344750609.289511
country/ALB,2004,434625356.63646126
country/ALB,2005,469680131.1117242
country/ALB,2006,505829817.0009276
country/ALB,2007,609507381.1291413
country/ALB,2008,709714148.3456204
country/ALB,2009,689846424.9466851
country/ALB,2010,744120442.9380047
country/ALB,2011,788853732.1907934
country/ALB,2012,750601477.2263324
country/ALB,2013,801368757.0483323
country/ALB,2014,852110071.2220325
country/ALB,2015,738279358.3034501
country/ALB,2016,790674904.8472521
country/ALB,2017,852274874.0554156
country/ALB,2018,1009355587.3660135
country/AND,2001,90612485.74496646
country/AND,2002,105276827.57387541
country/AND,2003,131006684.31151243
country/AND,2004,153078060.75242114
country/AND,2005,176769304.5019276
country/AND,2006,171600387.74306864
country/AND,2007,194579823.3232959
country/AND,2008,231656423.33382156
country/AND,2009,223415360.9752709
country/AND,2010,271802303.1817579
country/AND,2011,279606370.9910913
country/AND,2012,215131065.3732494
country/AND,2013,218222875.61429143
country/AND,2014,223329355.78583762
country/AND,2015,195939205.70287362
country/AND,2016,203010841.15563428
country/AND,2017,214866693.34613645
country/AND,2018,239135569.2017005
country/AND,2019,233740068.34210238
country/AND,2020,259280411.19360366
country/ARM,2000,80205612.64443628
country/ARM,2001,98413150.18178149
country/ARM,2002,180923339.88349253
country/ARM,2003,201531558.09981853
country/ARM,2004,216567287.51946852
country/ARM,2005,287259671.0303073
country/ARM,2006,373495005.0709795
country/ARM,2007,506175302.13208306
country/ARM,2008,774332334.5314089
country/ARM,2009,730212510.485988
country/ARM,2010,855222932.1689782
country/ARM,2011,950913183.5379514
country/ARM,2012,970027238.9824756
country/ARM,2013,1148118742.1391118
country/ARM,2014,1181648511.9390059
country/ARM,2015,1067747338.7781715
country/ARM,2016,1049547213.9812146
country/ARM,2017,1194556487.7173488
country/ARM,2018,1246470935.2483284
country/ARM,2019,1549848162.4962633
country/ARM,2020,1547415091.1712303
country/AUT,2000,18157971967.35453
country/AUT,2001,18307935768.71682
country/AUT,2002,20141893085.984386
country/AUT,2003,25039892253.622803
country/AUT,2004,29269716345.71225
country/AUT,2005,30430297410.700375
country/AUT,2006,32051300864.68224
country/AUT,2007,37097544991.5473
country/AUT,2008,42019839940.77758
country/AUT,2009,41083144612.71674
country/AUT,2010,40094511383.698105
country/AUT,2011,43281331575.76157
country/AUT,2012,41755528952.47606
country/AUT,2013,44248363976.63462
country/AUT,2014,45887600286.20695
country/AUT,2015,39600734092.18748
country/AUT,2016,40978119660.43146
country/AUT,2017,43328502305.9054
country/AUT,2018,47086381606.61149
country/AUT,2019,46615342764.1237
country/AUT,2020,49713206686.42402
country/AUT,2021,57983002847.11122
country/AZE,2000,155481819.69607097
country/AZE,2001,157303749.10431463
country/AZE,2002,170431527.29863
country/AZE,2003,199015580.74868703
country/AZE,2004,231352623.6051758
country/AZE,2005,299501103.28626084
country/AZE,2006,433646537.8954497
country/AZE,2007,657766043.4631408
country/AZE,2008,947128948.1517874
country/AZE,2009,1157723935.6791844
country/AZE,2010,1317341628.1193545
country/AZE,2011,1613480455.8082306
country/AZE,2012,2065892192.78227
country/AZE,2013,2252050565.0702996
country/AZE,2014,2540945036.1223817
country/AZE,2015,2179648236.9045625
country/AZE,2016,1528517212.74691
country/AZE,2017,1526992048.5181632
country/AZE,2018,1675418862.6954603
country/AZE,2019,1962186925.5529406
country/AZE,2020,1966763556.9882355
country/BLR,2000,569278922.611919
country/BLR,2001,729344539.4964029
country/BLR,2002,848714338.5231011
country/BLR,2003,1063524675.995574
country/BLR,2004,1372755361.7566423
country/BLR,2005,1896232448.2082999
country/BLR,2006,2130175210.0990183
country/BLR,2007,2664760792.546408
country/BLR,2008,3324833460.8142915
country/BLR,2009,2742231964.175938
country/BLR,2010,3237654475.0563197
country/BLR,2011,3010583508.1245537
country/BLR,2012,3445460992.7233133
country/BLR,2013,4301752175.035002
country/BLR,2014,4246380519.7082086
country/BLR,2015,3424177329.6393075
country/BLR,2016,2820720163.231844
country/BLR,2017,3152040321.1957808
country/BLR,2018,3317919350.1482596
country/BLR,2019,3775294514.822287
country/BLR,2020,3931518953.7357945
country/BEL,2000,18941446155.29416
country/BEL,2001,19294546912.204746
country/BEL,2002,21492890780.392197
country/BEL,2003,29150467258.386887
country/BEL,2004,34440669295.26526
country/BEL,2005,35577361292.80154
country/BEL,2006,37272615383.3541
country/BEL,2007,43024800946.718834
country/BEL,2008,49638347523.76403
country/BEL,2009,49877528373.62668
country/BEL,2010,49115974461.0027
country/BEL,2011,54234709020.85371
country/BEL,2012,51995282120.54903
country/BEL,2013,55043478602.09574
country/BEL,2014,56618923443.97805
country/BEL,2015,49811481541.810585
country/BEL,2016,51236927977.11893
country/BEL,2017,54055526714.41186
country/BEL,2018,58615754473.40682
country/BEL,2019,57090357584.25236
country/BEL,2020,57721116836.0471
country/BIH,2000,444219199.78326505
country/BIH,2001,439974126.9580898
country/BIH,2002,498306071.6994498
country/BIH,2003,704042747.1189499
country/BIH,2004,920448595.5961604
country/BIH,2005,989878498.258676
country/BIH,2006,1142852280.4904697
country/BIH,2007,1460333487.0211363
country/BIH,2008,1813074563.9410431
country/BIH,2009,1587964737.4034214
country/BIH,2010,1547954747.219848
country/BIH,2011,1709885653.7663703
country/BIH,2012,1632967703.7203815
country/BIH,2013,1715425574.9856691
country/BIH,2014,1757722217.268194
country/BIH,2015,1515907400.9158351
country/BIH,2016,1564384932.8682735
country/BIH,2017,1616028753.8977711
country/BIH,2018,1794620422.2967305
country/BIH,2019,1828169378.75665
country/BIH,2020,1962527638.1949835
country/BGR,2000,772203306.4911515
country/BGR,2001,972926237.4107925
country/BGR,2002,1161496841.4834075
country/BGR,2003,1522410129.2836494
country/BGR,2004,1802506488.8708456
country/BGR,2005,2057982633.3008683
country/BGR,2006,2243482199.9999957
country/BGR,2007,2735418668.9269104
country/BGR,2008,3422919545.8685904
country/BGR,2009,3431376113.1662273
country/BGR,2010,3596277130.266735
country/BGR,2011,4096815286.624213
country/BGR,2012,4093473401.9316063
country/BGR,2013,3986429764.197969
country/BGR,2014,4385560446.251608
country/BGR,2015,3753447635.3491263
country/BGR,2016,4022997468.0687127
country/BGR,2017,4435139612.494307
country/BGR,2018,4863440666.728345
country/BGR,2019,4885464676.892834
country/BGR,2020,5954903637.238312
country/HRV,2000,1668939070.8744123
country/HRV,2001,1668013117.0835218
country/HRV,2002,1663832742.9923651
country/HRV,2003,2205011618.5760055
country/HRV,2004,2732500658.2464504
country/HRV,2005,3134560684.310169
country/HRV,2006,3519062712.0753202
country/HRV,2007,4490533104.232006
country/HRV,2008,5428216234.860114
country/HRV,2009,5118078091.278268
country/HRV,2010,4846613163.955504
country/HRV,2011,4858258088.625757
country/HRV,2012,4404140270.8451805
country/HRV,2013,3793068279.7573204
country/HRV,2014,3861927831.031884
country/HRV,2015,3361274134.293046
country/HRV,2016,3523938679.4098835
country/HRV,2017,3749697418.306717
country/HRV,2018,4206587320.221399
country/HRV,2019,4239644959.4185443
country/HRV,2020,4441795097.86091
country/CYP,2000,903557925.760888
country/CYP,2001,947889632.0904411
country/CYP,2002,1092214874.2609963
country/CYP,2003,1399034588.2141266
country/CYP,2004,1598416771.6695216
country/CYP,2005,1736184400.1418438
country/CYP,2006,1904862977.508903
country/CYP,2007,2201642681.818715
country/CYP,2008,1681500077.3148954
country/CYP,2009,1684102214.558294
country/CYP,2010,1677137582.4014223
country/CYP,2011,1777738403.9117858
country/CYP,2012,1637199837.0934157
country/CYP,2013,1659863346.0232081
country/CYP,2014,1609874558.3972325
country/CYP,2015,1352603887.3489068
country/CYP,2016,1400123936.377092
country/CYP,2017,1519502543.6632013
country/CYP,2018,1747271788.1210577
country/CYP,2019,1790103558.8807318
country/CYP,2020,1998432016.795435
country/CZE,2000,3524576245.5713825
country/CZE,2001,3975592981.6039047
country/CZE,2002,5077556834.04732
country/CZE,2003,6530026986.068276
country/CZE,2004,7609082408.389186
country/CZE,2005,8696079241.292698
country/CZE,2006,9631815952.232567
country/CZE,2007,11384009635.60058
country/CZE,2008,14991102765.303104
country/CZE,2009,15036510517.756912
country/CZE,2010,14374194952.417107
country/CZE,2011,15903709542.220161
country/CZE,2012,14575317647.809986
country/CZE,2013,16347411293.31014
country/CZE,2014,15904513428.881126
country/CZE,2015,13531637786.47289
country/CZE,2016,13948171792.047825
country/CZE,2017,16136380366.895317
country/CZE,2018,18601539640.050747
country/CZE,2019,19202149810.855892
country/CZE,2020,22669531780.14024
country/DNK,2000,13303981443.68945
country/DNK,2001,13922088283.204576
country/DNK,2002,15545717984.089981
country/DNK,2003,19418540283.82303
country/DNK,2004,22642416446.291878
country/DNK,2005,24041548063.919586
country/DNK,2006,25937237165.109303
country/DNK,2007,29786721380.262005
country/DNK,2008,33609180619.62908
country/DNK,2009,34290537599.641827
country/DNK,2010,34156444615.336742
country/DNK,2011,35800506787.12049
country/DNK,2012,34422518053.81289
country/DNK,2013,35489377617.805176
country/DNK,2014,36390756218.29972
country/DNK,2015,31308860100.46223
country/DNK,2016,32099456890.87554
country/DNK,2017,33538433457.73353
country/DNK,2018,36032546787.374374
country/DNK,2019,35178061489.738754
country/DNK,2020,37489237367.2986
country/DNK,2021,43071214116.34001
country/EST,2000,18781120.056983527
country/EST,2001,19111032.140071418
country/EST,2002,22148062.87802586
country/EST,2003,30678939.423061784
country/EST,2004,39736213.19156043
country/EST,2005,45566572.54905203
country/EST,2006,51839144.37392739
country/EST,2007,71471971.21427754
country/EST,2008,88840528.41771089
country/EST,2009,82212363.49999535
country/EST,2010,78945706.51253171
country/EST,2011,1350892572.957201
country/EST,2012,1342861057.1075196
country/EST,2013,1511132769.871616
country/EST,2014,1694460261.7220964
country/EST,2015,1520255727.5010068
country/EST,2016,1613459648.7312882
country/EST,2017,1776274579.5200214
country/EST,2018,2049186297.210148
country/EST,2019,2118171221.4782958
country/EST,2020,2376030589.4127603
country/EST,2021,2707512601.0502667
country/FIN,2000,8937976324.040297
country/FIN,2001,9392321665.573359
country/FIN,2002,10709624343.021936
country/FIN,2003,13625860874.82534
country/FIN,2004,15915122766.748653
country/FIN,2005,16980820179.62372
country/FIN,2006,17983929687.71076
country/FIN,2007,20724562970.847977
country/FIN,2008,23837616840.65524
country/FIN,2009,23223473295.64676
country/FIN,2010,22802440595.442753
country/FIN,2011,25419073948.682377
country/FIN,2012,24759157476.99738
country/FIN,2013,26608025217.834023
country/FIN,2014,26884748419.94297
country/FIN,2015,22621401086.294746
country/FIN,2016,22579442034.980206
country/FIN,2017,23332227616.42008
country/FIN,2018,24938179478.700962
country/FIN,2019,24626648493.770874
country/FIN,2020,26133036496.036064
country/FRA,2000,130889434892.50027
country/FRA,2001,133710295439.92389
country/FRA,2002,150474052100.95615
country/FRA,2003,185982387033.6393
country/FRA,2004,215445747088.9967
country/FRA,2005,224414543420.23337
country/FRA,2006,241003110703.7313
country/FRA,2007,274457135667.13934
country/FRA,2008,307706702197.1557
country/FRA,2009,304864349926.5745
country/FRA,2010,296938265436.1985
country/FRA,2011,320467182715.37634
country/FRA,2012,303185133407.8675
country/FRA,2013,320685265060.8955
country/FRA,2014,329411193523.0258
country/FRA,2015,279062012484.6068
country/FRA,2016,284027568366.1364
country/FRA,2017,294745786501.1402
country/FRA,2018,312937592689.41156
country/FRA,2019,302859625294.60736
country/FRA,2020,321031563523.63904
country/GEO,2000,226195496.3312807
country/GEO,2001,237287042.50649175
country/GEO,2002,272809045.0544821
country/GEO,2003,329503879.9431408
country/GEO,2004,426264576.2137062
country/GEO,2005,532362392.59657687
country/GEO,2006,607717222.3990426
country/GEO,2007,777615372.7196069
country/GEO,2008,1110819195.6175385
country/GEO,2009,1058972561.6055605
country/GEO,2010,1110898116.2422073
country/GEO,2011,1210794861.0746033
country/GEO,2012,1326866884.3457794
country/GEO,2013,1355096642.3182132
country/GEO,2014,1393241457.4287305
country/GEO,2015,1110013550.1852577
country/GEO,2016,1210829289.9132764
country/GEO,2017,1146424479.901707
country/GEO,2018,1251902415.2100704
country/GEO,2019,1163527778.1058109
country/GEO,2020,1205105038.6960497
country/DEU,2000,192620320710.58865
country/DEU,2001,193035927704.33093
country/DEU,2002,211665732877.25528
country/DEU,2003,260221185894.90143
country/DEU,2004,285545240189.96216
country/DEU,2005,293555540669.26056
country/DEU,2006,304859394352.94073
country/DEU,2007,344316161616.4717
country/DEU,2008,383937773606.24994
country/DEU,2009,383354553869.92163
country/DEU,2010,377224723200.00073
country/DEU,2011,404119408803.50275
country/DEU,2012,382818202249.2188
country/DEU,2013,410662066433.7266
country/DEU,2014,428663362572.15533
country/DEU,2015,375507980754.6873
country/DEU,2016,389756082674.7091
country/DEU,2017,417959441670.5889
country/DEU,2018,455689011925.48987
country/DEU,2019,454787639082.35223
country/DEU,2020,493205990824.9041
country/DEU,2021,540786717457.3646
country/GRC,2000,27999562.933874287
country/GRC,2001,10888168166.535446
country/GRC,2002,12726476771.372572
country/GRC,2003,17098569674.003017
country/GRC,2004,19503359432.463688
country/GRC,2005,21229710416.731506
country/GRC,2006,22591320142.554497
country/GRC,2007,26781721239.457806
country/GRC,2008,31418700591.128254
country/GRC,2009,31165811172.04751
country/GRC,2010,28513964603.19016
country/GRC,2011,26016674050.17648
country/GRC,2012,21599071686.70763
country/GRC,2013,20158946011.44435
country/GRC,2014,18580969835.95863
country/GRC,2015,16085273649.727068
country/GRC,2016,16318596970.175745
country/GRC,2017,16257659925.010891
country/GRC,2018,17218930295.713837
country/GRC,2019,16827201803.27816
country/GRC,2020,17954843199.5589
