dcid,year,healthExpenditureGovernmentCurrentUSD
country/VEN,2001,43369.61042849413
country/VEN,2002,33010.904862397176
country/VEN,2003,31583.16488189392
country/VEN,2004,41309.38667606634
country/VEN,2005,40952.200023926314
country/VEN,2006,84412.81788542154
country/VEN,2007,92647.12156497438
country/VEN,2008,80577.39170936192
country/VEN,2009,85480.06986492783
country/VEN,2010,101867.92238018356
country/VEN,2011,97433.84002051619
country/VEN,2012,108837.46765206444
country/VEN,2013,80063.40692562319
country/VEN,2014,96056.76776678019
country/VEN,2015,251629.71420387638
country/VEN,2016,562082.3575517101
country/VEN,2017,5620074.480200503
country/AFG,2002,3183841.887311428
country/AFG,2003,29370860.585681017
country/AFG,2004,27938729.03035172
country/AFG,2005,32601940.242063794
country/AFG,2006,34483805.776416436
country/AFG,2007,47911349.49854468
country/AFG,2008,64655627.10735929
country/AFG,2009,64180063.36671635
country/AFG,2010,71885736.94955127
country/AFG,2011,85863549.99546419
country/AFG,2012,69598369.94269599
country/AFG,2013,89414592.42309603
country/AFG,2014,97676161.74400628
country/AFG,2015,104850909.54216272
country/AFG,2016,108140736.7820733
country/AFG,2017,121528821.44991545
country/AFG,2018,101744860.10543099
country/AFG,2019,93965894.48536174
country/AFG,2020,238944017.70467046
country/BHR,2000,214920203.69680852
country/BHR,2001,229608972.02127656
country/BHR,2002,251444968.24468085
country/BHR,2003,283942063.0585106
country/BHR,2004,309728426.1968085
country/BHR,2005,363592665.55851054
country/BHR,2006,399179370.2393617
country/BHR,2007,460078022.4468086
country/BHR,2008,537104565.9308511
country/BHR,2009,656580421.3031914
country/BHR,2010,685569991.4095743
country/BHR,2011,726662405.0531917
country/BHR,2012,825170425.531915
country/BHR,2013,913838271.276596
country/BHR,2014,957327127.6595746
country/BHR,2015,1004734042.5531915
country/BHR,2016,961441489.361702
country/BHR,2017,910527048.1382979
country/BHR,2018,917967234.0425531
country/BHR,2019,891952932.8457445
country/BHR,2020,1028223871.8351065
country/DJI,2000,11009089.411605833
country/DJI,2001,10147104.46278155
country/DJI,2002,10766401.458465796
country/DJI,2003,13249283.744802246
country/DJI,2004,13455904.884903867
country/DJI,2005,13904952.622931449
country/DJI,2006,18632481.278070685
country/DJI,2007,20650533.505944714
country/DJI,2008,25286064.597599614
country/DJI,2009,27141652.906634558
country/DJI,2010,28652886.447240338
country/DJI,2011,37279544.60643368
country/DJI,2012,35912310.981819816
country/DJI,2013,36920907.212147124
country/DJI,2014,39089447.22109372
country/DJI,2015,41401278.87103944
country/DJI,2016,34624983.71531783
country/DJI,2017,31666293.832298942
country/DJI,2018,33679010.59205159
country/DJI,2019,32293282.589395735
country/DJI,2020,34318121.16092078
country/EGY,2000,1783960484.4400282
country/EGY,2001,1754341807.1985905
country/EGY,2002,1681457885.769315
country/EGY,2003,1251265836.3065352
country/EGY,2004,1300465739.312405
country/EGY,2005,1557234735.9617002
country/EGY,2006,1976045815.285327
country/EGY,2007,2179779135.58851
country/EGY,2008,2662494247.5839853
country/EGY,2009,3033066698.777213
country/EGY,2010,3086477442.815287
country/EGY,2011,3583282921.5207
country/EGY,2012,3739561073.1402597
country/EGY,2013,3896758886.952218
country/EGY,2014,4467752027.994647
country/EGY,2015,5297945828.110053
country/EGY,2016,4474543772.432438
country/EGY,2017,3404464271.0059566
country/EGY,2018,3550291365.1552434
country/EGY,2019,4328583560.981548
country/EGY,2020,5177555200.483094
country/IRN,2000,6497737474.45795
country/IRN,2001,8454431798.232028
country/IRN,2002,2794326005.469045
country/IRN,2003,3130508435.7087617
country/IRN,2004,3577370889.935104
country/IRN,2005,4497289358.390304
country/IRN,2006,5875228503.73353
country/IRN,2007,7056887034.220784
country/IRN,2008,8087709968.136668
country/IRN,2009,9927525875.668581
country/IRN,2010,10636736296.147339
country/IRN,2011,13212755721.346783
country/IRN,2012,13621860843.388237
country/IRN,2013,12331555682.527775
country/IRN,2014,15116000003.061203
country/IRN,2015,15390280355.56592
country/IRN,2016,16735790072.939215
country/IRN,2017,18171919852.006855
country/IRN,2018,18194075784.545696
country/IRN,2019,19309264289.53381
country/IRN,2020,26976172649.190475
country/IRQ,2004,998402614.5289812
country/IRQ,2005,1009241847.826087
country/IRQ,2006,1048037707.99023
country/IRQ,2007,1810260914.164349
country/IRQ,2008,3134059369.979753
country/IRQ,2009,3264435897.4358974
country/IRQ,2010,3305892307.6923075
country/IRQ,2011,3880081196.581197
country/IRQ,2012,2199539802.7726107
country/IRQ,2013,2689771869.6397943
country/IRQ,2014,2434446826.7581477
country/IRQ,2015,1296567961.1650522
country/IRQ,2016,1197873180.2095602
country/IRQ,2017,3369637668.918919
country/IRQ,2018,4428732701.701256
country/IRQ,2019,4916182888.868366
country/IRQ,2020,4721108068.222274
country/JOR,2000,366713681.2411848
country/JOR,2001,404805093.40411067
country/JOR,2002,438646083.36767375
country/JOR,2003,433004231.31170666
country/JOR,2004,404795486.6008463
country/JOR,2005,576868829.3370945
country/JOR,2006,622002820.8744711
country/JOR,2007,805359926.5406431
country/JOR,2008,1163926917.507948
country/JOR,2009,1518309859.1549296
country/JOR,2010,1478873239.4366198
country/JOR,2011,1622535211.2676058
country/JOR,2012,1592957746.4788733
country/JOR,2013,1519718309.859155
country/JOR,2014,1712676056.3380282
country/JOR,2015,1541408053.957746
country/JOR,2016,1385305206.1549294
country/JOR,2017,1480756859.1549296
country/JOR,2018,1646769780.3521128
country/JOR,2019,1721296485.8873236
country/JOR,2020,1622258721.1971831
country/KWT,2000,602963472.8861768
country/KWT,2001,877228831.198473
country/KWT,2002,915126547.9482741
country/KWT,2003,1016168767.2313838
country/KWT,2004,1068476416.6949439
country/KWT,2005,1239726027.3972604
country/KWT,2006,1415484676.5960925
country/KWT,2007,1687988875.751618
country/KWT,2008,2214386849.800446
country/KWT,2009,2339729399.074828
country/KWT,2010,2603289741.7368627
country/KWT,2011,3035811306.8609753
country/KWT,2012,3389137148.7372417
country/KWT,2013,3638428828.4357514
country/KWT,2014,4011953008.0437617
country/KWT,2015,4098460031.970866
country/KWT,2016,4415977643.968216
country/KWT,2017,4813418840.820466
country/KWT,2018,6326742611.008094
country/KWT,2019,6434157255.640653
country/KWT,2020,6007773985.472398
country/LBN,2000,549573313.8106667
country/LBN,2001,599399565.5058043
country/LBN,2002,574507446.7509651
country/LBN,2003,572801308.0307662
country/LBN,2004,628343722.6782753
country/LBN,2005,623352020.1044776
country/LBN,2006,782161759.8558939
country/LBN,2007,872203930.4946932
country/LBN,2008,895538346.355131
country/LBN,2009,947565453.4919337
country/LBN,2010,1152728459.0206501
country/LBN,2011,1427273520.2264674
country/LBN,2012,1341146774.4146469
country/LBN,2013,1463001730.8485377
country/LBN,2014,1717861866.3042655
country/LBN,2015,1658198495.4891212
country/LBN,2016,1878278869.6517413
country/LBN,2017,1922839022.2222226
country/LBN,2018,2050352125.9681065
country/LBN,2019,1896735317.819748
country/LBN,2020,1864108306.6723454
country/LBY,2000,638545339.2494224
country/LBY,2001,752855369.8919647
country/LBY,2002,669809743.5709321
country/LBY,2003,706271711.4335873
country/LBY,2004,757948931.7058632
country/LBY,2005,794999772.8090765
country/LBY,2006,903350296.4553596
country/LBY,2007,1095023146.5338964
country/LBY,2008,1316730741.060562
country/LBY,2009,1498794759.0415509
country/LBY,2010,1729559777.2776132
country/LBY,2011,1225337534.8353925
country/MAR,2000,393815385.2027388
country/MAR,2001,428205848.4602505
country/MAR,2002,494241512.85397923
country/MAR,2003,562265149.3363369
country/MAR,2004,652286153.3755196
country/MAR,2005,743860440.1706713
country/MAR,2006,1250627682.4542627
country/MAR,2007,1545139015.7875257
country/MAR,2008,1889769149.4705062
country/MAR,2009,2137620153.4212058
country/MAR,2010,2181321328.754064
country/MAR,2011,2473451428.924427
country/MAR,2012,2479695366.7128215
country/MAR,2013,2690023135.312262
country/MAR,2014,2499188975.7826
country/MAR,2015,2188575192.0251923
country/MAR,2016,2237247922.9437933
country/MAR,2017,2348437542.6602836
country/MAR,2018,2530937985.191115
country/MAR,2019,2608604415.3529043
country/MAR,2020,2992973907.7437887
country/OMN,2000,488589798.1274381
country/OMN,2001,491934013.02990896
country/OMN,2002,534739963.8751624
country/OMN,2003,568850955.9427829
country/OMN,2004,603630790.9752926
country/OMN,2005,662154551.8855656
country/OMN,2006,693924593.4980494
country/OMN,2007,828362032.8218467
country/OMN,2008,966143687.0481143
country/OMN,2009,1113289143.042913
country/OMN,2010,1330997533.576073
country/OMN,2011,1417947121.196359
country/OMN,2012,1646790364.1872563
country/OMN,2013,1972631815.2925875
country/OMN,2014,2615714464.8114433
country/OMN,2015,2896009509.856957
country/OMN,2016,2819309228.920676
country/OMN,2017,2851887052.7698307
country/OMN,2018,2542460938.9596877
country/OMN,2019,2934615828.0624185
country/OMN,2020,3463281627.8023396
country/PAK,2000,837675204.6188926
country/PAK,2001,752664403.855583
country/PAK,2002,917827818.5568118
country/PAK,2003,593140646.5155401
country/PAK,2004,725220861.0432509
country/PAK,2005,757874514.5601974
country/PAK,2006,746324039.822911
country/PAK,2007,835910114.1917654
country/PAK,2008,720266604.507204
country/PAK,2009,922595535.1078726
country/PAK,2010,1025536631.2810037
country/PAK,2011,1041606235.4262625
country/PAK,2012,1473771057.6844265
country/PAK,2013,1561778905.2051864
country/PAK,2014,1672226599.4883897
country/PAK,2015,2032875842.9689631
country/PAK,2016,2191013013.5197864
country/PAK,2017,3077285168.3671937
country/PAK,2018,3010761157.750108
country/PAK,2019,2752830491.697741
country/PAK,2020,3053693603.0070505
country/QAT,2000,212311898.77472526
country/QAT,2001,255900490.95879126
country/QAT,2002,299280525.28571427
country/QAT,2003,623170877.739011
country/QAT,2004,731620963.5576922
country/QAT,2005,857017026.8516486
country/QAT,2006,1003905329.2554947
country/QAT,2007,1175969529.8159342
country/QAT,2008,1377524647.747253
country/QAT,2009,1492857142.857143
country/QAT,2010,1589285714.2857141
country/QAT,2011,1974175824.1758242
country/QAT,2012,2585000000.0
country/QAT,2013,3472857142.857143
country/QAT,2014,4334313186.813187
country/QAT,2015,5167624764.777472
country/QAT,2016,4621618131.868132
country/QAT,2017,4369835164.835165
country/QAT,2018,4597325959.324175
country/QAT,2019,4801076253.744504
country/QAT,2020,4779926138.090658
country/SAU,2000,5750933333.333333
country/SAU,2001,5959733333.333333
country/SAU,2002,5826400000.0
country/SAU,2003,6214933333.333333
country/SAU,2004,6628533333.333333
country/SAU,2005,8134133333.333333
country/SAU,2006,9942133333.333334
country/SAU,2007,10422933333.333334
country/SAU,2008,9821066666.666666
country/SAU,2009,11964266666.666666
country/SAU,2010,11933333333.333334
country/SAU,2011,16710133333.333334
country/SAU,2012,20200533333.333332
country/SAU,2013,23204800000.0
country/SAU,2014,28220266666.666668
country/SAU,2015,26872800000.0
country/SAU,2016,28927757709.333332
country/SAU,2017,30982715418.66667
country/SAU,2018,31784000000.0
country/SDN,2000,160234907.4857315
country/SDN,2001,176264511.44217414
country/SDN,2002,204704921.71650863
country/SDN,2003,269787239.36883384
country/SDN,2004,419146584.9828425
country/SDN,2005,562794404.895888
country/SDN,2006,804500660.0558758
country/SDN,2007,1218193541.9870048
country/SDN,2008,1122879025.3538864
country/SDN,2009,1533325609.0142827
country/SDN,2010,1220728047.149496
country/SDN,2011,1005767743.5880691
country/SDN,2012,943755757.9503454
country/SDN,2013,760601666.6562525
country/SDN,2014,1101995281.9773853
country/SDN,2015,1901843437.9185975
country/SDN,2016,1544823304.3448112
country/SDN,2017,1367403705.9697516
country/SDN,2018,581731513.4705079
country/SDN,2019,444444512.1173924
country/SDN,2020,987396657.2575358
country/SYR,2000,1304017300.233408
country/SYR,2001,1674725799.337194
country/SYR,2002,2045434298.44098
country/SYR,2003,2347178679.3140306
country/SYR,2004,2411081772.47216
country/SYR,2005,2776816468.587974
country/SYR,2006,2728841771.9545655
country/SYR,2007,3172059521.0708246
country/SYR,2008,3419593084.179064
country/SYR,2009,3573288030.7073493
country/SYR,2010,3650176859.9928737
country/SYR,2011,769101373.4374176
country/SYR,2012,646352417.891067
country/TUN,2000,570956822.02308
country/TUN,2001,587181588.3367941
country/TUN,2002,643389648.075121
country/TUN,2003,771172223.7143894
country/TUN,2004,869439567.4981241
country/TUN,2005,885222362.099532
country/TUN,2006,966959766.0975565
country/TUN,2007,1127724891.2885447
country/TUN,2008,1318940601.0239587
country/TUN,2009,1356107205.5173945
country/TUN,2010,1445117361.017186
country/TUN,2011,1662267227.2153664
country/TUN,2012,1695153349.303992
country/TUN,2013,1873981136.5466623
country/TUN,2014,1885036287.8642848
country/TUN,2015,1543544594.1400623
country/TUN,2016,1524146689.52996
country/TUN,2017,1412510150.4159048
country/TUN,2018,1331926542.8997796
country/TUN,2019,1177818951.549988
country/TUN,2020,1582344577.710879
country/ARE,2000,1697753573.8597686
country/ARE,2001,1976582709.3260722
country/ARE,2002,1827365554.7991831
country/ARE,2003,2016337644.6562288
country/ARE,2004,2078420694.3498979
country/ARE,2005,2382028590.8781486
country/ARE,2006,2959836623.5534377
country/ARE,2007,3882641252.5527573
country/ARE,2008,5904424778.761063
country/ARE,2009,7566235534.377128
country/ARE,2010,7964057181.756297
country/ARE,2011,9320353982.300886
country/ARE,2012,9307828454.73111
country/ARE,2013,10087950987.066032
country/ARE,2014,10387188899.96188
country/ARE,2015,9144430113.20354
country/ARE,2016,8926009870.04493
country/ARE,2017,8580208760.803267
country/ARE,2018,9027674846.867258
country/ARE,2019,9350965911.41729
country/ARE,2020,12414333149.081007
country/YEM,2000,228569916.83323932
country/YEM,2001,244180891.51762253
country/YEM,2002,249259027.77844843
country/YEM,2003,283146823.96676683
country/YEM,2004,270948942.32106525
country/YEM,2005,277280901.29401946
country/YEM,2006,310222683.64619607
country/YEM,2007,338697105.3114806
country/YEM,2008,431330113.05289084
country/YEM,2009,328877836.4921116
country/YEM,2010,359189185.9239946
country/YEM,2011,357411209.5951356
country/YEM,2012,439343628.01796055
country/YEM,2013,395910760.71576154
country/YEM,2014,338689279.63218397
country/YEM,2015,183803610.10830352
country/ALB,2000,96460872.63400137
country/ALB,2001,108118404.88897227
country/ALB,2002,112759328.7857019
country/ALB,2003,148510728.21379703
country/ALB,2004,202451738.03508464
country/ALB,2005,214613451.33649668
country/ALB,2006,227678196.83944064
country/ALB,2007,260069089.34463587
country/ALB,2008,292569471.69794446
country/ALB,2009,281601699.95552754
country/ALB,2010,283711234.4055666
country/ALB,2011,304938261.40821904
country/ALB,2012,302474946.2721738
country/ALB,2013,329339211.2173992
country/ALB,2014,343088737.2013652
country/ALB,2015,311015255.96411526
country/ALB,2016,332553315.7460177
country/ALB,2017,348287153.652393
country/ALB,2018,427904033.5836143
country/ALB,2019,441617041.2908427
country/ALB,2020,444068108.60561436
country/AND,2001,59060402.68456376
country/AND,2002,69817168.05006589
country/AND,2003,83928096.46726863
country/AND,2004,95051963.85646883
country/AND,2005,113606679.56721799
country/AND,2006,102886526.27022958
country/AND,2007,116190822.35149193
country/AND,2008,150871539.47561154
country/AND,2009,151430953.04251182
country/AND,2010,202837067.47978258
country/AND,2011,206570155.90200445
country/AND,2012,149813696.51805216
country/AND,2013,153406826.93584806
country/AND,2014,159160356.05154777
country/AND,2015,141795184.7331632
country/AND,2016,146889528.448085
country/AND,2017,155332128.3325802
country/AND,2018,169697685.4038734
country/AND,2019,167468935.4080376
country/AND,2020,189720159.90862367
country/ARM,2000,18249357.846627682
country/ARM,2001,28367171.229654405
country/ARM,2002,27846703.02198762
country/ARM,2003,33863604.85942389
country/ARM,2004,46285427.74170069
country/ARM,2005,72449084.85791184
country/ARM,2006,101283440.42165747
country/ARM,2007,148579663.56822476
country/ARM,2008,173546766.29277912
country/ARM,2009,156673874.78354827
country/ARM,2010,156155133.31996417
country/ARM,2011,169664027.59784573
country/ARM,2012,167590934.19198313
country/ARM,2013,152993311.8502445
country/ARM,2014,174778892.1968826
country/ARM,2015,169930715.94563085
country/ARM,2016,172676474.6761467
country/ARM,2017,158215053.33806843
country/ARM,2018,153815846.8021322
country/ARM,2019,192259936.60719097
country/ARM,2020,297931617.06683797
country/AUT,2000,13466569752.349545
country/AUT,2001,13482932105.937391
country/AUT,2002,14791832545.742096
country/AUT,2003,18313742475.121117
country/AUT,2004,21090280475.44638
country/AUT,2005,22108123998.260246
country/AUT,2006,23349414991.997078
country/AUT,2007,27006646844.14503
country/AUT,2008,31005431336.92079
country/AUT,2009,29927718346.398468
country/AUT,2010,29026705561.064274
country/AUT,2011,31460779138.192535
country/AUT,2012,30428833689.562695
country/AUT,2013,31933629179.860115
country/AUT,2014,33276353492.153194
country/AUT,2015,28693112864.45311
country/AUT,2016,29651622158.145245
country/AUT,2017,31983272260.348778
country/AUT,2018,35070793384.21653
country/AUT,2019,34918981159.63996
country/AUT,2020,37967019699.19044
country/AZE,2000,45706967.49077968
country/AZE,2001,45097442.68866657
country/AZE,2002,45805855.036486454
country/AZE,2003,56687271.60727632
country/AZE,2004,75024481.23554042
country/AZE,2005,121579951.22807725
country/AZE,2006,181717851.8431465
country/AZE,2007,299727581.89334375
country/AZE,2008,421946288.7970038
country/AZE,2009,500833665.13778615
country/AZE,2010,534762107.50638515
country/AZE,2011,625172772.8581424
country/AZE,2012,775997175.732285
country/AZE,2013,788380021.005363
country/AZE,2014,848688467.4713695
country/AZE,2015,691380849.2789588
country/AZE,2016,440542352.8671533
country/AZE,2017,409489964.2483794
country/AZE,2018,437525122.3027216
country/AZE,2019,615764705.882353
country/AZE,2020,678512026.1352942
country/BLR,2000,448234958.6541203
country/BLR,2001,544033093.5251799
country/BLR,2002,615688055.4650773
country/BLR,2003,808363758.2393042
country/BLR,2004,1052667101.0284655
country/BLR,2005,1412675618.2039354
country/BLR,2006,1523175687.9894373
country/BLR,2007,1870165658.7558577
country/BLR,2008,2187281627.131655
country/BLR,2009,1770566006.6188507
country/BLR,2010,2203035746.0609503
country/BLR,2011,1907508627.101496
country/BLR,2012,2262037660.2889295
country/BLR,2013,2695343411.539515
country/BLR,2014,2658260908.475829
country/BLR,2015,2081346306.8173838
country/BLR,2016,2001042607.6013215
country/BLR,2017,2178366781.481878
country/BLR,2018,2341215395.5004478
country/BLR,2019,2657090680.2011085
country/BLR,2020,2786821065.1445436
country/BEL,2000,14117233089.254932
country/BEL,2001,14534992476.85041
country/BEL,2002,15845262590.15689
country/BEL,2003,21605432706.369366
country/BEL,2004,25829464921.336746
country/BEL,2005,26612335016.3424
country/BEL,2006,27800150771.82349
country/BEL,2007,31917337150.90206
country/BEL,2008,37600643058.99218
country/BEL,2009,38056777859.10154
country/BEL,2010,37449573544.16674
country/BEL,2011,41316934507.58762
country/BEL,2012,39840230340.2461
country/BEL,2013,41935061464.62757
country/BEL,2014,43237187251.15671
country/BEL,2015,38198797984.10935
country/BEL,2016,39522761545.179085
country/BEL,2017,41732252742.32948
country/BEL,2018,45281551341.223495
country/BEL,2019,43386421270.431305
country/BEL,2020,45698014053.34466
country/BIH,2000,226826139.10163194
country/BIH,2001,250467811.51685852
country/BIH,2002,297507842.57168466
country/BIH,2003,465615751.3653981
country/BIH,2004,524276888.99992883
country/BIH,2005,540256424.9822754
country/BIH,2006,623573399.1700554
country/BIH,2007,808043688.8294064
country/BIH,2008,1009606501.3564659
country/BIH,2009,1080365942.2311177
country/BIH,2010,1053643753.4973433
country/BIH,2011,1157096608.4650662
country/BIH,2012,1121003293.1462653
country/BIH,2013,1195888569.7288554
country/BIH,2014,1236849516.1164908
country/BIH,2015,1049274397.5870719
country/BIH,2016,1109106108.3091683
country/BIH,2017,1133240058.8560894
country/BIH,2018,1253846827.2939954
country/BIH,2019,1256377880.8407738
country/BIH,2020,1363194710.6103344
country/BGR,2000,459834924.8213256
country/BGR,2001,545481509.7362356
country/BGR,2002,689247102.1557795
country/BGR,2003,924314605.1686126
country/BGR,2004,1071181562.2062515
country/BGR,2005,1225978599.8644783
country/BGR,2006,1249185461.1141963
country/BGR,2007,1524946782.8277528
country/BGR,2008,1896278685.405158
country/BGR,2009,1846241447.1780672
country/BGR,2010,1986550997.963749
country/BGR,2011,2217970760.219232
country/BGR,2012,2079519726.684406
country/BGR,2013,2254840636.0983505
country/BGR,2014,2554088704.480452
country/BGR,2015,2098075833.1444118
country/BGR,2016,2218013338.6750836
country/BGR,2017,2436532136.083172
country/BGR,2018,2803117805.3257504
country/BGR,2019,2890028381.311259
country/BGR,2020,3563410370.945822
country/HRV,2000,1419018959.5221765
country/HRV,2001,1371102318.6794868
country/HRV,2002,1314622376.2531073
country/HRV,2003,1793339976.2027242
country/HRV,2004,2181050196.2014947
country/HRV,2005,2664027774.1586537
country/HRV,2006,2979219329.3124933
country/HRV,2007,3881247127.801739
country/HRV,2008,4550497000.092046
country/HRV,2009,4239315607.269355
country/HRV,2010,4042512695.7040105
country/HRV,2011,3982377718.2817755
country/HRV,2012,3640119069.4851685
country/HRV,2013,3226106129.8459625
country/HRV,2014,3245557260.044634
country/HRV,2015,2793720823.4616323
country/HRV,2016,2919490406.747329
country/HRV,2017,3106692486.5685735
country/HRV,2018,3468357927.052451
country/HRV,2019,3457139124.58279
country/HRV,2020,3636934857.8946757
country/CYP,2000,371138522.5800167
country/CYP,2001,396512539.3253268
country/CYP,2002,484721457.1263686
country/CYP,2003,614922119.8380855
country/CYP,2004,659940087.2558404
country/CYP,2005,720018458.9054197
country/CYP,2006,815872890.5709373
country/CYP,2007,950291123.1915517
country/CYP,2008,699706440.6354297
country/CYP,2009,716236145.6833096
country/CYP,2010,767214048.3420348
country/CYP,2011,842703308.1275989
country/CYP,2012,751729391.9597181
country/CYP,2013,756169510.6767256
country/CYP,2014,684487529.6283613
country/CYP,2015,568817856.9318357
country/CYP,2016,588427480.979768
country/CYP,2017,630204505.9464717
country/CYP,2018,734317159.9097248
country/CYP,2019,988085704.7490182
country/CYP,2020,1564059845.4916775
country/CZE,2000,3126443142.042524
country/CZE,2001,3476581613.0075073
country/CZE,2002,4472015794.202664
country/CZE,2003,5712576038.385267
country/CZE,2004,6665746030.006517
country/CZE,2005,7411342549.138218
country/CZE,2006,8235486997.366163
country/CZE,2007,9538937870.702505
country/CZE,2008,12142042546.533218
country/CZE,2009,12462768475.65074
country/CZE,2010,11948947230.990274
country/CZE,2011,13310506969.262188
country/CZE,2012,12176861213.599283
country/CZE,2013,13634721942.371014
country/CZE,2014,13132378995.543777
country/CZE,2015,11127467086.742214
country/CZE,2016,11420528875.234829
country/CZE,2017,13561775464.271862
country/CZE,2018,15725513596.846106
country/CZE,2019,16258343599.079899
country/CZE,2020,19816951562.348534
country/DNK,2000,11056588643.878569
country/DNK,2001,11611812946.757515
country/DNK,2002,13028210753.24977
country/DNK,2003,16294068416.669119
country/DNK,2004,18917530964.20942
country/DNK,2005,20133368684.87271
country/DNK,2006,21753627384.239155
country/DNK,2007,24933956540.901035
country/DNK,2008,28238388677.418884
country/DNK,2009,28961361968.835865
country/DNK,2010,28782421998.28416
country/DNK,2011,30049519134.271023
country/DNK,2012,29041072150.299656
country/DNK,2013,29974885548.88544
country/DNK,2014,30729661349.139397
country/DNK,2015,26379408105.71605
country/DNK,2016,27021852824.008106
country/DNK,2017,28157761588.647717
country/DNK,2018,30177181938.89429
country/DNK,2019,29447360678.81398
country/DNK,2020,31812405689.284973
country/DNK,2021,36789174453.34498
country/EST,2000,14285178.282835893
country/EST,2001,14955883.405184092
country/EST,2002,16879576.003993113
country/EST,2003,23339376.30451184
country/EST,2004,29391300.94608526
country/EST,2005,33725937.507093735
country/EST,2006,38763036.348166265
country/EST,2007,53656453.3588032
country/EST,2008,67745463.1010402
country/EST,2009,63451422.202103384
country/EST,2010,58584643.94889963
country/EST,2011,1013065033.0739319
country/EST,2012,1022434825.0781252
country/EST,2013,1140454960.274513
country/EST,2014,1262675563.2021523
country/EST,2015,1131527068.7417572
country/EST,2016,1200575784.977396
country/EST,2017,1305419689.7838848
country/EST,2018,1507989746.9541163
country/EST,2019,1575770416.8933308
country/EST,2020,1831279366.4510553
country/FIN,2000,6768628026.825859
country/FIN,2001,7158554118.147803
country/FIN,2002,8227215230.769356
country/FIN,2003,10534768225.389978
country/FIN,2004,12388049311.201883
country/FIN,2005,13212425123.91351
country/FIN,2006,14161264870.116028
country/FIN,2007,16293970558.786749
country/FIN,2008,18790607189.624996
country/FIN,2009,18352587943.24782
country/FIN,2010,17909795343.539436
country/FIN,2011,20123297291.296284
country/FIN,2012,19758864656.730762
country/FIN,2013,21143136201.163246
country/FIN,2014,21388434850.198357
country/FIN,2015,17772150331.518528
country/FIN,2016,17574334938.548367
country/FIN,2017,18202048124.418953
country/FIN,2018,19590644769.007797
country/FIN,2019,19748761774.901928
country/FIN,2020,21257171922.474766
country/FRA,2000,95194685771.46686
country/FRA,2001,97285428794.33083
country/FRA,2002,109849058457.3257
country/FRA,2003,135089101311.82715
country/FRA,2004,156511794840.36334
country/FRA,2005,162808134753.12054
country/FRA,2006,171771606921.49387
country/FRA,2007,195130006292.00845
country/FRA,2008,217322843224.92963
country/FRA,2009,215478541573.04672
country/FRA,2010,209172901383.33374
country/FRA,2011,224985903394.94208
country/FRA,2012,213111751369.92194
country/FRA,2013,225450693392.9418
country/FRA,2014,231682565779.60703
country/FRA,2015,201665062999.9999
country/FRA,2016,213052283547.08224
country/FRA,2017,223178683542.35333
country/FRA,2018,237151017977.25473
country/FRA,2019,227644022094.11728
country/FRA,2020,246292889168.87228
country/GEO,2000,25807539.849877667
country/GEO,2001,37578086.68526538
country/GEO,2002,39167909.64054334
country/GEO,2003,47071982.849020116
country/GEO,2004,62087496.41301229
country/GEO,2005,79440605.73461872
country/GEO,2006,94359051.167319
country/GEO,2007,114337595.21897222
country/GEO,2008,201906146.06333277
country/GEO,2009,226879932.64471874
country/GEO,2010,236767174.2698038
country/GEO,2011,211681569.7373327
country/GEO,2012,257985071.9905532
country/GEO,2013,319235278.2036252
country/GEO,2014,384557296.58297074
country/GEO,2015,394828162.3525172
country/GEO,2016,443651036.7702204
country/GEO,2017,426651613.0103433
country/GEO,2018,494019418.38245106
country/GEO,2019,474901043.0620142
country/GEO,2020,440205803.4855603
country/DEU,2000,150637512294.90228
country/DEU,2001,150901036580.31516
country/DEU,2002,164721779701.5689
country/DEU,2003,201431386833.33292
country/DEU,2004,216710173793.82297
country/DEU,2005,222147247215.5641
country/DEU,2006,229365259489.41144
country/DEU,2007,258803813881.56946
country/DEU,2008,289006391120.31244
country/DEU,2009,290017108980.46857
country/DEU,2010,285520924216.66724
country/DEU,2011,304757466984.4364
country/DEU,2012,288792228086.7188
country/DEU,2013,313824995840.39307
country/DEU,2014,330139087405.88116
country/DEU,2015,288984837005.078
country/DEU,2016,301241468353.3081
country/DEU,2017,324235442864.7064
country/DEU,2018,352020101236.8625
country/DEU,2019,350926152486.2739
country/DEU,2020,386870959670.04
country/GRC,2000,17255130.905881867
country/GRC,2001,6882017289.763788
country/GRC,2002,7694133404.313739
country/GRC,2003,10235870388.62743
country/GRC,2004,11433950094.208525
country/GRC,2005,12914901117.509722
country/GRC,2006,13918312958.82351
country/GRC,2007,16962406691.372602
country/GRC,2008,20527334077.343746
country/GRC,2009,21292748452.343735
country/GRC,2010,19647386143.33337
country/GRC,2011,17093739448.832722
country/GRC,2012,13737834135.984379
country/GRC,2013,12376081229.6118
country/GRC,2014,10567572773.831335
country/GRC,2015,9275383528.949213
country/GRC,2016,8387558337.548658
country/GRC,2017,8480403623.647074
country/GRC,2018,8982221906.117641
country/GRC,2019,8205076472.15685
country/GRC,2020,9690620227.548666
country/HUN,2000,2203415678.573008
country/HUN,2001,2454654612.7264476
country/HUN,2002,3333223896.8022084
country/HUN,2003,4846855495.452646
country/HUN,2004,5624110647.567777
country/HUN,2005,6341823556.674558
country/HUN,2006,6332145063.928894
country/HUN,2007,6845937617.709939
