dcid,year,principalRepaymentsPPGCurrentUSD
country/SLV,1980,20513267.9
country/SLV,1987,117674890.9
country/SLV,1989,83521311.4
country/SLV,1973,17820175.2
country/SLV,1975,48922541.4
country/SLV,1977,56889395.1
country/SLV,1984,128835645.8
country/SLV,1993,175199467.3
country/SLV,1970,6732000.0
country/SLV,1971,12678971.8
country/SLV,1976,24030688.7
country/SLV,1982,35607492.8
country/SLV,1986,120997895.2
country/SLV,1990,111566498.9
country/SLV,1979,16235856.7
country/SLV,1981,21146499.7
country/SLV,1983,97320079.7
country/SLV,1985,133126409.0
country/SLV,1988,104633674.0
country/SLV,1991,165413497.0
country/SLV,1992,146052101.3
country/SLV,2013,394089836.0
country/SLV,2014,419172132.3
country/SLV,2017,434490254.8
country/SLV,2022,1830210271.3
country/SLV,2026,456494684.7
country/SLV,2028,447172731.3
country/SLV,1995,163369128.1
country/ERI,2002,2606187.9
country/ERI,2004,10355102.3
country/ERI,2005,11776025.7
country/ERI,2007,1669558.8
country/ERI,2013,80149011.9
country/ERI,2016,23352384.6
country/ERI,2022,29808331.1
country/ERI,2023,31006451.1
country/SLV,1997,132199438.5
country/SLV,2001,164403498.2
country/SLV,2003,211615593.4
country/SLV,2005,245459541.4
country/SLV,2010,455942198.3
country/SLV,2011,588237406.7
country/SLV,2019,1178736733.2
country/SLV,2024,515734834.0
country/SLV,2027,468438747.8
country/ERI,2006,6200799.9
country/ERI,2009,11270021.0
country/ERI,2018,24850697.7
country/ERI,2025,28510486.5
country/ERI,2028,24865328.5
country/SLV,1994,248074139.4
country/SLV,1998,271055784.9
country/SLV,1999,140283652.7
country/SLV,2006,458383579.8
country/SLV,2008,351024919.9
country/SLV,2015,405692092.2
country/SLV,2025,1944139095.6
country/SLV,1996,179719041.4
country/ERI,1999,0.0
country/ERI,2000,492503.5
country/ERI,2003,5831198.6
country/ERI,2010,16895282.2
country/ERI,2012,84907772.8
country/ERI,2014,40035996.8
country/ERI,2024,31906451.1
country/ERI,2026,27352461.8
country/ERI,2027,27285661.8
country/SLV,2000,130314985.3
country/SLV,2002,174812680.5
country/SLV,2004,274831848.7
country/SLV,2007,341326894.3
country/SLV,2009,559879276.5
country/SLV,2012,454703687.0
country/SLV,2016,455274750.8
country/SLV,2018,436352836.2
country/SLV,2020,420531219.1
country/SLV,2021,411876816.0
country/SLV,2023,1691960310.8
country/ERI,2001,685367.2
country/ERI,2008,6531367.5
country/ERI,2011,14010054.6
country/ERI,2015,28775198.9
country/ERI,2017,23716646.7
country/ERI,2019,18417916.1
country/ERI,2020,18956861.2
country/ERI,2021,19513838.5
country/SWZ,1970,1502200.0
country/SWZ,1972,7243171.7
country/SWZ,1975,2455431.6
country/SWZ,1983,12872780.0
country/SWZ,1988,20117576.4
country/SWZ,1992,14479050.2
country/SWZ,1995,13457023.3
country/SWZ,1999,14979342.1
country/SWZ,2001,13124978.3
country/SWZ,2004,27490000.0
country/SWZ,2007,27364962.9
country/SWZ,2009,35356562.2
country/SWZ,2013,24624723.7
country/SWZ,2026,56065428.2
country/SWZ,2027,57951522.8
country/SWZ,1973,8074498.0
country/SWZ,1974,3362452.6
country/SWZ,1980,7513932.2
country/SWZ,1985,15692454.4
country/SWZ,1987,29732106.4
country/SWZ,1989,18865567.0
country/SWZ,1991,18156284.4
country/SWZ,1993,14959964.6
country/SWZ,1994,17704728.3
country/SWZ,2018,32168220.6
country/SWZ,2024,52792191.0
country/SWZ,2025,55645814.9
country/SWZ,1971,2580034.7
country/SWZ,1977,916020.0
country/SWZ,1978,1691726.1
country/SWZ,1986,17467583.2
country/SWZ,1990,34220792.8
country/SWZ,1996,18609311.5
country/SWZ,1997,14353846.4
country/SWZ,1998,12134940.0
country/SWZ,2002,10929236.9
country/SWZ,2005,19500141.7
country/SWZ,2006,23228204.2
country/SWZ,2008,35235778.3
country/SWZ,2011,31631836.3
country/SWZ,2016,30384998.7
country/SWZ,2021,48809461.0
country/SWZ,2022,36312214.1
country/SWZ,1976,1068791.5
country/SWZ,1979,3681586.3
country/SWZ,1981,9828584.9
country/SWZ,1982,11871147.7
country/SWZ,1984,10051387.6
country/SWZ,2000,12537027.5
country/SWZ,2003,14568368.9
country/SWZ,2010,33986943.8
country/SWZ,2012,29624362.5
country/SWZ,2014,21886009.4
country/SWZ,2015,24233009.5
country/SWZ,2017,32273077.1
country/SWZ,2019,30772741.9
country/SWZ,2020,38635684.2
country/SWZ,2023,42430070.3
country/SWZ,2028,67285254.1
country/ETH,1975,14409531.5
country/ETH,1978,14709217.9
country/ETH,1987,159820830.8
country/ETH,1989,195861239.2
country/ETH,1991,86159288.4
country/ETH,1995,91730890.2
country/ETH,2000,71682854.9
country/ETH,2004,41644193.6
country/ETH,2011,253869850.0
country/ETH,2014,562753510.1
country/ETH,2015,756705202.0
country/ETH,2016,770831394.7
country/ETH,2017,984869667.1
country/ETH,2022,2096894673.5
country/ETH,2024,2982349163.4
country/ETH,2027,2121584691.7
country/ETH,1970,14869390.9
country/ETH,1974,11441215.3
country/ETH,1976,13702140.5
country/ETH,1979,15574093.3
country/ETH,1985,73592743.1
country/ETH,1986,127028140.7
country/ETH,1988,196703350.0
country/ETH,1994,68076854.8
country/ETH,2001,108205444.4
country/ETH,2002,37187304.4
country/ETH,2003,38763515.6
country/ETH,2007,85336710.1
country/ETH,2019,1431317496.5
country/ETH,2020,1370722849.2
country/ETH,2021,1530678726.6
country/ETH,1971,13214535.4
country/ETH,1981,27363272.8
country/ETH,1983,47561952.6
country/ETH,1984,55461943.2
country/ETH,1990,152261120.1
country/ETH,1996,292806071.0
country/ETH,1997,52518718.8
country/ETH,1999,88794889.6
country/ETH,2005,34215275.8
country/ETH,2008,68383226.3
country/ETH,1972,13287094.3
country/ETH,1973,13142160.4
country/ETH,1977,13815621.2
country/ETH,1980,17329629.7
country/ETH,1982,34676114.3
country/ETH,1992,62266096.1
country/ETH,1993,65548937.5
country/ETH,1998,64815647.0
country/ETH,2006,87420227.5
country/ETH,2009,58080793.4
country/ETH,2013,495531852.5
country/ETH,2010,128855906.7
country/ETH,2012,327964287.1
country/ETH,2018,1138254127.0
country/ETH,2023,2025619599.3
country/ETH,2025,2155711532.7
country/ETH,2026,1543147773.1
country/ETH,2028,3633769627.5
country/FJI,1970,1623300.0
country/FJI,1972,1177850.0
country/FJI,1977,4948852.8
country/FJI,1979,7531067.0
country/FJI,1982,11872569.3
country/FJI,1983,14540700.4
country/FJI,1995,31813879.6
country/FJI,1996,19715085.1
country/FJI,2000,17530249.7
country/FJI,2003,11302253.7
country/FJI,2004,6317174.5
country/FJI,2011,163589758.1
country/FJI,2012,11172481.2
country/FJI,2024,87406518.1
country/FJI,2026,85890885.6
country/FJI,1974,3103329.3
country/FJI,1975,3381675.2
country/FJI,1984,26745729.0
country/FJI,1985,31165863.6
country/FJI,1987,36658991.1
country/FJI,1997,11863485.4
country/FJI,1999,21481519.6
country/FJI,2008,7718585.9
country/FJI,2013,15027216.6
country/FJI,2016,47915601.8
country/FJI,2021,14860789.8
country/FJI,2027,84457935.1
country/FJI,2028,80971708.6
country/FJI,1971,659764.3
country/FJI,1976,4294212.1
country/FJI,1981,9533871.5
country/FJI,1989,39041940.8
country/FJI,1992,42253446.9
country/FJI,1993,38090014.9
country/FJI,1998,14903238.2
country/FJI,2002,11377808.1
country/FJI,2005,8551919.9
country/FJI,2007,10397686.8
country/FJI,2010,9079907.4
country/FJI,2022,61273858.7
country/FJI,2023,82268062.3
country/FJI,1973,1657719.8
country/FJI,1978,11939717.7
country/FJI,1980,11155949.4
country/FJI,1986,31302018.7
country/FJI,1988,36743164.3
country/FJI,1990,54651440.3
country/FJI,1991,56928498.9
country/FJI,1994,52641943.7
country/FJI,2001,10737819.4
country/FJI,2006,7594953.8
country/FJI,2009,10347498.1
country/FJI,2014,21015307.8
country/FJI,2015,277739602.9
country/FJI,2017,32828340.6
country/FJI,2018,39829036.8
country/FJI,2019,37872932.9
country/FJI,2020,231222337.4
country/FJI,2025,84376210.2
country/GAB,1979,225144196.0
country/GAB,1981,221915625.2
country/GAB,1994,95389383.6
country/GAB,1996,131202697.9
country/GAB,1999,255799844.7
country/GAB,2000,187773454.4
country/GAB,2002,223898918.0
country/GAB,2010,312956789.7
country/GAB,2023,388510918.6
country/GAB,2024,524934981.3
country/GAB,2027,364570033.2
country/GAB,2028,320560307.7
country/GAB,1973,51665237.3
country/GAB,1975,49377093.9
country/GAB,1978,201993928.4
country/GAB,1980,279008354.2
country/GAB,1982,186995332.4
country/GAB,1989,22172910.0
country/GAB,1992,100238017.3
country/GAB,1998,112175280.8
country/GAB,2006,116419625.6
country/GAB,2009,274737655.2
country/GAB,2012,288445877.1
country/GAB,2013,905835589.6
country/GAB,2017,450154855.4
country/GAB,2018,495611774.5
country/GAB,2021,906039862.1
country/GAB,1970,9297829.0
country/GAB,1984,193504268.3
country/GAB,1985,167924056.2
country/GAB,1986,127128289.1
country/GAB,1995,164833569.7
country/GAB,2003,227079324.3
country/GAB,2005,113663710.5
country/GAB,2008,2255349647.8
country/GAB,2020,1128018433.7
country/GAB,2022,395854104.4
country/GAB,2025,1124113337.9
country/GAB,2026,382583864.7
country/GAB,1971,14972657.4
country/GAB,1972,18206736.5
country/GAB,1974,30032168.8
country/GAB,1976,62700730.0
country/GAB,1977,96535349.3
country/GAB,1983,161979162.4
country/GAB,1987,23824527.4
country/GAB,1988,32975436.5
country/GAB,1990,25583058.8
country/GAB,1991,88865936.3
country/GAB,1993,34959220.5
country/GAB,1997,167977623.5
country/GAB,2001,263285124.6
country/GAB,2004,165678770.2
country/GAB,2007,587923662.3
country/GAB,2011,282971158.3
country/GAB,2014,356381575.6
country/GAB,2015,273670416.2
country/GAB,2016,171522192.8
country/GAB,2019,424398618.9
country/GMB,1975,386595.5
country/GMB,1983,4941729.0
country/GMB,1984,3345161.0
country/GMB,1987,8475446.9
country/GMB,1989,11718715.3
country/GMB,1993,18381210.0
country/GMB,1997,13451157.0
country/GMB,2005,16052936.0
country/GMB,2008,10296162.7
country/GMB,2021,20610628.4
country/GMB,2022,81230944.4
country/GMB,1970,110700.0
country/GMB,1973,308973.1
country/GMB,1974,362551.2
country/GMB,1978,222597.5
country/GMB,1979,213000.0
country/GMB,1980,365724.3
country/GMB,1988,8887696.4
country/GMB,1991,16845722.6
country/GMB,1994,19600470.7
country/GMB,2003,11308343.8
country/GMB,2004,17405607.4
country/GMB,2012,18853264.1
country/GMB,2013,22632744.0
country/GMB,2017,26002991.8
country/GMB,2020,19798854.4
country/GMB,2024,97288593.1
country/GMB,1976,317892.5
country/GMB,1977,518464.8
country/GMB,1986,3504358.9
country/GMB,1990,20154846.5
country/GMB,1995,15504615.1
country/GMB,1996,14796106.5
country/GMB,1999,11047742.8
country/GMB,2001,9571727.5
country/GMB,2009,11933618.4
country/GMB,2011,19561212.9
country/GMB,2014,39157977.6
country/GMB,2018,29379491.8
country/GMB,2019,27518989.2
country/GMB,2025,85009396.2
country/GMB,2026,81250813.7
country/GMB,1971,177515.8
country/GMB,1972,250183.4
country/GMB,1981,555949.2
country/GMB,1982,8449511.9
country/GMB,1985,389363.4
country/GMB,1992,18697182.4
country/GMB,1998,14570981.3
country/GMB,2000,12690200.4
country/GMB,2002,9015227.0
country/GMB,2006,16758363.4
country/GMB,2007,20185925.4
country/GMB,2010,17738950.0
country/GMB,2015,28738790.5
country/GMB,2016,28372530.7
country/GMB,2023,99341073.7
country/GMB,2027,77785633.1
country/GMB,2028,74615939.0
country/GEO,1994,1154203.0
country/GEO,1997,2771236.9
country/GEO,2002,32727552.6
country/GEO,2005,80147302.6
country/GEO,2006,165833017.5
country/GEO,2015,434836159.2
country/GEO,2019,323731503.4
country/GEO,1993,4729419.8
country/GEO,1999,39117781.7
country/GEO,2003,57534708.3
country/GEO,2012,87948461.7
country/GEO,2022,277059183.5
country/GEO,2027,437591596.1
country/GEO,1996,1028000.0
country/GEO,1998,148595518.1
country/GEO,2010,168555269.1
country/GEO,2013,192434515.2
country/GEO,2014,190713849.6
country/GEO,2018,299660667.9
country/GEO,2021,1079023247.2
country/GEO,2024,389289524.0
country/GEO,2000,40587202.0
country/GEO,2001,23843976.6
country/GEO,2004,133466276.8
country/GEO,2007,85828410.0
country/GEO,2008,109501631.4
country/GEO,2009,140083642.6
country/GEO,2011,511945673.8
country/GEO,2016,255525033.7
country/GEO,2017,434391617.7
country/GEO,2020,798515835.6
country/GEO,2023,317411725.6
country/GEO,2025,419981655.2
country/GEO,2026,924112577.3
country/GEO,2028,938070245.3
country/GHA,1976,33532518.4
country/GHA,1991,103743962.8
country/GHA,1993,114778391.9
country/GHA,1998,245876629.1
country/GHA,2001,148837628.9
country/GHA,2011,207240761.9
country/GRD,1975,383224.5
country/GRD,1977,239165.7
country/GRD,1983,3221050.1
country/GHA,1972,7417552.8
country/GHA,1977,22517733.4
country/GHA,1979,44080683.4
country/GHA,1982,41656831.5
country/GHA,1986,77404315.2
country/GHA,1988,134149399.1
country/GHA,1989,146018746.6
country/GHA,1992,128349889.8
country/GHA,2002,118728887.4
country/GHA,2003,147571832.5
country/GHA,2007,134058740.8
country/GHA,2012,279395077.5
country/GHA,2015,596456271.0
country/GHA,2016,1018820004.0
country/GHA,2020,1621561948.7
country/GHA,2023,1743911406.0
country/GHA,2024,1587370312.6
country/GHA,2026,2460870113.7
country/GHA,2027,1136530064.8
country/GRD,1990,2014076.9
country/GRD,1991,2274122.8
country/GRD,1999,7430980.1
country/GRD,2004,10452852.0
country/GRD,2005,5689476.0
country/GRD,2007,7239803.8
country/GRD,2008,8897244.0
country/GRD,2012,6300520.9
country/GRD,2018,33274961.6
country/GRD,2026,39859759.5
country/GRD,2028,32604156.6
country/GRD,1971,179030.7
country/GRD,1976,1087288.7
country/GRD,1978,759890.8
country/GRD,1982,699144.3
country/GRD,1985,2120729.8
country/GRD,1988,3483736.9
country/GRD,1992,4419365.2
country/GRD,1995,5719307.0
country/GRD,1996,5331523.1
country/GRD,1997,5116699.5
country/GRD,2002,12419249.5
country/GRD,2006,5824532.2
country/GRD,2010,15127382.3
country/GRD,2017,32090564.8
country/GRD,2019,34201554.7
country/GRD,2020,28742309.8
country/GRD,2024,39718799.2
country/GHA,1971,13197272.0
country/GHA,1973,11104188.0
country/GHA,1974,14241891.7
country/GHA,1975,35977804.6
country/GHA,1978,44204636.6
country/GHA,1981,38891226.7
country/GHA,1984,60024457.1
country/GHA,1985,64823753.3
country/GHA,1987,101639047.9
country/GHA,1994,160709015.0
country/GHA,1996,199716079.0
country/GHA,1997,228113843.8
country/GHA,1999,267412728.3
country/GHA,2004,156014628.7
country/GHA,2005,189536266.1
country/GHA,2006,185351058.7
country/GHA,2008,136637469.5
country/GHA,2009,145267615.2
country/GHA,2010,171176773.7
country/GHA,2014,460083245.4
country/GHA,2017,1205183491.9
country/GHA,1970,14110770.1
country/GHA,1980,77006418.9
country/GHA,1983,66357392.6
country/GHA,1990,135687625.5
country/GHA,1995,195831459.0
country/GHA,2000,271318581.1
country/GHA,2013,337341576.4
country/GHA,2018,1856546371.7
country/GHA,2019,1474716455.5
country/GHA,2021,1824265416.4
country/GHA,2022,1628063226.7
country/GHA,2025,2076513251.8
country/GHA,2028,1928187349.2
country/GRD,1973,193921.0
country/GRD,1974,325004.2
country/GRD,1979,269929.2
country/GRD,1987,2944100.0
country/GRD,1989,1954451.9
country/GRD,1998,7627555.1
country/GRD,2000,10074565.8
country/GRD,2001,9934870.0
country/GRD,2011,13582073.5
country/GRD,2016,26242476.0
country/GRD,2021,30702621.6
country/GRD,2022,40050182.0
country/GRD,2025,39874074.4
country/GRD,2027,36701396.6
country/GRD,1972,185336.7
country/GRD,1980,863445.8
country/GRD,1981,508594.5
country/GRD,1984,2233385.7
country/GRD,1986,3043223.8
country/GRD,1993,5946629.4
country/GRD,1994,6453703.8
country/GRD,2003,11566113.1
country/GRD,2009,9307780.2
country/GRD,2013,16211400.2
country/GRD,2014,11998732.0
country/GRD,2015,16367461.9
country/GRD,2023,39592748.0
country/GTM,1976,12671000.0
country/GTM,1985,156107350.9
country/GTM,1988,219784239.6
country/GTM,1989,163838843.5
country/GTM,1990,113591526.0
country/GTM,1994,182266226.8
country/GTM,2003,223577284.6
country/GTM,2004,274588611.8
country/GTM,2006,244635930.3
country/GTM,2015,349645931.2
country/GTM,2016,351604546.1
country/GTM,2017,457411582.8
country/GTM,2018,342403576.5
country/GTM,2021,392504509.6
country/GTM,2025,443365113.4
country/GTM,2028,1091598388.7
country/GTM,1975,10466000.0
country/GTM,1979,18940000.0
country/GTM,1981,26640000.0
country/GTM,1983,75388000.0
country/GTM,1984,116167220.2
country/GTM,1987,171630711.5
country/GTM,1993,160766510.4
country/GTM,1996,210363151.1
country/GTM,2000,171664036.0
country/GTM,2002,198888085.8
country/GTM,2008,260378190.0
country/GTM,2020,539463275.4
country/GTM,2024,413989914.7
country/GTM,1972,36832000.0
country/GTM,1974,24063000.0
country/GTM,1982,48352000.0
country/GTM,1986,166368802.2
country/GTM,2009,269430540.2
country/GTM,2010,263995996.7
country/GTM,1970,21480000.0
country/GTM,1971,21184000.0
country/GTM,1973,15237000.0
country/GTM,1977,12061000.0
country/GTM,1978,16131000.0
country/GTM,1980,19765000.0
country/GTM,1991,183246873.2
country/GTM,1992,320386343.3
country/GTM,1995,199932769.8
country/GTM,1997,206606347.9
country/GTM,2012,273687193.9
country/GTM,2013,596637472.0
country/GTM,2014,311182578.7
country/GTM,2022,1110522832.1
country/GTM,2023,378484982.2
country/GTM,2026,1135510030.4
country/GTM,2027,916087203.7
country/GTM,1998,182213208.1
country/GTM,1999,182176113.0
country/GTM,2001,196773537.8
country/GTM,2005,199825381.7
country/GTM,2007,360031848.8
country/GTM,2011,604021025.0
country/GTM,2019,394493507.8
country/GIN,1971,10548499.6
country/GIN,1973,15042933.1
country/GIN,1976,25985009.7
country/GIN,1987,101809857.3
country/GIN,1988,87030833.3
country/GIN,1989,72370922.7
country/GIN,1990,96051198.8
country/GIN,1992,48780885.3
country/GIN,1996,60053724.6
country/GIN,1997,91803629.6
country/GIN,2006,95084291.1
country/GIN,2011,137520068.0
country/GIN,2017,56956961.9
country/GIN,2022,244817824.8
country/GIN,1970,10907241.8
country/GIN,1977,50681409.2
country/GIN,1982,53393992.4
country/GIN,1983,42626925.0
country/GIN,1986,40365006.5
country/GIN,1991,83927870.0
country/GIN,2007,88459615.9
country/GIN,2009,77735775.6
country/GIN,2012,68434034.2
country/GIN,2021,59172099.7
country/GIN,1972,12186685.2
country/GIN,1980,74469445.9
country/GIN,1984,80405227.3
country/GIN,1985,42593813.1
country/GIN,1994,51967192.4
country/GIN,2001,63128146.0
country/GIN,2004,111542606.9
country/GIN,2005,93198462.6
country/GIN,2008,76104288.4
country/GIN,2013,27832021.6
country/GIN,2014,39274794.2
country/GIN,2015,33590971.8
country/GIN,2020,34386323.5
country/GIN,2024,480226894.2
country/GIN,2025,408288558.8
country/GIN,2026,403916543.8
country/GIN,2027,407291895.1
country/GIN,2028,416973741.9
country/GIN,1974,13381598.6
country/GIN,1975,22436886.2
country/GIN,1978,48613859.2
country/GIN,1979,66936688.1
country/GIN,1981,61589750.3
country/GIN,1993,40050364.3
country/GIN,1995,118721223.8
country/GIN,1998,96422973.7
country/GIN,1999,72136460.0
country/GIN,2000,102663423.4
country/GIN,2002,58890585.8
country/GIN,2003,62376338.2
country/GIN,2010,48467212.2
country/GIN,2016,35789896.4
country/GIN,2018,81697624.4
country/GIN,2019,71932603.0
country/GIN,2023,503038612.3
country/GNB,1978,796393.7
country/GNB,1979,1436740.5
country/GNB,1984,1597806.8
country/GNB,1990,2342147.8
country/GNB,1999,2810731.9
country/GNB,2001,3139274.8
country/GNB,2007,3641900.3
country/GNB,2010,5863645.3
country/GNB,2016,2641675.1
country/GNB,2021,23673004.9
country/GNB,2022,29711078.4
country/GNB,2023,36501154.1
country/GNB,2024,47527633.1
country/GUY,1984,14907785.3
country/GUY,1993,47506732.9
country/GUY,1994,38790207.0
country/GUY,1997,50481278.7
country/GUY,2000,22459069.8
country/GUY,2001,19561661.8
country/GUY,2003,27535761.6
country/GUY,2004,26872503.6
country/GUY,2008,16096370.7
country/GUY,2010,15720877.6
country/GUY,2011,20309799.1
country/GUY,2013,20795318.5
country/GUY,2028,88107698.4
country/GNB,1980,2990906.7
country/GNB,1986,3292723.4
country/GNB,1994,3356449.1
country/GNB,2000,2567000.0
country/GNB,2002,1106984.4
country/GNB,2005,994588.4
country/GNB,2009,7596453.3
country/GNB,2011,4549048.2
country/GNB,2012,4924329.3
country/GNB,2015,2095319.9
country/HTI,1975,6820000.0
country/HTI,1976,9646991.9
country/HTI,1979,11932424.6
country/HTI,1980,18703755.8
country/HTI,1982,11487781.9
country/HTI,1986,10257218.8
country/HTI,1991,10011816.6
country/HTI,1992,2814468.3
country/HTI,1996,14713920.6
country/HTI,2000,19128300.7
country/HTI,2001,12786888.4
country/HTI,2004,58367021.1
country/HTI,2007,23276927.8
country/HTI,2009,26454999.9
country/HTI,2010,122440529.1
country/HTI,2012,2171000.0
country/HTI,2014,18975320.0
country/HTI,2015,26759320.0
country/HTI,2019,6373000.0
country/HTI,2024,125729127.3
country/GUY,1974,5284210.8
country/GUY,1975,6485797.6
country/GUY,1976,13507673.9
country/GUY,1977,17282114.7
country/GUY,1979,66874220.1
country/GUY,1981,44120931.8
country/GUY,1983,22295170.4
country/GUY,1987,11078389.5
country/GUY,1988,11681493.8
country/GUY,1989,28666266.8
country/GUY,1991,45690584.0
country/GUY,1995,50550651.0
country/GUY,1998,51584551.2
country/GUY,2002,24585301.6
country/GUY,2016,32198892.7
country/GUY,2017,38673522.6
country/GUY,2018,54881290.4
country/GUY,2019,53901432.7
country/GUY,2021,56904859.3
country/GUY,2023,81566513.5
country/GUY,2025,81841201.1
country/GUY,2026,84468682.8
country/GUY,2027,87020821.0
country/HTI,1971,4391000.0
country/HND,1970,4922511.1
country/HND,1976,16118801.5
country/HND,1986,85451465.4
country/HND,1988,161868312.9
country/HND,1989,84248765.4
country/HND,1992,199574150.3
country/HND,1994,249268697.8
country/HND,1999,181665132.8
country/HND,2015,138439644.3
country/HND,2016,178548698.6
country/HND,2019,275678038.4
country/HTI,1973,5635000.0
country/HTI,1978,17133229.6
country/HTI,2002,8134040.4
country/HTI,2003,23001935.4
country/HTI,2005,33612525.5
country/HTI,2006,33682381.1
country/HTI,2008,34280297.5
country/HTI,2011,2183821.1
country/HTI,2016,67160202.0
country/HTI,2027,128139194.0
country/HTI,2028,127782375.8
country/GNB,1977,268491.4
country/GNB,1982,2913296.3
country/GNB,1983,1562326.4
country/GNB,1991,16417448.4
country/GNB,1995,8199677.7
country/GNB,1996,5600354.1
country/GNB,2003,1352515.0
country/GNB,2006,3070342.1
country/GNB,2013,1086743.7
country/GNB,2018,9086115.9
country/GNB,2027,51889366.2
country/HND,1971,6395127.9
country/HND,1972,6926072.2
country/HND,1975,9034025.4
country/HND,1980,43515114.4
country/HND,1987,154894293.2
country/HND,1997,291266962.1
country/HND,1998,264325199.7
country/HND,2009,121378450.8
country/HND,2011,66040192.6
country/HND,2014,113501608.1
country/HND,2017,202722625.2
country/HND,2023,395232702.8
country/HND,2024,915060977.2
country/GUY,1970,2184300.0
country/GUY,1971,1409767.0
country/GUY,1973,5003198.9
country/GUY,1980,43699596.4
country/GUY,1985,16550189.3
country/GUY,1992,42964353.6
country/GUY,1999,28573857.8
country/GUY,2007,15840908.4
country/GUY,2012,119278651.2
country/GUY,2015,28673749.8
country/GNB,1981,2626719.5
country/GNB,1985,2622364.9
country/GNB,1987,3691812.5
country/GNB,1988,2589830.8
country/GNB,1989,4814897.4
country/GNB,1992,3351940.4
country/GNB,1993,1136241.1
country/GNB,1997,4244793.4
country/GNB,1998,1906255.8
country/GNB,2004,2055029.0
country/GNB,2008,8158866.8
country/GNB,2014,2090517.7
country/GNB,2017,9183570.1
country/GNB,2019,8307400.4
country/GNB,2020,11229570.3
country/GNB,2025,49404193.3
country/GNB,2026,53141012.0
country/GNB,2028,42466736.3
country/HTI,1970,3627000.0
country/HTI,1972,3846000.0
country/HTI,1977,17960958.6
country/HTI,1983,10330646.8
country/HTI,1984,13198170.3
country/HTI,1985,13844240.4
country/HTI,1988,18634665.2
country/HTI,1989,19422277.0
country/HTI,1999,20370316.8
country/HTI,2017,5843000.0
country/HTI,2018,5075320.0
country/HTI,2022,125729127.3
country/HTI,2023,125729127.3
country/GUY,1972,2441118.1
country/GUY,1978,32402046.3
country/GUY,1982,23449396.3
country/GUY,1986,13116537.3
country/GUY,1990,68791663.9
country/GUY,1996,48775964.0
country/GUY,2005,15395381.1
country/GUY,2006,14884322.6
country/GUY,2009,8154291.5
country/GUY,2014,23547639.5
country/GUY,2020,52027362.1
country/GUY,2022,78045942.2
country/GUY,2024,83846408.1
country/HND,1973,9595694.5
country/HND,1974,9859967.2
country/HND,1978,32667474.5
country/HND,1981,42378772.7
country/HND,1982,56810144.8
country/HND,1984,54602658.5
country/HND,1990,161420292.7
country/HND,1995,276341608.9
country/HND,2000,92757206.7
country/HND,2001,75614890.0
country/HND,2003,114870119.5
country/HND,2004,113296185.6
country/HND,2007,104686713.1
country/HND,2008,53919014.6
country/HND,2010,63042006.3
country/HND,2012,61185267.5
country/HND,2018,256303178.9
country/HND,2020,822245286.5
country/HND,2021,299440129.1
country/HND,2025,700538167.7
country/HND,2026,411196922.9
country/HND,2027,1161547195.8
country/HTI,1974,6083000.0
country/HTI,1981,18218842.6
country/HTI,1987,17706073.3
country/HTI,1990,10405274.1
country/HTI,1993,2814208.0
country/HTI,1994,2842172.1
country/HTI,1995,38987442.2
country/HTI,1997,18636414.1
country/HTI,1998,17238219.5
country/HTI,2013,8471230.0
country/HTI,2020,7281000.0
country/HTI,2021,11596092.5
country/HTI,2025,123337555.8
country/HTI,2026,129231790.0
country/HND,1977,23821431.1
country/HND,1979,64384187.3
country/HND,1983,45961520.9
country/HND,1985,74542214.0
country/HND,1991,143480563.4
country/HND,1993,197983701.2
country/HND,1996,342973193.1
country/HND,2002,94604010.6
country/HND,2005,140786953.6
country/HND,2006,90930190.7
country/HND,2013,82815968.0
country/HND,2022,374239475.2
country/HND,2028,386739354.6
country/IND,1973,398078089.1
country/IND,1980,676221707.5
country/IND,1984,786176297.1
country/IND,1994,4741470148.6
country/IND,2000,6176300557.2
country/IND,2008,13447115610.1
country/IND,2027,20352283495.0
country/IND,1971,328762994.6
country/IND,1978,610833411.7
country/IND,1979,653834620.4
country/IND,1981,669427566.0
country/IND,1985,958644785.2
country/IND,1987,1440883215.0
country/IND,1988,1530513856.2
country/IND,1992,2722226423.9
country/IND,1995,6485280050.2
country/IND,2003,15178913498.0
country/IND,2011,6822749403.2
country/IND,2012,6234996439.4
country/IND,2013,9383085374.3
country/IND,2014,11649476565.4
country/IND,2018,21015991925.4
country/IND,2019,13219650543.9
country/IND,1970,693711205.0
country/IND,1972,370111197.1
country/IND,1975,510016234.5
country/IND,1977,520240129.0
country/IND,1983,801983785.1
country/IND,1986,1738925982.7
country/IND,1989,1372042447.5
country/IND,1997,6477341530.2
country/IND,2001,5229965184.2
country/IND,2004,7913189572.9
country/IND,2007,8842102784.0
country/IND,2009,5336227750.3
country/IND,2010,5163768950.2
country/IND,2015,11774029461.0
country/IND,2016,20471799594.4
country/IND,2017,11982372412.0
country/IND,2020,24345829985.4
country/IND,2023,20203938799.7
country/IND,2024,24596119120.5
country/IND,2028,21008925105.1
country/IND,1974,475429228.3
country/IND,1976,497271943.9
country/IND,1982,702393372.2
country/IND,1990,2101996212.0
country/IND,1991,2363798194.3
country/IND,1993,3310993375.8
country/IND,1996,6211338416.6
country/IND,1998,6060474897.2
country/IND,1999,4986247966.1
