dcid,year,debtOutstandingAndDisbursedCurrentUSD
country/KGZ,2019,7681803381.8
country/KGZ,2021,7826336648.3
country/KEN,1978,1676686532.1
country/KEN,1984,2715669367.8
country/KEN,1985,3189555671.6
country/KEN,1986,3771769966.4
country/KEN,1987,4790678002.9
country/KEN,1991,6252651563.4
country/KEN,1996,5948786122.7
country/KEN,2001,4820370425.9
country/KEN,2008,6432616496.4
country/XKX,2012,1116254716.0
country/XKX,2016,1309217865.8
country/XKX,2017,1396559828.3
country/XKX,2019,1357240435.4
country/XKX,2021,1990131725.5
country/LAO,1970,8345623.6
country/LAO,1973,32604009.3
country/LAO,1974,41004961.1
country/LAO,1976,107985559.6
country/LAO,1980,335385373.7
country/LAO,1994,2024355461.7
country/LAO,1995,2094644420.2
country/LAO,1998,2396827094.3
country/LAO,2000,2474063899.6
country/LAO,2003,2447964054.4
country/LAO,2007,4779023422.0
country/LAO,2010,6409855848.1
country/LAO,2012,7284186743.9
country/LAO,2019,15916490799.2
country/KGZ,1995,472183244.5
country/KGZ,1999,1484876851.2
country/KGZ,2002,1646814326.2
country/KGZ,2005,1825306694.6
country/KGZ,2008,2942209054.0
country/KGZ,2009,3395038012.3
country/KGZ,2017,7454314362.1
country/LAO,1977,172586331.7
country/LAO,1978,247712996.4
country/LAO,1981,376431076.0
country/LAO,1982,415775368.6
country/LAO,1983,438467814.9
country/LAO,1987,1154250431.2
country/LAO,1991,1852016893.5
country/LAO,2002,3103479724.0
country/LAO,2005,3178902451.9
country/LAO,2008,5468837020.1
country/LAO,2009,6084333965.0
country/LAO,2014,8743399203.0
country/LAO,2017,13879274399.3
country/LAO,2020,16373538755.6
country/JOR,1970,119092816.3
country/JOR,1971,147270361.6
country/JOR,1973,212154196.9
country/JOR,1980,1381495707.8
country/JOR,1987,4859119348.0
country/JOR,1989,6416895387.1
country/JOR,1991,7613499829.2
country/JOR,1998,6498317193.1
country/JOR,2003,7095790737.4
country/JOR,2005,6764221551.5
country/JOR,2008,5169031289.4
country/JOR,2009,5485732542.6
country/JOR,2010,7588012163.6
country/JOR,2013,10830328532.2
country/JOR,2016,14820995257.7
country/JOR,2017,17618540413.0
country/JOR,2018,19433514683.9
country/JOR,2020,22662656156.5
country/JOR,2021,23999020705.1
country/KAZ,1993,1621139995.2
country/KAZ,1996,2149378598.0
country/KAZ,1998,4998134280.6
country/KAZ,1999,5194600647.7
country/KAZ,2002,16128035374.4
country/KAZ,2004,28756617361.7
country/KAZ,2007,84167852219.1
country/KAZ,2013,139972138883.9
country/KAZ,2016,156584288661.9
country/KAZ,2019,149784352623.6
country/KAZ,2020,150959447348.2
country/KEN,1970,408499124.6
country/KEN,1979,2103960800.8
country/KEN,1980,2492524898.6
country/KEN,1983,2755635038.1
country/KEN,1989,4863823254.4
country/KEN,1990,5638759228.7
country/KEN,1992,5728098757.2
country/KEN,1999,5563426138.9
country/KEN,2000,5215546163.2
country/KEN,2002,5299364367.9
country/KEN,2003,5855985074.0
country/KEN,2005,5799177838.1
country/KEN,2010,7027126295.2
country/KEN,2013,9884963161.5
country/KEN,2017,23247940642.4
country/KEN,2018,28008832889.9
country/XKX,2015,1263316457.3
country/KGZ,1996,988702997.6
country/KGZ,2011,4993261161.2
country/KGZ,2014,6666448161.4
country/KGZ,2018,7423612308.1
country/LAO,1971,15632737.7
country/LAO,1972,18801080.7
country/LAO,1975,44176274.0
country/LAO,1979,297544151.0
country/LAO,1986,859783917.0
country/LAO,1988,1325336561.6
country/LAO,1990,1759968296.8
country/LAO,1999,2494122894.2
country/LAO,2001,2534508398.5
country/LAO,2006,3662011288.6
country/LAO,2011,6942285683.6
country/LAO,2015,10872788598.1
country/LAO,2018,15059033976.2
country/KAZ,1995,2936535988.6
country/KAZ,2000,11481402708.4
country/KAZ,2012,126206908906.0
country/KAZ,2018,148425440987.8
country/KEN,1971,425894895.5
country/KEN,1972,497149438.1
country/KEN,1973,722712118.3
country/KEN,1974,947446039.0
country/KEN,1976,1178524398.1
country/KEN,1982,2634776059.5
country/KEN,1994,6042564034.8
country/KEN,1995,6301907963.3
country/KEN,1998,5792444777.8
country/KEN,2004,6094346381.0
country/KEN,2006,5920848847.8
country/KEN,2009,6767532210.8
country/KEN,2011,7650035167.6
country/KEN,2019,31630103187.9
country/KEN,2020,34351686650.9
country/XKX,2007,306582000.0
country/XKX,2008,430351000.0
country/XKX,2009,817785325.0
country/XKX,2010,886410000.0
country/XKX,2011,1129786000.0
country/XKX,2014,1258371586.0
country/XKX,2018,1265304715.0
country/XKX,2020,1911017922.0
country/KGZ,1992,5527412.0
country/KGZ,1994,356088043.6
country/KGZ,1997,1143046307.4
country/KGZ,2001,1490290489.3
country/KGZ,2003,1783066242.6
country/KGZ,2007,2275761802.1
country/KGZ,2015,7064620542.5
country/KGZ,2020,7654478467.6
country/LAO,1984,508037045.6
country/LAO,1985,608908114.9
country/LAO,1989,1465790130.6
country/LAO,1992,1889064115.3
country/LAO,1993,1950490734.5
country/LAO,1996,2191109722.0
country/LAO,1997,2259817179.4
country/LAO,2004,2893716560.0
country/LAO,2013,7310186294.9
country/LAO,2016,12745029475.6
country/LAO,2021,16068006966.6
country/LBN,1971,68095825.7
country/LBN,1975,45669452.4
country/LBN,1985,406132309.7
country/LBN,1992,308621251.9
country/LBN,1996,2366242540.3
country/LBN,1997,3298689592.1
country/LBN,2000,7705321294.1
country/LBN,2009,42718396741.4
country/LBN,2011,45939190398.6
country/LBN,2018,73834412702.7
country/LBN,2019,68662638008.3
country/LBN,1973,56393232.9
country/LBN,1981,286064003.1
country/LBN,1984,407164195.4
country/LBN,1987,410917779.4
country/LBN,1990,366014620.6
country/LBN,1991,344612861.1
country/LBN,1993,376095610.2
country/LBN,2001,10238663009.2
country/LBN,2005,19942735707.3
country/LBN,2006,21003665048.2
country/LBN,2010,43856509838.3
country/LBN,2012,51278849855.6
country/LBN,2017,65126566985.4
country/LBN,2021,52916143334.9
country/LBN,1972,61559341.9
country/LBN,1974,49284347.8
country/LBN,1976,39041939.1
country/LBN,1977,39177398.0
country/LBN,1978,51818036.2
country/LBN,1979,107528704.6
country/LBN,1982,346971305.3
country/LBN,1986,407364766.1
country/LBN,1989,362065049.8
country/LBN,1995,1610250757.3
country/LBN,1998,5012893751.1
country/LBN,1999,6285052305.7
country/LBN,2002,15108174851.0
country/LBN,2003,16424748964.8
country/LBN,2004,19210208867.5
country/LBN,2008,40811107722.2
country/LBN,2014,56168883855.8
country/LBN,2015,59572141805.8
country/LBN,2016,61394993989.0
country/LBN,1970,64232860.3
country/LBN,1980,216292638.8
country/LBN,1983,435888723.7
country/LBN,1988,379848561.5
country/LBN,1994,786751455.1
country/LBN,2007,21556370911.2
country/LBN,2013,54645651338.9
country/LBN,2020,58434641030.2
country/LSO,1980,57734330.5
country/LSO,1981,72720894.4
country/LSO,1982,113680337.7
country/LSO,1985,167407063.5
country/LSO,1988,276038503.8
country/LSO,1991,425748661.1
country/LSO,1993,503168170.6
country/LSO,1994,577434035.3
country/LSO,2001,578455438.7
country/LSO,2002,628484057.2
country/LSO,2007,642178316.8
country/LSO,2011,729316552.7
country/LSO,1970,8122200.0
country/LSO,1971,8628403.5
country/LSO,1972,9486440.3
country/LSO,1978,30649014.4
country/LSO,1979,48402707.6
country/LSO,1986,190518391.4
country/LSO,1992,464727278.4
country/LSO,1996,663464787.8
country/LSO,1997,641446143.6
country/LSO,1998,660544473.9
country/LSO,1999,660959844.0
country/LSO,2000,656701600.0
country/LSO,2004,721581111.8
country/LSO,2015,804914675.1
country/LSO,2016,1211368246.8
country/LSO,1975,14085560.5
country/LSO,1989,316001124.8
country/LSO,1990,377728610.8
country/LSO,2005,618932603.0
country/LSO,2008,662638034.8
country/LSO,2009,687842663.0
country/LSO,2010,709244233.0
country/LSO,2019,1503837657.3
country/LSO,2020,1616180527.7
country/LSO,2021,1617304113.4
country/LSO,1973,8260480.3
country/LSO,1974,10154661.0
country/LSO,1976,16201998.2
country/LSO,1977,23939808.3
country/LSO,1983,119705054.1
country/LSO,1984,129789109.4
country/LSO,1987,252405370.7
country/LSO,1995,641975050.1
country/LSO,2003,672639206.7
country/LSO,2006,613480931.5
country/LSO,2012,789078047.3
country/LSO,2013,794827241.2
country/LSO,2014,790918842.5
country/LSO,2017,1395734620.8
country/LSO,2018,1369085288.6
country/LBR,1971,160385461.5
country/LBR,1972,159304339.0
country/LBR,1975,178637864.8
country/LBR,1980,515491501.0
country/LBR,1982,628246390.8
country/LBR,1992,1083722780.8
country/LBR,1993,1104206306.8
country/LBR,1995,1152814613.6
country/LBR,2008,865013548.8
country/LBR,2009,673132514.6
country/LBR,2011,188027802.3
country/LBR,2012,208489509.7
country/LBR,2013,229486529.4
country/LBR,2014,354254199.5
country/LBR,2019,870399636.5
country/LBR,1973,158992681.9
country/LBR,1976,208478565.3
country/LBR,1978,338057434.0
country/LBR,1979,454020390.6
country/LBR,1983,714032018.6
country/LBR,1985,884873640.2
country/LBR,1986,988138788.3
country/LBR,1989,1066009673.5
country/LBR,1997,1052136511.5
country/LBR,1999,1052901037.4
country/LBR,2000,1104031293.4
country/LBR,2001,1077185621.2
country/LBR,2004,1241736615.0
country/LBR,2007,1033536126.8
country/LBR,1977,263219520.6
country/LBR,1984,773837283.9
country/LBR,1987,1115710048.5
country/LBR,1988,1078372626.3
country/LBR,1990,1118503166.8
country/LBR,1991,1108948663.5
country/LBR,1994,1139707246.0
country/LBR,1996,1101190589.7
country/LBR,1998,1083278032.3
country/LBR,2002,1128736889.3
country/LBR,2003,1191435729.1
country/LBR,2006,1203810565.4
country/LBR,2010,183097755.4
country/LBR,2016,590889217.0
country/LBR,2017,716311735.3
country/LBR,2018,768091453.6
country/LBR,2020,984521386.8
country/LBR,2021,1047863858.0
country/LBR,1970,157909998.9
country/LBR,1974,161779768.8
country/LBR,1981,598486502.7
country/LBR,2005,1179082483.1
country/LBR,2015,505293853.6
country/MDG,1970,485146240.2
country/MDG,1972,510135605.2
country/MDG,1976,173219589.0
country/MDG,1977,716425342.6
country/MDG,1979,582612686.8
country/MDG,1982,1662581882.8
country/MDG,1985,2226835961.4
country/MDG,1987,3303093651.1
country/MDG,1988,3333661420.3
country/MDG,1989,3142470382.8
country/MDG,1990,3334715145.8
country/MDG,1991,3518797841.2
country/MDG,2007,1459878075.7
country/MDG,2009,1913727911.6
country/MDG,2016,2471556930.6
country/MDG,2021,3810776279.6
country/MDG,1971,488437476.9
country/MDG,1984,1862009333.8
country/MDG,1993,3316197152.1
country/MDG,1995,3705661331.8
country/MDG,2004,3493184535.2
country/MDG,2008,1791340495.2
country/MDG,2010,2053745457.9
country/MDG,2015,2522678478.7
country/MDG,2017,2765979305.7
country/MDG,2019,3218318245.3
country/MDG,1973,504986847.3
country/MDG,1974,746515764.2
country/MDG,1975,774170433.7
country/MDG,1978,279245038.8
country/MDG,1980,917719041.1
country/MDG,1986,2638490570.4
country/MDG,1997,3875043020.9
country/MDG,1998,4106358238.0
country/MDG,1999,4368855719.6
country/MDG,2005,3186621222.9
country/MDG,2006,1248486054.6
country/MDG,2012,2258592981.0
country/MDG,2013,2339200738.5
country/MDG,2020,3612112284.7
country/MDG,1981,1404550741.3
country/MDG,1983,1695675802.2
country/MDG,1992,3468960417.1
country/MDG,1994,3536625747.1
country/MDG,1996,3551968305.1
country/MDG,2000,4295312307.0
country/MDG,2001,3793455599.6
country/MDG,2002,4136688764.3
country/MDG,2003,4622290060.8
country/MDG,2011,2163631846.0
country/MDG,2014,2411058956.4
country/MDG,2018,2984302535.5
country/MWI,1972,175657679.9
country/MWI,1977,378462944.7
country/MWI,1987,1155266046.5
country/MWI,1994,1896501172.0
country/MWI,1996,2092229170.7
country/MWI,2000,2544560519.1
country/MWI,2002,2670547001.1
country/MWI,2003,2935043205.8
country/MWI,2005,3061965864.8
country/MWI,2008,769184300.1
country/MWI,2009,846503041.7
country/MWI,2010,729526596.4
country/MWI,2011,928826477.4
country/MWI,2014,1372504988.3
country/MWI,2015,1453874495.7
country/MWI,1970,135209089.9
country/MWI,1971,152207137.9
country/MWI,1973,215019020.3
country/MWI,1974,242448768.9
country/MWI,1978,504387245.4
country/MWI,1983,702440230.8
country/MWI,1986,943952431.6
country/MWI,1988,1203539237.6
country/MWI,1989,1261813485.0
country/MWI,1991,1520093167.7
country/MWI,1992,1567992171.6
country/MWI,1995,2079298872.6
country/MWI,2004,3295781044.3
country/MWI,2007,759604893.3
country/MWI,2019,2020930148.0
country/MWI,1976,305009839.3
country/MWI,1979,504313120.4
country/MWI,1980,634230067.1
country/MWI,1981,666886666.1
country/MWI,1985,794721538.3
country/MWI,2013,1250034700.8
country/MWI,2018,1926246505.6
country/MWI,2020,2236954600.3
country/MWI,1975,267372283.5
country/MWI,1982,681943194.2
country/MWI,1984,712626479.8
country/MWI,1990,1384885023.0
country/MWI,1993,1729547999.6
country/MWI,1997,2096263584.6
country/MWI,1998,2304766537.2
country/MWI,1999,2587028719.3
country/MWI,2001,2469102630.7
country/MWI,2006,764622507.1
country/MWI,2012,1026695727.4
country/MWI,2016,1507045929.0
country/MWI,2017,1789808893.5
country/MWI,2021,2366423457.5
country/MDV,1979,6798706.2
country/MDV,1982,42069558.1
country/MDV,1986,58684985.3
country/MDV,1987,61836720.0
country/MDV,1992,90518973.9
country/MDV,1996,163535228.4
country/MDV,1999,194051953.3
country/MDV,2000,184655269.7
country/MDV,2009,758540127.9
country/MDV,2010,743056485.7
country/MDV,2011,717139037.6
country/MDV,2018,2089925258.5
country/MDV,2019,2331873048.2
country/MLI,1971,260597611.6
country/MLI,1978,520235734.9
country/MLI,1979,513647754.1
country/MLI,1981,725099397.2
country/MLI,1985,1289047385.5
country/MLI,1997,2701973450.7
country/MLI,1998,2833131127.9
country/MLI,2000,2671034703.4
country/MLI,2001,2590625034.0
country/MLI,2002,2443390769.7
country/MLI,2003,2831007477.7
country/MLI,2005,3020358478.9
country/MLI,2011,2484409700.6
country/MLI,2012,2794058670.4
country/MLI,2020,5080872731.4
country/MLI,2021,5428287709.1
country/MDV,1980,24763273.8
country/MDV,1983,48220826.7
country/MDV,1990,63964852.9
country/MDV,1991,78042507.1
country/MDV,1995,151916795.9
country/MDV,1997,164332186.7
country/MDV,2001,180672875.5
country/MDV,2004,306798432.5
country/MDV,2005,299765075.1
country/MDV,2006,448910657.0
country/MDV,2012,813470097.0
country/MDV,2013,919453039.0
country/MLI,1972,256934045.2
country/MLI,1973,290291921.3
country/MLI,1974,335715133.7
country/MLI,1976,357518488.5
country/MLI,1982,798893722.7
country/MLI,1996,2762762386.2
country/MLI,2010,2245858601.8
country/MLI,2016,3479353263.3
country/MLI,2018,4054623901.8
country/MDV,1978,3873272.5
country/MDV,1981,36885616.1
country/MDV,1989,54400308.7
country/MDV,1993,109329106.8
country/MDV,1994,122524561.1
country/MDV,2002,222462946.8
country/MDV,2003,258500425.4
country/MDV,2008,678411852.8
country/MDV,2014,943249126.1
country/MDV,2016,1080040213.8
country/MDV,2017,1392133844.1
country/MDV,2020,2963399531.3
country/MLI,1970,237562629.4
country/MLI,1975,342975095.1
country/MLI,1980,664340367.6
country/MLI,1984,1085482927.2
country/MLI,1986,1565599021.6
country/MLI,1988,1893660627.9
country/MLI,1992,2778499398.9
country/MLI,1993,2786247706.1
country/MLI,2006,1526338537.2
country/MLI,2007,1790485899.2
country/MLI,2008,1968656675.2
country/MLI,2013,3137286412.3
country/MLI,2014,3200134923.5
country/MLI,2015,3409356224.3
country/MLI,2017,3900601520.9
country/MLI,2019,4462824430.0
country/MDV,1984,49809472.5
country/MDV,1985,49065918.7
country/MDV,1988,59359561.4
country/MDV,1998,183399922.6
country/MDV,2007,634924276.1
country/MDV,2015,835967024.0
country/MDV,2021,3228834981.5
country/MLI,1977,437778487.7
country/MLI,1983,898773588.3
country/MLI,1987,1888960415.1
country/MLI,1989,2026283890.7
country/MLI,1990,2336889223.9
country/MLI,1991,2463043978.3
country/MLI,1994,2545423872.4
country/MLI,1995,2739370160.4
country/MLI,1999,2813644359.3
country/MLI,2004,3053008527.0
country/MLI,2009,1986443786.7
country/MRT,1972,55798535.3
country/MRT,1982,968618482.6
country/MRT,1985,1300434592.9
country/MRT,1996,2166323794.8
country/MUS,1975,52182066.6
country/MUS,1977,88051883.1
country/MUS,1979,242427931.1
country/MUS,1980,318236557.9
country/MUS,1983,331087680.9
country/MUS,1984,349124340.5
country/MUS,1990,907927205.5
country/MUS,1991,987432614.0
country/MUS,1992,941481756.3
country/MUS,1996,1398927423.0
country/MUS,2008,6490608733.7
country/MUS,2016,5687336210.2
country/MUS,2019,6515180591.3
country/MUS,2020,6222285393.5
country/MRT,1977,458945927.5
country/MRT,1983,1103824567.8
country/MRT,1989,1736141782.4
country/MRT,1993,1933563165.3
country/MRT,1997,2075282046.4
country/MRT,2002,1894921819.4
country/MRT,2003,2024264991.2
country/MRT,2006,1315760619.5
country/MRT,2008,1670429330.6
country/MRT,2009,1988972645.7
country/MRT,2012,3021411169.4
country/MRT,2013,3246738811.9
country/MRT,2014,3296507270.4
country/MRT,2015,3711550084.1
country/MRT,2019,4042878863.6
country/MRT,1973,104930493.6
country/MRT,1978,588190125.3
country/MRT,1979,618302407.6
country/MRT,1980,709847380.0
country/MRT,1986,1573225525.5
country/MRT,1987,1820245416.6
country/MRT,1990,1803087510.7
country/MRT,1991,1833514030.6
country/MRT,1992,1838924180.5
country/MRT,1994,2022978858.6
country/MRT,1995,2124121381.8
country/MRT,2004,2031854742.4
country/MRT,2005,2030089217.3
country/MRT,2007,1437453151.0
country/MRT,2017,4001766332.5
country/MRT,2018,3952275851.7
country/MRT,2020,4214710686.1
country/MRT,2021,4031306581.3
country/MUS,1971,33286777.3
country/MUS,1972,35859403.6
country/MUS,1978,163626587.7
country/MUS,1981,345402495.8
country/MUS,1985,412865842.0
country/MUS,1986,472599146.7
country/MUS,1988,720967320.0
country/MUS,1995,1414241556.3
country/MUS,1997,1339677413.5
country/MUS,2000,946249426.1
country/MUS,2002,2021130820.8
country/MUS,2003,3202081901.4
country/MUS,2005,3609017379.8
country/MUS,2006,3480496681.0
country/MUS,2015,5416375124.0
country/MUS,2017,5251129926.0
country/MUS,2021,6175577936.9
country/MUS,1970,31738400.0
country/MUS,1973,42347246.4
country/MUS,1976,64926963.7
country/MUS,1989,750359219.2
country/MUS,1993,898890610.6
country/MUS,1998,1281160960.3
country/MUS,1999,1271260444.7
country/MUS,2009,5864914536.8
country/MUS,2010,6294201446.6
country/MUS,2012,7626888528.0
country/MEX,1971,6549450073.8
country/MEX,1976,20321343670.6
country/MEX,1978,30660378490.1
country/MEX,1981,53429639827.2
country/MEX,1984,86208756283.5
country/MEX,1987,98689747215.0
country/MEX,1990,81971183815.9
country/MEX,1995,113605390758.2
country/MEX,2004,189277790704.2
country/MEX,2005,195609996066.0
country/MEX,2006,195134759068.6
country/MEX,2007,222830302235.3
country/MEX,2012,351343416347.2
country/MEX,2013,404567085548.9
country/MEX,2017,530008895399.9
country/MEX,2019,549097056116.8
country/MEX,1970,6095271963.6
country/MEX,1972,7170504526.6
country/MEX,1974,12074544375.1
country/MEX,1975,15759411868.8
country/MEX,1982,59844684425.2
country/MEX,1985,88643850490.8
country/MEX,1997,111896935834.0
country/MEX,1998,136431083271.1
country/MEX,1999,156929914558.9
country/MEX,2000,158803745456.6
country/MEX,2008,223615139765.0
country/MEX,2009,216252135672.2
country/MEX,2021,539265892753.6
country/MRT,1970,26315139.8
country/MRT,1971,38914520.6
country/MRT,1974,167681729.4
country/MRT,1975,188027357.6
country/MRT,1976,392726191.3
country/MRT,1981,802919866.5
country/MRT,1984,1144287967.2
country/MRT,1988,1799480662.2
country/MRT,1998,2048537508.5
country/MRT,1999,2103592556.6
country/MRT,2000,1984572800.6
country/MRT,2001,1891629255.5
country/MRT,2010,2325934476.3
country/MRT,2011,2565501495.0
country/MRT,2016,3865182891.7
country/MUS,1974,47815505.7
country/MUS,1982,374274388.9
country/MUS,1987,633513318.4
country/MUS,1994,1096757156.5
country/MUS,2001,847524185.9
country/MUS,2004,3304932161.1
country/MUS,2007,5648291415.8
country/MUS,2011,7972628268.7
country/MUS,2013,9340195890.8
country/MUS,2014,7274409057.2
country/MUS,2018,6244330121.0
country/MEX,1973,9155132065.7
country/MEX,1979,34814530166.2
country/MEX,1980,41411370375.6
country/MEX,1986,91122956236.3
country/MEX,1988,86716043247.6
country/MEX,1992,81970297584.2
country/MEX,1993,90807913903.8
country/MEX,1996,114465446238.2
country/MEX,2010,259383301054.5
country/MEX,2016,493354239308.8
country/MEX,1977,25420284254.5
country/MEX,1983,81751109474.3
country/MEX,1989,80263660739.6
country/MEX,1991,85596942269.0
country/MEX,1994,96732206733.9
country/MEX,2001,187651657007.9
country/MEX,2002,169156316972.3
country/MEX,2003,175945737305.1
country/MEX,2011,294883847445.5
country/MEX,2014,450571666063.7
country/MEX,2015,461811254960.4
country/MEX,2018,545337200092.5
country/MEX,2020,551540334146.0
country/MDA,1997,845353629.0
country/MDA,1998,873069027.2
country/MDA,1999,833740291.2
country/MDA,2002,1164199786.1
country/MDA,2009,2011098719.9
country/MDA,2016,4313230499.4
country/MDA,2017,4756340823.2
country/MNG,1998,650039275.1
country/MNG,1999,841064136.8
country/MNG,2005,1266678157.0
country/MNG,2007,1583106374.8
country/MNG,2013,17483329515.2
country/MNG,2020,30677668261.9
country/MDA,1993,190246889.3
country/MDA,2001,1060926492.9
country/MDA,2004,1212724435.5
country/MDA,2013,3602940522.0
country/MDA,2018,4925360230.1
country/MDA,2019,5073810277.6
country/MNG,1992,276699674.0
country/MNG,2003,1137497398.1
country/MNG,2009,2481285917.1
country/MNG,2010,5290117484.2
country/MNG,2017,24611690189.9
country/MNE,2007,853534887.9
country/MNE,2010,4277209753.4
country/MNE,2013,6640758216.5
country/MNE,2014,6299801926.1
country/MNE,2017,7007783362.7
country/MNE,2021,9963928771.9
country/MDA,1994,330281777.7
country/MDA,1996,573121372.3
country/MDA,2000,1053384779.0
country/MDA,2005,1238026361.4
country/MDA,2006,1461804768.1
country/MDA,2007,1940763011.7
country/MDA,2011,2906844806.9
country/MDA,2012,3227949996.2
country/MDA,2020,5250598318.2
country/MNG,1995,472063077.8
country/MNG,1997,533327114.7
country/MNG,2000,833353538.1
country/MNG,2002,949001651.0
country/MNG,2004,1306636603.2
country/MNG,2006,1363488591.5
country/MNG,2008,2020895568.3
country/MNG,2011,8778008408.0
country/MNE,2009,1109215309.2
country/MNE,2011,5030007248.5
country/MNE,2018,7776264960.4
country/MDA,1992,38504010.0
country/MDA,1995,459010134.3
country/MDA,2003,1258200775.8
country/MDA,2008,2019058617.4
country/MDA,2010,2745173268.8
country/MDA,2014,3676786937.3
country/MDA,2015,4254538442.7
country/MDA,2021,5772341611.5
country/MNG,1993,343205066.5
country/MNG,1994,405648861.2
country/MNG,1996,485750714.2
country/MNG,2001,823726697.7
country/MNG,2012,14431426340.3
country/MNG,2014,18753144640.3
country/MNG,2015,19450286428.1
country/MNG,2016,21957613895.5
country/MNG,2018,26403739643.1
country/MNG,2019,28398695780.8
country/MNG,2021,32283463374.0
country/MNE,2006,840978703.1
country/MNE,2012,5598245627.4
country/MNE,2020,10081099835.5
country/MNE,2008,860325663.6
country/MNE,2015,5993350392.0
country/MNE,2016,6011280532.6
country/MNE,2019,8271599208.2
country/MAR,1973,1189683146.5
country/MAR,1974,1397084493.0
country/MAR,1977,4890940572.8
country/MAR,1985,13579351562.2
country/MAR,1990,23869476892.2
country/MAR,1991,21630097611.1
country/MAR,1992,21861697857.3
country/MAR,1994,22618082254.2
country/MAR,1996,22797525190.8
country/MAR,1998,21814605885.0
country/MAR,2004,16767631050.6
country/MAR,2006,16135531400.4
country/MAR,2007,18677773099.6
country/MAR,2020,53673046651.1
country/MOZ,1987,3746428188.3
country/MOZ,1993,4882651434.0
country/MOZ,2000,5752262775.7
country/MOZ,2002,4406086131.6
country/MOZ,2004,4945228003.3
country/MOZ,2007,5021788747.7
country/MOZ,2008,5630708443.7
country/MOZ,2012,19646835363.2
country/MOZ,2015,37282827238.0
country/MOZ,2017,44903334528.8
country/MOZ,2019,52620913207.6
country/MOZ,2021,60093748849.2
country/MAR,1972,1096907621.7
country/MAR,1976,2994911158.6
country/MAR,1982,10353417296.0
country/MAR,1983,10832903168.8
country/MAR,1984,11688956211.7
country/MAR,1986,16060269733.7
country/MAR,1987,19043511584.0
country/MAR,1989,21102526263.5
country/MAR,2000,19104959058.9
country/MAR,2009,21634907146.0
country/MAR,2010,23683978450.0
country/MAR,2012,28847407126.8
country/MAR,2013,33068534553.6
country/MAR,2015,36730512399.0
country/MAR,2016,37908417733.0
country/MAR,2021,52250575530.3
country/MOZ,1985,2664399842.3
country/MOZ,1988,3741075873.0
country/MOZ,1996,7242152856.3
country/MOZ,1998,7821160669.3
country/MOZ,2006,4228668311.4
country/MOZ,2010,10399673140.4
country/MOZ,2011,13273264073.7
country/MOZ,2013,28394759824.3
country/MOZ,2020,56513317689.3
country/MAR,1975,2497528434.8
country/MAR,1979,7167039187.2
country/MAR,1981,9200053289.6
country/MAR,1988,19792169326.0
country/MAR,1993,21515417130.7
country/MAR,1995,23535230964.6
country/MAR,1999,20915552713.9
country/MAR,2001,17104036431.1
country/MAR,2005,15499716515.0
country/MAR,2014,34700159194.3
country/MAR,2017,42774206991.5
country/MAR,2018,42144048493.9
country/MAR,1970,886385671.3
country/MAR,1971,1044918127.3
country/MAR,1978,6088179652.2
country/MAR,1980,8487547338.5
country/MAR,1997,21340912411.5
country/MAR,2002,16284407907.5
country/MAR,2003,16956584516.2
country/MAR,2008,19242009009.3
country/MAR,2011,25269159476.4
country/MAR,2019,45520981516.2
country/MOZ,1984,1234137252.3
country/MOZ,1986,3157390120.0
country/MOZ,1989,3823736539.8
country/MOZ,1997,7152016463.2
country/MOZ,2001,3650360330.7
country/MOZ,2009,7008824643.1
country/MOZ,1990,4215156051.6
country/MOZ,1991,4366774211.8
country/MOZ,1992,4739536364.5
country/MOZ,1994,6905907158.1
country/MOZ,1995,7020377666.8
country/MOZ,1999,6642460655.6
country/MOZ,2003,4715767062.1
country/MOZ,2005,5182989750.9
country/MOZ,2014,34212362251.9
country/MOZ,2016,42288560257.6
country/MOZ,2018,48678711409.2
country/MMR,1970,147210999.5
country/MMR,1971,174392002.9
country/MMR,1972,212223688.2
country/MMR,1974,313867248.2
country/MMR,1975,325724929.3
country/MMR,1984,2376244400.3
country/MMR,1992,5211488745.2
country/MMR,1994,6075318321.2
country/MMR,1999,5859024866.1
country/MMR,2000,5899317565.1
country/MMR,2002,6003877084.1
country/MMR,2007,7073681372.0
country/MMR,2008,7832738039.2
country/MMR,2009,8023306552.1
country/MMR,2010,8433117183.0
country/MMR,2014,9603629082.9
country/MMR,2016,9690157158.6
country/MMR,2019,10772149737.2
country/MMR,1977,521809561.0
country/MMR,1982,2114178379.1
country/MMR,1985,2974937014.5
country/MMR,1986,3722840777.7
country/MMR,1987,4728837830.6
country/MMR,1993,5502244122.5
country/MMR,1997,5496122212.3
country/MMR,2012,9670956315.4
country/MMR,1973,268064119.2
country/MMR,1979,1265967490.6
country/MMR,1989,4625966019.2
country/MMR,2003,6596577951.1
country/MMR,2006,6609728224.9
country/MMR,2020,12613922539.2
country/MMR,2021,12134689502.6
country/MMR,1976,347786335.3
country/MMR,1978,892223059.0
country/MMR,1980,1571250530.0
country/MMR,1981,1842400531.1
country/MMR,1983,2308061950.3
country/MMR,1988,4779484831.3
country/MMR,1990,5111271144.2
country/MMR,1991,5219123188.8
country/MMR,1995,5899979667.3
country/MMR,1996,5432488375.0
country/MMR,1998,5631433056.1
country/MMR,2001,5524174678.9
country/MMR,2004,6790625923.4
country/MMR,2005,6327607634.6
