dcid,year,healthExpenditurePrivateCurrentUSD
country/URY,2020,1384377047.5822024
country/VEN,2000,46466.86602284423
country/VEN,2001,53054.23599995398
country/VEN,2002,38590.283819285934
country/VEN,2003,31072.529364482656
country/VEN,2004,34938.36270708502
country/VEN,2005,47146.18973561431
country/VEN,2006,64137.871448532846
country/VEN,2007,86626.73497904054
country/VEN,2008,121663.99161620866
country/VEN,2009,163076.35770843038
country/VEN,2010,167109.45793257246
country/VEN,2011,129674.10999463781
country/VEN,2012,136999.10474902668
country/VEN,2013,127650.81695476573
country/VEN,2014,182562.23544763058
country/VEN,2015,304193.4327360682
country/VEN,2016,626706.7359131746
country/VEN,2017,3482055.6240601507
country/AFG,2002,304930659.49347264
country/AFG,2003,347221411.3069905
country/AFG,2004,426644543.6005878
country/AFG,2005,484002576.54181355
country/AFG,2006,565282342.3022221
country/AFG,2007,662477761.8609551
country/AFG,2008,796480289.9191517
country/AFG,2009,862222615.7893692
country/AFG,2010,1037282566.5700119
country/AFG,2011,1121957919.234128
country/AFG,2012,1193976168.771872
country/AFG,2013,1279530290.867049
country/AFG,2014,1438598955.9318743
country/AFG,2015,1588954853.8856194
country/AFG,2016,1617993543.6144505
country/AFG,2017,1800198943.5233958
country/AFG,2018,1998825567.5497003
country/AFG,2019,2153821699.693859
country/AFG,2020,2385288181.5157113
country/BHR,2000,87397087.89893617
country/BHR,2001,90688829.78723407
country/BHR,2002,101452127.65957446
country/BHR,2003,146476063.82978722
country/BHR,2004,150244680.85106382
country/BHR,2005,156760638.29787233
country/BHR,2006,176005319.14893618
country/BHR,2007,255957446.80851063
country/BHR,2008,286614361.7021277
country/BHR,2009,335906914.89361703
country/BHR,2010,365914893.61702126
country/BHR,2011,385603723.4042554
country/BHR,2012,437554202.12765956
country/BHR,2013,488155718.0851063
country/BHR,2014,515898936.17021275
country/BHR,2015,540563829.7872341
country/BHR,2016,605297872.3404255
country/BHR,2017,690159550.3723404
country/BHR,2018,642343038.1382979
country/BHR,2019,638679598.5638298
country/BHR,2020,611762877.8989362
country/DJI,2000,11923449.188559595
country/DJI,2001,12607334.354690779
country/DJI,2002,13010811.667782648
country/DJI,2003,13109404.772030316
country/DJI,2004,13010875.173783626
country/DJI,2005,13557234.960640555
country/DJI,2006,14354550.666381573
country/DJI,2007,14749885.929687543
country/DJI,2008,14147016.124037113
country/DJI,2009,14034527.687780283
country/DJI,2010,13947825.078184346
country/DJI,2011,14810007.590549234
country/DJI,2012,15194710.703856044
country/DJI,2013,14923170.880537475
country/DJI,2014,15729466.208270267
country/DJI,2015,16366756.440825788
country/DJI,2016,17535690.720792703
country/DJI,2017,18896557.6325814
country/DJI,2018,21009422.835343037
country/DJI,2019,22133306.487922084
country/DJI,2020,19278109.954085335
country/EGY,2000,3285954983.367175
country/EGY,2001,3372262773.7226276
country/EGY,2002,3197792429.0688176
country/EGY,2003,2634819578.2682076
country/EGY,2004,2657094555.9741173
country/EGY,2005,3206529576.3274035
country/EGY,2006,3423239047.646732
country/EGY,2007,3868025528.9448338
country/EGY,2008,4973768982.972849
country/EGY,2009,5481956491.011084
country/EGY,2010,6225961471.4972725
country/EGY,2011,6943569309.565137
country/EGY,2012,9236819539.87894
country/EGY,2013,9397025461.22927
country/EGY,2014,10448659221.910612
country/EGY,2015,11624753210.08375
country/EGY,2016,9875359276.775988
country/EGY,2017,7552976056.572872
country/EGY,2018,8839753050.011993
country/EGY,2019,10859692357.21903
country/EGY,2020,10857810118.895018
country/IRN,2000,10733183407.902243
country/IRN,2001,13638628954.157887
country/IRN,2002,4322465334.70276
country/IRN,2003,4813662002.039707
country/IRN,2004,6241604716.913942
country/IRN,2005,7700229074.975468
country/IRN,2006,8221755277.201594
country/IRN,2007,10662019416.37346
country/IRN,2008,13725154278.591772
country/IRN,2009,17158224506.065384
country/IRN,2010,22236537880.92109
country/IRN,2011,26397044897.412254
country/IRN,2012,26080753840.40754
country/IRN,2013,19705612105.203033
country/IRN,2014,14892387069.836597
country/IRN,2015,14871477296.802496
country/IRN,2016,19713341063.354736
country/IRN,2017,20879057075.392467
country/IRN,2018,21412317813.676857
country/IRN,2019,19690476190.47619
country/IRN,2020,23071428571.42857
country/IRQ,2004,409210939.7396929
country/IRQ,2005,438150815.2173913
country/IRQ,2006,529972173.32045996
country/IRQ,2007,844758243.5587704
country/IRQ,2008,861387441.5031105
country/IRQ,2009,943201709.4017094
country/IRQ,2010,1168968376.068376
country/IRQ,2011,1304336752.1367521
country/IRQ,2012,3622250678.8623595
country/IRQ,2013,3877169262.4720073
country/IRQ,2014,4079488560.0442963
country/IRQ,2015,4267404911.4791665
country/IRQ,2016,4275920866.664992
country/IRQ,2017,4673347972.972973
country/IRQ,2018,4726254018.906988
country/IRQ,2019,4988526874.551607
country/IRQ,2020,3856772448.9624243
country/JOR,2000,427362482.36953455
country/JOR,2001,458402980.3356654
country/JOR,2002,466854834.70964634
country/JOR,2003,462623413.25811005
country/JOR,2004,478138222.84908324
country/JOR,2005,506346967.5599436
country/JOR,2006,530324400.56417495
country/JOR,2007,568406392.9875292
country/JOR,2008,732738495.283454
country/JOR,2009,657746478.8732395
country/JOR,2010,638028169.0140846
country/JOR,2011,692957746.4788733
country/JOR,2012,728169014.0845071
country/JOR,2013,792957746.4788733
country/JOR,2014,787323943.6619719
country/JOR,2015,1314514211.2676058
country/JOR,2016,1349744454.4929576
country/JOR,2017,1517037450.4788735
country/JOR,2018,1572782263.859155
country/JOR,2019,1541791036.3661978
country/JOR,2020,1487847169.4507046
country/KWT,2000,228197681.13123047
country/KWT,2001,234771125.3253914
country/KWT,2002,276393750.99832815
country/KWT,2003,305357321.9894195
country/KWT,2004,332541567.69596195
country/KWT,2005,386986301.36986303
country/KWT,2006,434218895.7761788
country/KWT,2007,520734452.5507858
country/KWT,2008,621214204.7013632
country/KWT,2009,528171308.1940386
country/KWT,2010,488474459.6622001
country/KWT,2011,558013584.3696619
country/KWT,2012,671583135.4877009
country/KWT,2013,694666200.6957057
country/KWT,2014,730934705.8897076
country/KWT,2015,731256503.9241467
country/KWT,2016,760034909.8221719
country/KWT,2017,802567101.8088564
country/KWT,2018,844044018.3134977
country/KWT,2019,865099266.0275419
country/KWT,2020,674869164.3949109
country/LBN,2000,1291663437.8142753
country/LBN,2001,1229982352.976524
country/LBN,2002,1169042112.090952
country/LBN,2003,1108935292.586063
country/LBN,2004,1049773023.7498176
country/LBN,2005,991688333.6650084
country/LBN,2006,1108158137.1152704
country/LBN,2007,1229319345.248743
country/LBN,2008,1355874159.9261358
country/LBN,2009,1488632337.165088
country/LBN,2010,1684926322.5892537
country/LBN,2011,1814324134.129612
country/LBN,2012,1726452367.4958541
country/LBN,2013,1816395225.0547862
country/LBN,2014,1868060853.5971208
country/LBN,2015,1923746186.4013267
country/LBN,2016,2070228977.7777774
country/LBN,2017,2111959895.854063
country/LBN,2018,2338255483.4256916
country/LBN,2019,2293312641.9863544
country/LBN,2020,3721101703.9455996
country/LBY,2000,672396785.1778319
country/LBY,2001,629239270.7056426
country/LBY,2002,331239654.39197016
country/LBY,2003,359881395.9420495
country/LBY,2004,394185667.71988857
country/LBY,2005,434635800.4887285
country/LBY,2006,478594997.8100237
country/LBY,2007,550429390.7580802
country/LBY,2008,627939253.8154781
country/LBY,2009,677592180.1969951
country/LBY,2010,741243960.9755225
country/LBY,2011,709878878.5146375
country/MAR,2000,1153040985.7656014
country/MAR,2001,1193839763.425116
country/MAR,2002,1347540415.7910619
country/MAR,2003,1711860537.5803146
country/MAR,2004,2041802545.1012146
country/MAR,2005,2188188693.1860385
country/MAR,2006,2131148360.446058
country/MAR,2007,2514803556.170404
country/MAR,2008,2915450255.311874
country/MAR,2009,3076645691.377791
country/MAR,2010,3260031060.1242123
country/MAR,2011,3379345787.172237
country/MAR,2012,3204925144.146539
country/MAR,2013,3366133462.1040926
country/MAR,2014,3887564426.878607
country/MAR,2015,3385882348.1027226
country/MAR,2016,3426398696.1640153
country/MAR,2017,3548584717.0748568
country/MAR,2018,3754883220.9042263
country/MAR,2019,3778796618.0897
country/MAR,2020,3738581073.195721
country/OMN,2000,109060867.8023407
country/OMN,2001,107777143.06892069
country/OMN,2002,105897452.40572172
country/OMN,2003,117561913.1859558
country/OMN,2004,133277118.77763328
country/OMN,2005,141978605.3836151
country/OMN,2006,166074974.79843956
country/OMN,2007,192541182.47074124
country/OMN,2008,259404668.37451234
country/OMN,2009,256120156.61898565
country/OMN,2010,278167248.14044213
country/OMN,2011,314997648.686606
country/OMN,2012,343551402.0806242
country/OMN,2013,280600080.28608584
country/OMN,2014,292644257.78933686
country/OMN,2015,313991335.76072824
country/OMN,2016,317675812.1976593
country/OMN,2017,345133376.6449934
country/OMN,2018,399172811.9115736
country/OMN,2019,417372190.8712614
country/OMN,2020,374148060.780234
country/PAK,2000,1523569792.2586815
country/PAK,2001,1345220513.0000436
country/PAK,2002,1411112866.7807891
country/PAK,2003,1634103108.7165866
country/PAK,2004,1828838503.8856857
country/PAK,2005,2511868304.683357
country/PAK,2006,3492606651.3510947
country/PAK,2007,3784156958.6531053
country/PAK,2008,3539142870.408208
country/PAK,2009,3307742224.4087343
country/PAK,2010,3420274938.540486
country/PAK,2011,3616179752.19047
country/PAK,2012,3566351633.7046494
country/PAK,2013,3947066604.7475014
country/PAK,2014,4640865912.106089
country/PAK,2015,5001759004.800874
country/PAK,2016,5334227500.24461
country/PAK,2017,5802105642.599974
country/PAK,2018,5457555989.253147
country/PAK,2019,4951523010.38819
country/PAK,2020,5072676482.331666
country/QAT,2000,144422502.64835167
country/QAT,2001,149997655.6291209
country/QAT,2002,176415946.3543956
country/QAT,2003,207487150.37087914
country/QAT,2004,244030760.59065932
country/QAT,2005,287010602.8626374
country/QAT,2006,337560256.56318676
country/QAT,2007,397012952.40109885
country/QAT,2008,466936735.9093407
country/QAT,2009,609340659.3406593
country/QAT,2010,649450549.4505495
country/QAT,2011,710164835.1648351
country/QAT,2012,681263736.2637362
country/QAT,2013,653131868.1318681
country/QAT,2014,662379120.8791208
country/QAT,2015,797550275.0384616
country/QAT,2016,966443030.4313184
country/QAT,2017,1164931480.5576923
country/QAT,2018,1367281949.313187
country/QAT,2019,1396328277.708791
country/QAT,2020,1260853558.4697802
country/SAU,2000,2230666666.6666665
country/SAU,2001,2256000000.0
country/SAU,2002,2230666666.6666665
country/SAU,2003,2372266666.6666665
country/SAU,2004,2644800000.0
country/SAU,2005,3086133333.3333335
country/SAU,2006,3680533333.3333335
country/SAU,2007,4385066666.666667
country/SAU,2008,5622133333.333333
country/SAU,2009,6445866666.666667
country/SAU,2010,7334933333.333333
country/SAU,2011,8204800000.0
country/SAU,2012,9382933333.333334
country/SAU,2013,10138133333.333334
country/SAU,2014,11321333333.333334
country/SAU,2015,12372533333.333334
country/SAU,2016,12528525298.167997
country/SAU,2017,12140458904.0
country/SAU,2018,13428913869.333334
country/SDN,2000,313469260.76092136
country/SDN,2001,352529022.8843483
country/SDN,2002,393838597.0686817
country/SDN,2003,549076997.6076394
country/SDN,2004,672728330.1991043
country/SDN,2005,839060367.3283697
country/SDN,2006,1306450127.406136
country/SDN,2007,2057437627.1018305
country/SDN,2008,2306040435.5371675
country/SDN,2009,2059496567.505724
country/SDN,2010,2416737977.536107
country/SDN,2011,3048428779.8759933
country/SDN,2012,2496810532.821777
country/SDN,2013,3607707352.5395103
country/SDN,2014,3097335363.0901866
country/SDN,2015,4086971932.427687
country/SDN,2016,4889311022.952925
country/SDN,2017,6018320126.403485
country/SDN,2018,1756907741.6785305
country/SDN,2019,1435354633.9270105
country/SDN,2020,1702464176.293973
country/SYR,2000,2360801781.737194
country/SYR,2001,2360801781.737194
country/SYR,2002,2440979955.45657
country/SYR,2003,2533719376.391982
country/SYR,2004,2629933184.855234
country/SYR,2005,2729942046.592428
country/SYR,2006,2989889538.5300674
country/SYR,2007,3479409116.258352
country/SYR,2008,3928134868.240535
country/SYR,2009,4300762670.556793
country/SYR,2010,4400683406.503341
country/SYR,2011,908383719.014481
country/SYR,2012,766287217.9578568
country/TUN,2000,511991342.51772356
country/TUN,2001,536983629.627184
country/TUN,2002,598509945.1842834
country/TUN,2003,727753495.9661114
country/TUN,2004,830023016.8076202
country/TUN,2005,855521414.073943
country/TUN,2006,877443122.6385678
country/TUN,2007,973103301.5068669
country/TUN,2008,1091791681.7384336
country/TUN,2009,1082786357.5938237
country/TUN,2010,1115779236.3210843
country/TUN,2011,1243628499.8022923
country/TUN,2012,1277702879.5210907
country/TUN,2013,1294073348.7553818
country/TUN,2014,1355585026.5804703
country/TUN,2015,1314270570.7054098
country/TUN,2016,1234290302.7839441
country/TUN,2017,1183816047.3500934
country/TUN,2018,1189996256.4025373
country/TUN,2019,1098767215.477152
country/TUN,2020,1099268241.8409235
country/ARE,2000,768819451.3301566
country/ARE,2001,590061266.1674609
country/ARE,2002,1157118867.1068757
country/ARE,2003,1274294659.2021785
country/ARE,2004,1561079398.2083054
country/ARE,2005,1808654259.158611
country/ARE,2006,2205292144.315861
country/ARE,2007,2734703498.978897
country/ARE,2008,3334174594.9625597
country/ARE,2009,2702418719.6514635
country/ARE,2010,3276012859.0823693
country/ARE,2011,3549334903.880191
country/ARE,2012,3522628748.160653
country/ARE,2013,3928594370.137508
country/ARE,2014,4247522412.1334248
country/ARE,2015,3689667643.414567
country/ARE,2016,3449248305.829817
country/ARE,2017,7073852449.440435
country/ARE,2018,8475126222.924441
country/ARE,2019,8585335314.355345
country/ARE,2020,7941672931.245746
country/YEM,2000,206783110.5668296
country/YEM,2001,229421809.3555325
country/YEM,2002,254327773.50007117
country/YEM,2003,382369241.1123938
country/YEM,2004,475457278.18407077
country/YEM,2005,576825969.8895518
country/YEM,2006,707971014.6255027
country/YEM,2007,885610497.0601163
country/YEM,2008,1079838769.388085
country/YEM,2009,1132585607.0175319
country/YEM,2010,1196807249.4509768
country/YEM,2011,1147124276.906174
country/YEM,2012,1334919231.5281665
country/YEM,2013,1515460394.0743175
country/YEM,2014,1620791341.847131
country/YEM,2015,1480791335.7400744
country/ALB,2000,107415508.03038281
country/ALB,2001,114321978.28109619
country/ALB,2002,125482435.5119981
country/ALB,2003,164105831.7417269
country/ALB,2004,204501065.67744955
country/ALB,2005,227525103.62678516
country/ALB,2006,245736188.85282314
country/ALB,2007,312610067.5617743
country/ALB,2008,399082519.7754149
country/ALB,2009,396771594.0394105
country/ALB,2010,446184503.3834693
country/ALB,2011,477080949.8244904
country/ALB,2012,441695965.9839303
country/ALB,2013,463472283.7787734
country/ALB,2014,503773701.1755783
country/ALB,2015,422085634.518437
country/ALB,2016,451134784.62251043
country/ALB,2017,490549958.0184719
country/ALB,2018,570765297.889694
country/AND,2001,31552085.655480977
country/AND,2002,35459656.1829475
country/AND,2003,47078591.46726862
country/AND,2004,58026093.49391608
country/AND,2005,63162631.426439494
country/AND,2006,68713855.5639192
country/AND,2007,78388990.54202025
country/AND,2008,80784893.46711586
country/AND,2009,71984412.47568768
country/AND,2010,68965244.7036988
country/AND,2011,73036204.63530067
country/AND,2012,65317376.4615187
country/AND,2013,64816044.627440564
country/AND,2014,64168991.63013152
country/AND,2015,54144014.201708645
country/AND,2016,56121319.45981847
country/AND,2017,59534568.45910529
country/AND,2018,69437883.79782711
country/AND,2019,66271129.5197582
country/AND,2020,69560251.28498001
country/ARM,2000,51704660.41941152
country/ARM,2001,52322351.9638545
country/ARM,2002,138727718.80050704
country/ARM,2003,157129960.17760438
country/ARM,2004,158466337.88493484
country/ARM,2005,181272377.76535824
country/ARM,2006,228984990.23802844
country/ARM,2007,295753219.6682971
country/ARM,2008,555186237.1027192
country/ARM,2009,540022092.3258654
country/ARM,2010,667177885.2491118
country/ARM,2011,751297549.0428088
country/ARM,2012,773717950.9809057
country/ARM,2013,971332980.6751369
country/ARM,2014,988796423.4309564
country/ARM,2015,886253977.2423574
country/ARM,2016,857232139.3151786
country/ARM,2017,1020968018.2397834
country/ARM,2018,1077488276.206439
country/ARM,2019,1342163051.282729
country/ARM,2020,1232409575.8440242
country/AUT,2000,4691400815.159337
country/AUT,2001,4825003648.771784
country/AUT,2002,5350061264.19245
country/AUT,2003,6726148824.085104
country/AUT,2004,8179436375.601179
country/AUT,2005,8322171040.893046
country/AUT,2006,8701884518.986404
country/AUT,2007,10090898575.690357
country/AUT,2008,11014409798.860313
country/AUT,2009,11155424936.909315
country/AUT,2010,11067806630.485796
country/AUT,2011,11820553612.031282
country/AUT,2012,11326694078.492388
country/AUT,2013,12314735004.29296
country/AUT,2014,12611247292.241545
country/AUT,2015,10907621227.73437
country/AUT,2016,11326485198.072973
country/AUT,2017,11345229134.604322
country/AUT,2018,12015587407.205673
country/AUT,2019,11696364236.435478
country/AUT,2020,11746185101.182251
country/AZE,2000,106672388.7170842
country/AZE,2001,110243653.17919074
country/AZE,2002,123206566.86070676
country/AZE,2003,137057724.61528122
country/AZE,2004,152171870.73717138
country/AZE,2005,175239587.44305447
country/AZE,2006,244524412.8066081
country/AZE,2007,346733938.78787625
country/AZE,2008,513041986.64354557
country/AZE,2009,642943040.2056943
country/AZE,2010,763033192.5496792
country/AZE,2011,965966440.264085
country/AZE,2012,1252503774.983698
country/AZE,2013,1445942648.2052658
country/AZE,2014,1666281340.8597593
country/AZE,2015,1470148504.8836172
country/AZE,2016,1080210797.7263544
country/AZE,2017,1107256736.8918605
country/AZE,2018,1226885989.353043
country/AZE,2019,1340562534.3705885
country/AZE,2020,1282302222.7705884
country/BLR,2000,121043969.20444827
country/BLR,2001,183872589.92805755
country/BLR,2002,231909506.3049644
country/BLR,2003,254185937.57934654
country/BLR,2004,318699553.17826694
country/BLR,2005,482174183.54365736
country/BLR,2006,604272569.756791
country/BLR,2007,790727520.8189834
country/BLR,2008,1130858232.1407886
country/BLR,2009,964576987.3115159
country/BLR,2010,1019913312.3608785
country/BLR,2011,1094370787.7967563
country/BLR,2012,1164627372.4100835
country/BLR,2013,1588908791.6991484
country/BLR,2014,1575433836.759755
country/BLR,2015,1329419095.1833158
country/BLR,2016,807815653.3047433
country/BLR,2017,961795845.8019401
country/BLR,2018,969847819.952315
country/BLR,2019,1112934003.6810713
country/BLR,2020,1132946435.3422215
country/BEL,2000,4824213066.039226
country/BEL,2001,4759554435.354337
country/BEL,2002,5647628190.235304
country/BEL,2003,7545028877.834204
country/BEL,2004,8611206427.138561
country/BEL,2005,8965010198.147484
country/BEL,2006,9472460531.612915
country/BEL,2007,11107457442.787672
country/BEL,2008,12037701786.15845
country/BEL,2009,11820765905.949165
country/BEL,2010,11666400911.864523
country/BEL,2011,12917774193.116367
country/BEL,2012,12155046440.400003
country/BEL,2013,13108414016.390781
country/BEL,2014,13381730405.539797
country/BEL,2015,11612689264.758158
country/BEL,2016,11714155183.036957
country/BEL,2017,12323282218.754961
country/BEL,2018,13334203663.612854
country/BEL,2019,13703926644.359978
country/BEL,2020,12023101346.57358
country/BIH,2000,187029922.5088318
country/BIH,2001,182333307.09181166
country/BIH,2002,191923118.99371436
country/BIH,2003,229355143.86461225
country/BIH,2004,393037801.7648993
country/BIH,2005,447425679.1285789
country/BIH,2006,514250243.2838347
country/BIH,2007,646499372.6670101
country/BIH,2008,796175361.812456
country/BIH,2009,492472799.8186685
country/BIH,2010,470928682.92938584
country/BIH,2011,508335334.57462144
country/BIH,2012,481102497.21887475
country/BIH,2013,503112137.7873194
country/BIH,2014,512926200.5838294
country/BIH,2015,440988763.02952754
country/BIH,2016,452311718.1450156
country/BIH,2017,476542891.63982797
country/BIH,2018,533160991.0794588
country/BIH,2019,543596451.0081041
country/BIH,2020,572188665.8803831
country/BGR,2000,312253476.35139114
country/BGR,2001,427315621.84120756
country/BGR,2002,472321525.29520094
country/BGR,2003,598023318.1130421
country/BGR,2004,731271969.7108761
country/BGR,2005,831997501.2705421
country/BGR,2006,994614348.6254201
country/BGR,2007,1210426507.1201146
country/BGR,2008,1526950527.8771448
country/BGR,2009,1585178225.5054672
country/BGR,2010,1609450664.7413476
country/BGR,2011,1879188268.4046853
country/BGR,2012,2014040931.638251
country/BGR,2013,1731589114.8460612
country/BGR,2014,1831470983.9346118
country/BGR,2015,1655371797.7782817
country/BGR,2016,1804984611.0338614
country/BGR,2017,1998780341.4083734
country/BGR,2018,2060322361.6384578
country/BGR,2019,1995418922.464162
country/BGR,2020,2270628859.9728146
country/HRV,2000,249920123.6213946
country/HRV,2001,296910821.81817484
country/HRV,2002,349210355.821643
country/HRV,2003,411671615.57375395
country/HRV,2004,551450322.2185774
country/HRV,2005,470532886.51487124
country/HRV,2006,539843460.3811979
country/HRV,2007,609285976.4302678
country/HRV,2008,877719256.9299972
country/HRV,2009,878762410.079322
country/HRV,2010,804100564.877354
country/HRV,2011,875880475.6047807
country/HRV,2012,764021225.3964202
country/HRV,2013,566854855.9977052
country/HRV,2014,616196602.4377195
country/HRV,2015,567499653.248808
country/HRV,2016,604266080.2159545
country/HRV,2017,642954809.6864187
country/HRV,2018,738051658.575509
country/HRV,2019,782141891.0166734
country/HRV,2020,804763129.0665766
country/CYP,2000,527599381.84817153
country/CYP,2001,546712241.7403622
country/CYP,2002,600943083.1063848
country/CYP,2003,775995596.7861552
country/CYP,2004,929727266.7906891
country/CYP,2005,1006900161.5032984
country/CYP,2006,1077659042.3208904
country/CYP,2007,1237740557.653271
country/CYP,2008,973998575.2473823
country/CYP,2009,958520951.734658
country/CYP,2010,894750041.233335
country/CYP,2011,918030680.1361887
country/CYP,2012,869988225.2167971
country/CYP,2013,885003408.4937278
country/CYP,2014,907742001.4082321
country/CYP,2015,768104679.0507809
country/CYP,2016,808785325.0715973
country/CYP,2017,883094369.2705897
country/CYP,2018,1006534614.4329406
country/CYP,2019,789682916.5882341
country/CYP,2020,429426902.29727745
country/CZE,2000,398134075.0713
country/CZE,2001,499011779.3986884
country/CZE,2002,605541421.6582093
country/CZE,2003,817450726.122514
country/CZE,2004,943336587.5286725
country/CZE,2005,1284736452.145298
country/CZE,2006,1396329176.1485858
country/CZE,2007,1845072066.7163782
country/CZE,2008,2849060138.227076
country/CZE,2009,2573741832.2761374
country/CZE,2010,2425247682.1556945
country/CZE,2011,2593202813.1263757
country/CZE,2012,2398456727.915209
country/CZE,2013,2712688635.5797653
country/CZE,2014,2772134987.3539686
country/CZE,2015,2404171187.5603433
country/CZE,2016,2527643438.500537
country/CZE,2017,2574605255.104739
country/CZE,2018,2876021793.3033905
country/CZE,2019,2943804188.4245987
country/CZE,2020,2852579274.2430615
country/DNK,2000,2247392799.810881
country/DNK,2001,2310275336.447063
country/DNK,2002,2517507230.840212
country/DNK,2003,3124471867.1539083
country/DNK,2004,3724885482.0824575
country/DNK,2005,3908179379.046876
country/DNK,2006,4183609780.8701487
country/DNK,2007,4852764839.3609705
country/DNK,2008,5370791942.2101965
country/DNK,2009,5329175630.805961
country/DNK,2010,5374022216.986793
country/DNK,2011,5750995522.521684
country/DNK,2012,5381443011.830757
country/DNK,2013,5514489887.772984
country/DNK,2014,5661093755.567959
country/DNK,2015,4929451288.7316475
country/DNK,2016,5077604066.867438
country/DNK,2017,5380667306.692045
country/DNK,2018,5855357583.59181
country/DNK,2019,5730701991.682409
country/DNK,2020,5676829710.006825
country/DNK,2021,6282040975.203025
country/EST,2000,4543676.755803001
country/EST,2001,4204354.002090849
country/EST,2002,5287810.114802978
country/EST,2003,7281827.672001376
country/EST,2004,10106733.14542586
country/EST,2005,11634018.02789473
country/EST,2006,12763243.135333719
country/EST,2007,17448186.544549692
country/EST,2008,20758444.180028882
country/EST,2009,18467801.590112407
country/EST,2010,18946631.27276109
country/EST,2011,318618557.3929967
country/EST,2012,315287140.07812506
country/EST,2013,370146497.5294128
country/EST,2014,427905625.5798063
country/EST,2015,385734009.35199153
country/EST,2016,409988187.2788714
country/EST,2017,470379083.8514408
country/EST,2018,540711802.3349603
country/EST,2019,541961344.1751599
country/EST,2020,544313267.8864264
country/FIN,2000,2168807476.5421257
country/FIN,2001,2232872138.2855496
country/FIN,2002,2481391035.3567967
country/FIN,2003,3090566549.293391
country/FIN,2004,3526791172.1045537
country/FIN,2005,3768148944.522473
country/FIN,2006,3822409371.5136075
country/FIN,2007,4430338334.957573
country/FIN,2008,5047003285.409374
country/FIN,2009,4869810634.339795
country/FIN,2010,4891053921.870467
country/FIN,2011,5294225777.952817
country/FIN,2012,4999565942.634444
country/FIN,2013,5464558559.758979
country/FIN,2014,5495748687.052922
country/FIN,2015,4848984260.142745
country/FIN,2016,5004777820.505835
country/FIN,2017,5129521314.476738
country/FIN,2018,5346542173.440349
country/FIN,2019,4876319017.254894
country/FIN,2020,4874253363.175111
country/FRA,2000,35694748613.04651
country/FRA,2001,36424865794.745
country/FRA,2002,40624983620.548965
country/FRA,2003,50893298447.36657
country/FRA,2004,58933941924.24413
country/FRA,2005,61606405525.78488
country/FRA,2006,69232199854.83519
country/FRA,2007,79327448867.82378
country/FRA,2008,90384571369.40623
country/FRA,2009,89387895296.7265
country/FRA,2010,87765134538.16684
country/FRA,2011,95482353735.89514
country/FRA,2012,90073411748.68361
country/FRA,2013,95235628792.80382
country/FRA,2014,97727057362.49664
country/FRA,2015,77398053660.74051
country/FRA,2016,70975678533.42236
country/FRA,2017,71567911087.51329
country/FRA,2018,75786665114.22453
country/FRA,2019,75216539820.03345
country/FRA,2020,74739385360.4226
country/GEO,2000,184194990.30108765
country/GEO,2001,183307739.9281238
country/GEO,2002,212235417.35457206
country/GEO,2003,263323468.4128353
country/GEO,2004,343307333.10724443
country/GEO,2005,430303281.0625181
country/GEO,2006,478535188.06283206
country/GEO,2007,611197302.1914693
country/GEO,2008,796892031.6386689
country/GEO,2009,774624361.061388
country/GEO,2010,833734646.8363233
country/GEO,2011,958200046.7661895
country/GEO,2012,1023461905.3146359
country/GEO,2013,994980010.2203385
country/GEO,2014,974136303.5680555
country/GEO,2015,686983376.236132
country/GEO,2016,739840919.4139581
country/GEO,2017,692513913.2311668
country/GEO,2018,751181201.2957875
country/GEO,2019,682480851.7659667
country/GEO,2020,696900287.18405
country/DEU,2000,41981884803.137344
country/DEU,2001,42134891124.0158
country/DEU,2002,46943953175.686356
country/DEU,2003,58789799061.568504
country/DEU,2004,68835066396.13918
country/DEU,2005,71408293453.69647
country/DEU,2006,75494134863.52931
country/DEU,2007,85512347734.90224
country/DEU,2008,94932853241.40623
country/DEU,2009,93337444889.45306
country/DEU,2010,91705124700.00018
country/DEU,2011,99360549863.81343
country/DEU,2012,94025974162.50002
country/DEU,2013,96837070593.3336
country/DEU,2014,98524275166.27417
country/DEU,2015,86523143749.60933
country/DEU,2016,88514614321.401
country/DEU,2017,93722869124.70604
country/DEU,2018,103667729734.11757
country/DEU,2019,103861486596.07826
country/DEU,2020,106335031154.8641
country/GRC,2000,10744432.02799242
country/GRC,2001,4006150876.7716584
country/GRC,2002,5032343367.058832
country/GRC,2003,6862653510.956853
country/GRC,2004,8069721901.812449
country/GRC,2005,8314758635.586223
country/GRC,2006,8673134619.17664
country/GRC,2007,9818806004.264706
country/GRC,2008,10891074710.090027
country/GRC,2009,9870748507.212114
country/GRC,2010,8861037171.333351
country/GRC,2011,8874494232.295736
country/GRC,2012,7829784819.914063
country/GRC,2013,7617124259.226908
country/GRC,2014,7770679554.500353
country/GRC,2015,6550180947.068348
country/GRC,2016,7889383140.528177
country/GRC,2017,7748230909.011449
country/GRC,2018,8213764177.9976425
country/GRC,2019,8599939368.38783
country/GRC,2020,8237086279.22108
country/HUN,2000,997068647.2837871
country/HUN,2001,1214363503.089113
country/HUN,2002,1480782255.7712672
country/HUN,2003,2079015336.1469386
country/HUN,2004,2453638586.90068
country/HUN,2005,2697541117.081908
country/HUN,2006,2668292219.21194
country/HUN,2007,3253017231.598683
country/HUN,2008,3619707944.377743
