dcid,year,healthExpenditurePrivateExcludingOopCurrentUSD
country/VEN,2001,13013.019495848666
country/VEN,2002,9066.213015203071
country/VEN,2003,9466.493115876288
country/VEN,2004,11037.858653507255
country/VEN,2005,14931.810025122615
country/VEN,2006,23299.492314857947
country/VEN,2007,30781.36935258502
country/VEN,2008,44537.76897997203
country/VEN,2009,64809.00791802514
country/VEN,2010,63653.315489414716
country/VEN,2011,50798.76902991162
country/VEN,2012,65523.572610915566
country/VEN,2013,62673.55514523944
country/VEN,2014,99577.92559116516
country/VEN,2015,165295.88014385282
country/VEN,2016,296872.9560073912
country/VEN,2017,1210298.8390977443
country/AFG,2002,0.0
country/AFG,2003,0.0
country/AFG,2004,0.0
country/AFG,2005,0.0
country/AFG,2006,0.0
country/AFG,2007,0.0
country/AFG,2008,0.0
country/AFG,2009,0.0
country/AFG,2010,0.0
country/AFG,2011,0.0
country/AFG,2012,0.0
country/AFG,2013,0.0
country/AFG,2014,0.0
country/AFG,2015,0.0
country/AFG,2016,0.0
country/AFG,2017,35039.813029248464
country/AFG,2018,4049008.9088536
country/AFG,2019,0.0
country/AFG,2020,44355989.16685055
country/BHR,2000,4141768.7499999823
country/BHR,2001,4930851.063829817
country/BHR,2002,6329787.234042553
country/BHR,2003,7367021.276595765
country/BHR,2004,9117021.276595745
country/BHR,2005,13800531.914893597
country/BHR,2006,22452127.65957445
country/BHR,2007,39457446.80851064
country/BHR,2008,56707446.808510676
country/BHR,2009,72103723.40425532
country/BHR,2010,84691489.36170208
country/BHR,2011,92909574.46808518
country/BHR,2012,99095611.70212762
country/BHR,2013,110767340.42553183
country/BHR,2014,130755319.14893617
country/BHR,2015,140428191.4893617
country/BHR,2016,166789893.6170212
country/BHR,2017,178020179.89361697
country/BHR,2018,174194148.93617022
country/BHR,2019,179805851.06382978
country/BHR,2020,176257978.72340426
country/DJI,2000,151611.63177114792
country/DJI,2001,153752.1249599069
country/DJI,2002,157550.31763269394
country/DJI,2003,168094.13074425506
country/DJI,2004,171814.80927971253
country/DJI,2005,185920.49144445956
country/DJI,2006,153339.97664878555
country/DJI,2007,185054.60187597468
country/DJI,2008,220501.24914894695
country/DJI,2009,218540.70869509195
country/DJI,2010,235372.61972417924
country/DJI,2011,584231.7452636462
country/DJI,2012,806990.6482632863
country/DJI,2013,571774.9340820721
country/DJI,2014,838676.1834560885
country/DJI,2015,916299.3291732543
country/DJI,2016,981742.2859988406
country/DJI,2017,1057931.077475366
country/DJI,2018,1169747.1916655833
country/DJI,2019,1232321.959081939
country/DJI,2020,1073352.4265562308
country/EGY,2000,117797842.77300155
country/EGY,2001,100176189.27762397
country/EGY,2002,86450848.21097854
country/EGY,2003,71100476.42446642
country/EGY,2004,74884103.13240953
country/EGY,2005,91714013.785943
country/EGY,2006,109189220.61687833
country/EGY,2007,141604017.4372868
country/EGY,2008,187758858.72066268
country/EGY,2009,251598266.32539764
country/EGY,2010,356104647.3326535
country/EGY,2011,538529043.4290718
country/EGY,2012,1306413761.6430929
country/EGY,2013,1682688803.2109094
country/EGY,2014,2112510154.7816737
country/EGY,2015,1648968146.7380202
country/EGY,2016,1322928911.9415722
country/EGY,2017,1353634443.8259826
country/EGY,2018,1030947105.3883554
country/EGY,2019,1266525019.1651738
country/EGY,2020,1238820326.6272256
country/IRN,2000,463526834.460171
country/IRN,2001,548705361.6915554
country/IRN,2002,426308427.8674223
country/IRN,2003,518340163.9411262
country/IRN,2004,688027081.3571512
country/IRN,2005,858037958.4604905
country/IRN,2006,935307755.6555744
country/IRN,2007,1232928542.8848422
country/IRN,2008,1623701979.4059484
country/IRN,2009,1982726730.801616
country/IRN,2010,2710726249.158707
country/IRN,2011,3612879751.6415896
country/IRN,2012,4259611477.353727
country/IRN,2013,3345207024.677892
country/IRN,2014,2230506824.2481627
country/IRN,2015,2138557967.8612905
country/IRN,2016,4292681657.577308
country/IRN,2017,4585785962.2815895
country/IRN,2018,7219010005.753912
country/IRN,2019,4285714285.714286
country/IRN,2020,4523809523.809524
country/IRQ,2004,297230.6633793927
country/IRQ,2005,411684.7826086957
country/IRQ,2006,622181.8388324139
country/IRQ,2007,850492.4919062621
country/IRQ,2008,1235454.3549626353
country/IRQ,2009,1073504.2735042735
country/IRQ,2010,835042.735042735
country/IRQ,2011,1116239.3162393162
country/IRQ,2012,1259682.7211662105
country/IRQ,2013,17116089.230154675
country/IRQ,2014,21654940.833318535
country/IRQ,2015,1102512.8498001173
country/IRQ,2016,1040529.4882151544
country/IRQ,2017,1050675.6756756757
country/IRQ,2018,1079669.306480032
country/IRQ,2019,0.0
country/IRQ,2020,0.0
country/JOR,2000,108603667.13681242
country/JOR,2001,117069068.82418533
country/JOR,2002,101551504.83110131
country/JOR,2003,71932299.01269394
country/JOR,2004,59238363.892806776
country/JOR,2005,59238363.892806776
country/JOR,2006,55007052.186177716
country/JOR,2007,56417507.988836646
country/JOR,2008,118365449.2380964
country/JOR,2009,143661971.83098593
country/JOR,2010,153521126.76056337
country/JOR,2011,190140845.07042253
country/JOR,2012,194366197.1830986
country/JOR,2013,246478873.23943663
country/JOR,2014,232394366.1971831
country/JOR,2015,469983160.5633805
country/JOR,2016,475467735.60563344
country/JOR,2017,511343730.7605638
country/JOR,2018,530133484.98591524
country/JOR,2019,519687355.3380288
country/JOR,2020,501504641.29577494
country/KWT,2000,16299834.366516462
country/KWT,2001,16303550.36981885
country/KWT,2002,19742410.78559487
country/KWT,2003,30200174.702250283
country/KWT,2004,30539531.727180183
country/KWT,2005,37671232.87671233
country/KWT,2006,41354180.55011226
country/KWT,2007,49258664.430479735
country/KWT,2008,59517528.594142586
country/KWT,2009,48647357.33366145
country/KWT,2010,45358342.682918586
country/KWT,2011,54351972.503538504
country/KWT,2012,64300512.97222669
country/KWT,2013,66998263.01126095
country/KWT,2014,70282183.25862573
country/KWT,2015,69801757.19275945
country/KWT,2016,72548786.85177682
country/KWT,2017,76608677.9092265
country/KWT,2018,80567838.12152767
country/KWT,2019,82577657.22219995
country/KWT,2020,64419329.32281611
country/LBN,2000,226575155.82422554
country/LBN,2001,224323395.96159875
country/LBN,2002,222812480.05115083
country/LBN,2003,222134985.52138606
country/LBN,2004,222402041.72660023
country/LBN,2005,223746676.61691558
country/LBN,2006,255804713.56634843
country/LBN,2007,292554155.1989917
country/LBN,2008,334697203.3755555
country/LBN,2009,383043614.11367834
country/LBN,2010,438527546.7351909
country/LBN,2011,502227108.8559802
country/LBN,2012,575387036.8159204
country/LBN,2013,591913748.7702622
country/LBN,2014,581012168.8212268
country/LBN,2015,713051658.3747928
country/LBN,2016,774333190.0497509
country/LBN,2017,743600922.0563846
country/LBN,2018,774063377.2897048
country/LBN,2019,759185359.0936049
country/LBN,2020,1231845096.7448103
country/LBY,2000,0.0
country/LBY,2001,0.0
country/LBY,2002,0.0
country/LBY,2003,0.0
country/LBY,2004,0.0
country/LBY,2005,0.0
country/LBY,2006,0.0
country/LBY,2007,0.0
country/LBY,2008,0.0
country/LBY,2009,0.0
country/LBY,2010,0.0
country/LBY,2011,0.0
country/MAR,2000,316479309.7799921
country/MAR,2001,326015142.03119093
country/MAR,2002,347922690.11773545
country/MAR,2003,419662432.5674586
country/MAR,2004,474935846.2339375
country/MAR,2005,427897059.6944355
country/MAR,2006,138557382.0193848
country/MAR,2007,163214672.254547
country/MAR,2008,183177737.70777354
country/MAR,2009,187516848.49387497
country/MAR,2010,220050227.32137457
country/MAR,2011,183869960.90792456
country/MAR,2012,178076011.86521313
country/MAR,2013,226999834.73912215
country/MAR,2014,715782484.9023951
country/MAR,2015,626851940.6604713
country/MAR,2016,651250367.4221565
country/MAR,2017,711783890.3134111
country/MAR,2018,796111487.4844706
country/MAR,2019,811690768.8065199
country/MAR,2020,849514049.0806938
country/OMN,2000,38839801.48244474
country/OMN,2001,40206890.50715214
country/OMN,2002,40877946.553966194
country/OMN,2003,44958980.338101454
country/OMN,2004,51106857.55526656
country/OMN,2005,57167347.33420027
country/OMN,2006,67367122.67880367
country/OMN,2007,77488136.72301695
country/OMN,2008,106833561.84655395
country/OMN,2009,98675906.91807534
country/OMN,2010,110696843.19895963
country/OMN,2011,127159005.43563074
country/OMN,2012,139655120.0
country/OMN,2013,123542630.45513657
country/OMN,2014,127330826.94408326
country/OMN,2015,143813492.09362814
country/OMN,2016,143230085.90377113
country/OMN,2017,155320593.91417414
country/OMN,2018,208062418.7256178
country/OMN,2019,217548552.769831
country/OMN,2020,195018669.02470732
country/PAK,2000,158758487.728192
country/PAK,2001,153056973.66123456
country/PAK,2002,164708203.13326293
country/PAK,2003,184296110.9419648
country/PAK,2004,212272379.15030557
country/PAK,2005,247972234.99022776
country/PAK,2006,294452835.77690834
country/PAK,2007,326112304.14852566
country/PAK,2008,310590825.44742745
country/PAK,2009,253921769.51723403
country/PAK,2010,230407273.0179508
country/PAK,2011,284262598.9169987
country/PAK,2012,315424294.5014163
country/PAK,2013,211018069.68396497
country/PAK,2014,132857985.43876497
country/PAK,2015,241916959.00254866
country/PAK,2016,346393157.47831386
country/PAK,2017,368592586.8598701
country/PAK,2018,340233889.00548124
country/PAK,2019,289899688.69093066
country/PAK,2020,281405571.2936887
country/QAT,2000,37279645.50549452
country/QAT,2001,38718754.53021976
country/QAT,2002,45538083.20054947
country/QAT,2003,53558464.02747258
country/QAT,2004,62991431.947802186
country/QAT,2005,74085778.42857146
country/QAT,2006,87134113.24999994
country/QAT,2007,102480582.0109889
country/QAT,2008,120529942.83516479
country/QAT,2009,201923076.92307693
country/QAT,2010,230219780.2197802
country/QAT,2011,256868131.86813185
country/QAT,2012,325769230.7692308
country/QAT,2013,368049450.5494505
country/QAT,2014,380181318.68131864
country/QAT,2015,445149843.73901117
country/QAT,2016,533237775.2554943
country/QAT,2017,639711432.543956
country/QAT,2018,750027926.1428571
country/QAT,2019,764445443.5137362
country/QAT,2020,688204391.1868132
country/SAU,2000,757066666.6666666
country/SAU,2001,774400000.0
country/SAU,2002,744000000.0
country/SAU,2003,830933333.3333334
country/SAU,2004,961600000.0
country/SAU,2005,1235733333.3333333
country/SAU,2006,1583466666.6666667
country/SAU,2007,1906400000.0
country/SAU,2008,2630933333.3333335
country/SAU,2009,3067466666.6666665
country/SAU,2010,3684533333.3333335
country/SAU,2011,4312800000.0
country/SAU,2012,4899200000.0
country/SAU,2013,5350133333.333333
country/SAU,2014,6127200000.0
country/SAU,2015,6727733333.333333
country/SAU,2016,6617416247.775997
country/SAU,2017,5963698112.0
country/SAU,2018,6240804952.000002
country/SDN,2000,20612742.953261577
country/SDN,2001,23192698.87397028
country/SDN,2002,26205268.271686632
country/SDN,2003,29120622.343461685
country/SDN,2004,39549446.50161881
country/SDN,2005,52133398.55709538
country/SDN,2006,72759647.5608634
country/SDN,2007,105153514.21060464
country/SDN,2008,111953000.39744754
country/SDN,2009,102540335.42855503
country/SDN,2010,117085816.24524474
country/SDN,2011,145502566.9322039
country/SDN,2012,143858380.66028398
country/SDN,2013,166289640.22252506
country/SDN,2014,174485491.49942467
country/SDN,2015,225698697.69365552
country/SDN,2016,271583671.783003
country/SDN,2017,324986234.4688899
country/SDN,2018,83940543.34129414
country/SDN,2019,68577561.01881585
country/SDN,2020,172277389.98590133
country/SYR,2000,0.0
country/SYR,2001,0.0
country/SYR,2002,0.0
country/SYR,2003,0.0
country/SYR,2004,0.0
country/SYR,2005,53405.167038201755
country/SYR,2006,0.0
country/SYR,2007,0.0
country/SYR,2008,5523.028953909077
country/SYR,2009,195213.98663697107
country/SYR,2010,294904.9443207127
country/SYR,2011,303899.317288147
country/SYR,2012,0.0
country/TUN,2000,93227222.43163408
country/TUN,2001,93122374.97762755
country/TUN,2002,98800262.40270106
country/TUN,2003,114302057.59079051
country/TUN,2004,123976822.60999869
country/TUN,2005,121930735.04097855
country/TUN,2006,87872265.56976746
country/TUN,2007,67484996.81978123
country/TUN,2008,51886810.859140895
country/TUN,2009,35005411.60134036
country/TUN,2010,24413845.717479385
country/TUN,2011,18352751.42008104
country/TUN,2012,58271922.4017883
country/TUN,2013,55222767.86401255
country/TUN,2014,123246928.8880379
country/TUN,2015,185162707.16880104
country/TUN,2016,132451222.13652843
country/TUN,2017,127034849.0075121
country/TUN,2018,127698044.88703603
country/TUN,2019,117908291.2669116
country/TUN,2020,117898565.35351449
country/ARE,2000,224115408.94486043
country/ARE,2001,202859087.81484005
country/ARE,2002,320224430.91626984
country/ARE,2003,370788071.2430227
country/ARE,2004,454366380.7950992
country/ARE,2005,545616341.2008165
country/ARE,2006,670752729.748128
country/ARE,2007,823862382.573179
country/ARE,2008,1011912375.7658272
country/ARE,2009,1049127501.1354663
country/ARE,2010,1258898631.7168148
country/ARE,2011,1376411826.9571137
country/ARE,2012,1374963669.876106
country/ARE,2013,1523944676.4683454
country/ARE,2014,1641398396.8958476
country/ARE,2015,1406526590.6466973
country/ARE,2016,1122735004.3812122
country/ARE,2017,5286688075.360109
country/ARE,2018,6252950927.896532
country/ARE,2019,6334263231.972771
country/ARE,2020,5659653799.863853
country/YEM,2000,11221074.841339385
country/YEM,2001,11959356.13132015
country/YEM,2002,13128948.42807109
country/YEM,2003,14396424.061270682
country/YEM,2004,12927948.057745773
country/YEM,2005,11824184.788351998
country/YEM,2006,12755071.436418246
country/YEM,2007,13848274.763428817
country/YEM,2008,15853905.198145851
country/YEM,2009,16120682.098432275
country/YEM,2010,16547963.873081857
country/YEM,2011,15706074.990083927
country/YEM,2012,17936990.394504014
country/YEM,2013,20112483.748057406
country/YEM,2014,21350716.67592689
country/YEM,2015,19429602.88808667
country/ALB,2000,0.0
country/ALB,2001,0.0
country/ALB,2002,0.0
country/ALB,2003,0.0
country/ALB,2004,19459.02903066942
country/ALB,2005,30038.974223038236
country/ALB,2006,0.0
country/ALB,2007,22117.069360657882
country/ALB,2008,47678.87092245988
country/ALB,2009,73701.18521231932
country/ALB,2010,125076.16817933958
country/ALB,2011,128845.75676233781
country/ALB,2012,101678.46496329531
country/ALB,2013,75707.98798135667
country/ALB,2014,47402.35115661737
country/ALB,2015,23816.769652142786
country/ALB,2016,24165.777231810218
country/ALB,2017,797649.034424853
country/ALB,2018,583844.5031677599
country/AND,2001,17457096.572706927
country/AND,2002,19619072.06851121
country/AND,2003,26047581.34311512
country/AND,2004,32104600.90638193
country/AND,2005,34946537.88086059
country/AND,2006,38017911.893112525
country/AND,2007,43370957.883931
country/AND,2008,44696559.909184106
country/AND,2009,39827441.33092524
country/AND,2010,38157000.14583059
country/AND,2011,40409375.51503341
country/AND,2012,36138712.38596943
country/AND,2013,35861336.16682162
country/AND,2014,35870864.886408925
country/AND,2015,28847220.68123821
country/AND,2016,30994022.58135931
country/AND,2017,33890646.181653865
country/AND,2018,40151157.2980633
country/AND,2019,36829732.45270346
country/AND,2020,41233580.810965165
country/ARM,2000,1968395.0876618524
country/ARM,2001,2250133.168159428
country/ARM,2002,2610955.4317872645
country/ARM,2003,3108353.749788437
country/ARM,2004,3428619.632237275
country/ARM,2005,482862.8050785162
country/ARM,2006,504758.70920660853
country/ARM,2007,1011461.920957891
country/ARM,2008,2026346.4237574963
country/ARM,2009,2345277.181080927
country/ARM,2010,3318520.717008956
country/ARM,2011,5594617.61889099
country/ARM,2012,11399727.894601122
country/ARM,2013,19822972.590138588
country/ARM,2014,14156575.745663257
country/ARM,2015,14653131.934139274
country/ARM,2016,10805439.00735867
country/ARM,2017,13382599.145822765
country/ARM,2018,27007609.800802696
country/ARM,2019,27980094.281517904
country/ARM,2020,27780682.82678016
country/AUT,2000,1455247165.9044285
country/AUT,2001,1444817205.1064258
country/AUT,2002,1600992877.3716583
country/AUT,2003,1996521762.6721733
country/AUT,2004,2529823614.5501995
country/AUT,2005,2484648176.681376
country/AUT,2006,2674227927.978178
country/AUT,2007,3114282768.225238
country/AUT,2008,3348338121.8978157
country/AUT,2009,3739389116.3186946
country/AUT,2010,3609575224.2691154
country/AUT,2011,3709821051.146053
country/AUT,2012,3529228117.619338
country/AUT,2013,3831770167.38823
country/AUT,2014,3847552738.37491
country/AUT,2015,3347400391.015623
country/AUT,2016,3440920931.7728553
country/AUT,2017,3046625102.686663
country/AUT,2018,3339758243.884112
country/AUT,2019,3348267059.3296103
country/AUT,2020,3392313530.2125773
country/AZE,2000,0.0
country/AZE,2001,0.0
country/AZE,2002,0.0
country/AZE,2003,0.0
country/AZE,2004,0.0
country/AZE,2005,0.0
country/AZE,2006,0.0
country/AZE,2007,0.0
country/AZE,2008,0.0
country/AZE,2009,0.0
country/AZE,2010,0.0
country/AZE,2011,0.0
country/AZE,2012,0.0
country/AZE,2013,0.0
country/AZE,2014,0.0
country/AZE,2015,0.0
country/AZE,2016,0.0
country/AZE,2017,0.0
country/AZE,2018,0.0
country/AZE,2019,0.0
country/AZE,2020,0.0
country/BLR,2000,29797889.9344169
country/BLR,2001,32793453.237410095
country/BLR,2002,36478860.91852392
country/BLR,2003,39684764.52605603
country/BLR,2004,54842119.515844755
country/BLR,2005,69117382.13964027
country/BLR,2006,84763749.58859141
country/BLR,2007,103380755.75060572
country/BLR,2008,138683320.87076494
country/BLR,2009,116686450.74819985
country/BLR,2010,75649234.01297966
country/BLR,2011,83180683.33344507
country/BLR,2012,104321771.14630379
country/BLR,2013,135246214.81686056
country/BLR,2014,93688128.51788245
country/BLR,2015,89777348.19806597
country/BLR,2016,54283281.82983591
country/BLR,2017,108930749.1428792
country/BLR,2018,125583506.80740923
country/BLR,2019,143059654.04320088
country/BLR,2020,159259215.23216134
country/BEL,2000,997224469.1764727
country/BEL,2001,984386413.7401582
country/BEL,2002,1166932534.627453
country/BEL,2003,1498058079.5173538
country/BEL,2004,1744252395.6516714
country/BEL,2005,1847964126.514802
country/BEL,2006,1942133402.976455
country/BEL,2007,2261088853.0743117
country/BEL,2008,2158677012.962356
country/BEL,2009,2010339181.7214375
country/BEL,2010,1980388818.8978384
country/BEL,2011,2289192237.3478646
country/BEL,2012,2129055427.8808599
country/BEL,2013,2358435357.98134
country/BEL,2014,2466511560.9668922
country/BEL,2015,2293446691.242538
country/BEL,2016,2444131621.613587
country/BEL,2017,2644565898.123179
country/BEL,2018,2891859049.2097235
country/BEL,2019,2870894955.1835246
country/BEL,2020,2764369170.3525267
country/BIH,2000,0.0
country/BIH,2001,0.0
country/BIH,2002,0.0
country/BIH,2003,0.0
country/BIH,2004,0.0
country/BIH,2005,0.0
country/BIH,2006,0.0
country/BIH,2007,0.0
country/BIH,2008,0.0
country/BIH,2009,6264723.978405202
country/BIH,2010,5367940.406932283
country/BIH,2011,4457926.578850861
country/BIH,2012,4070647.3508910513
country/BIH,2013,4480495.6206181375
country/BIH,2014,4551716.356650136
country/BIH,2015,4366337.6650131345
country/BIH,2016,4682889.685827733
country/BIH,2017,5969967.903779603
country/BIH,2018,7127401.187005877
country/BIH,2019,6977330.6986224465
country/BIH,2020,5715681.793880438
country/BGR,2000,470970.5525662008
country/BGR,2001,2087235.1381763425
country/BGR,2002,10110858.33965262
country/BGR,2003,18581386.87079237
country/BGR,2004,24630677.656312436
country/BGR,2005,32112908.690496426
country/BGR,2006,37827397.49454864
country/BGR,2007,45337811.83303577
country/BGR,2008,67787652.53592913
country/BGR,2009,62767841.80375909
country/BGR,2010,57968378.95615538
country/BGR,2011,57591467.93067707
country/BGR,2012,59538122.9263168
country/BGR,2013,62772185.40050204
country/BGR,2014,66680308.87157876
country/BGR,2015,59783495.8059397
country/BGR,2016,64848584.82784586
country/BGR,2017,127228637.96787617
country/BGR,2018,147607030.60172465
country/BGR,2019,148931765.60375845
country/BGR,2020,155132452.90347672
country/HRV,2000,18584273.200507652
country/HRV,2001,56885507.55070316
country/HRV,2002,39198995.48031825
country/HRV,2003,44696755.412211396
country/HRV,2004,56277582.55113437
country/HRV,2005,50796534.613269724
country/HRV,2006,71292265.97224897
country/HRV,2007,52718700.989778124
country/HRV,2008,89872917.9010157
country/HRV,2009,175199257.30511042
country/HRV,2010,127669527.93576409
country/HRV,2011,290349737.32284546
country/HRV,2012,258747286.21315807
country/HRV,2013,231878494.6771156
country/HRV,2014,180753322.96239144
country/HRV,2015,199593667.74911356
country/HRV,2016,217546156.21567273
country/HRV,2017,231740664.8810939
country/HRV,2018,259036862.4493109
country/HRV,2019,296076500.90016985
country/HRV,2020,340647882.3771589
country/CYP,2000,22493243.792728283
country/CYP,2001,23324267.019136872
country/CYP,2002,24563587.354376785
country/CYP,2003,109290615.66643822
country/CYP,2004,132402128.76851146
country/CYP,2005,141721285.00958243
country/CYP,2006,157072161.78541145
country/CYP,2007,163391481.6779117
country/CYP,2008,109706182.52550767
country/CYP,2009,117753081.74051797
country/CYP,2010,171803599.98333368
country/CYP,2011,182496469.29961142
country/CYP,2012,176279429.7246094
country/CYP,2013,177916020.65137288
country/CYP,2014,181513062.16078368
country/CYP,2015,178033547.9425781
country/CYP,2016,184231847.19805494
country/CYP,2017,202990151.23764753
country/CYP,2018,231428112.42274508
country/CYP,2019,214622294.5960781
country/CYP,2020,149494053.32762688
country/CZE,2000,38715186.99083074
country/CZE,2001,75878847.32680762
country/CZE,2002,97699257.55294064
country/CZE,2003,140468202.81434998
country/CZE,2004,128783216.38692982
country/CZE,2005,320093255.362118
country/CZE,2006,274605535.4665924
country/CZE,2007,293314786.11980695
country/CZE,2008,430549936.1378493
country/CZE,2009,310665978.5280386
country/CZE,2010,233057245.85917497
country/CZE,2011,204233606.4826631
country/CZE,2012,169673686.15808976
country/CZE,2013,491753303.2144341
country/CZE,2014,532462579.7904376
country/CZE,2015,397646465.7756997
country/CZE,2016,432096195.09068096
country/CZE,2017,227359465.20326868
country/CZE,2018,237079321.51910314
country/CZE,2019,237746126.08880508
country/CZE,2020,239897377.23635098
country/DNK,2000,204375916.8384661
country/DNK,2001,205819723.90960154
country/DNK,2002,227873987.83806497
country/DNK,2003,297677176.86871755
country/DNK,2004,357699838.14763874
country/DNK,2005,371858173.6260841
country/DNK,2006,415855419.7552907
country/DNK,2007,515274458.6594815
country/DNK,2008,625915674.6500397
country/DNK,2009,636650790.2951012
country/DNK,2010,691934940.412424
country/DNK,2011,775503763.3870505
country/DNK,2012,729761735.3703504
country/DNK,2013,777535906.8387328
country/DNK,2014,806837754.0475366
country/DNK,2015,715718739.9802648
country/DNK,2016,737300613.3548801
country/DNK,2017,788047395.7512364
country/DNK,2018,874192280.8793935
country/DNK,2019,878084995.3620927
country/DNK,2020,867129626.9119128
country/DNK,2021,949472662.8372203
country/EST,2000,718973.4944331592
country/EST,2001,526373.8612383083
country/EST,2002,734418.0715004136
country/EST,2003,988711.9832152512
country/EST,2004,1206774.1069165207
country/EST,2005,1319157.7818514502
country/EST,2006,754082.2468393273
country/EST,2007,1259417.9761479478
country/EST,2008,2347013.28341768
country/EST,2009,1749955.2252295066
country/EST,2010,1643114.2006775376
country/EST,2011,27421518.482490327
country/EST,2012,26338167.773437507
country/EST,2013,28554537.843137335
country/EST,2014,29331875.82180774
country/EST,2015,25145759.388827655
country/EST,2016,26983217.379687615
country/EST,2017,29744342.702381294
country/EST,2018,38392565.39896069
country/EST,2019,35035187.32574917
country/EST,2020,34838292.56409044
country/FIN,2000,235785708.2903373
country/FIN,2001,239904628.13319844
country/FIN,2002,259725501.08945107
country/FIN,2003,319444417.03432137
country/FIN,2004,366114005.3444679
country/FIN,2005,443965426.333634
country/FIN,2006,438447293.0235696
country/FIN,2007,493028418.2570776
country/FIN,2008,619645457.2945318
country/FIN,2009,615881107.3628203
country/FIN,2010,603293314.5819504
country/FIN,2011,680143900.481233
country/FIN,2012,676132114.547057
country/FIN,2013,729800574.7325608
country/FIN,2014,753965378.6223503
country/FIN,2015,634866909.2598218
country/FIN,2016,653061869.4794576
country/FIN,2017,685672133.74738
country/FIN,2018,750265189.7228758
country/FIN,2019,585373221.1764697
country/FIN,2020,585866650.1634263
country/FRA,2000,26174510666.64649
country/FRA,2001,26616226766.662315
country/FRA,2002,29884192761.2313
country/FRA,2003,37174086369.55523
country/FRA,2004,43322243899.736755
country/FRA,2005,45069417690.217575
country/FRA,2006,46677187608.42346
country/FRA,2007,53176055447.411934
country/FRA,2008,59522415103.812485
country/FRA,2009,58392956630.87496
country/FRA,2010,57373411384.00011
country/FRA,2011,62666702418.190796
country/FRA,2012,59391193605.22267
country/FRA,2013,62837357970.01157
country/FRA,2014,64641449434.57911
country/FRA,2015,49988613925.35381
country/FRA,2016,43377440325.468994
country/FRA,2017,42809583487.66619
country/FRA,2018,46035669388.25593
country/FRA,2019,46569198308.89624
country/FRA,2020,46038075939.44198
country/GEO,2000,1012060.3862697124
country/GEO,2001,1929555.157138145
country/GEO,2002,1821763.239095039
country/GEO,2003,2330296.18064456
country/GEO,2004,4695693.0060261395
country/GEO,2005,6620050.477884893
country/GEO,2006,8986576.301649429
country/GEO,2007,22747793.813198663
country/GEO,2008,57687470.30380937
country/GEO,2009,44897084.2964483
country/GEO,2010,25808744.11471795
country/GEO,2011,42692081.2915629
country/GEO,2012,49053499.60383758
country/GEO,2013,58917245.31818318
country/GEO,2014,54936756.65471011
country/GEO,2015,50675489.58765566
country/GEO,2016,67603967.5078431
country/GEO,2017,64710031.38023203
country/GEO,2018,154420700.48896188
country/GEO,2019,138325032.95607573
country/GEO,2020,132379606.2506364
country/DEU,2000,18555376109.803963
country/DEU,2001,18658649947.637817
country/DEU,2002,20594595741.176506
country/DEU,2003,25719193836.470535
country/DEU,2004,29185680054.44023
country/DEU,2005,30373219909.72761
country/DEU,2006,31702614695.294075
country/DEU,2007,36384821463.137375
country/DEU,2008,41291459785.15624
country/DEU,2009,40643959773.43747
country/DEU,2010,39621694016.66674
country/DEU,2011,43398380875.486465
country/DEU,2012,40337225142.18751
country/DEU,2013,42692354370.588356
country/DEU,2014,43334367083.52926
country/DEU,2015,37856579828.12498
country/DEU,2016,38475952202.334724
country/DEU,2017,40217779563.52948
country/DEU,2018,44118098577.25487
country/DEU,2019,43080737560.78424
country/DEU,2020,45000242300.38923
country/GRC,2003,382370445.77027375
country/GRC,2004,470995461.5861747
country/GRC,2005,486250948.6331514
country/GRC,2006,530068952.22263503
country/GRC,2007,653196404.5514026
country/GRC,2008,771665572.3515896
country/GRC,2009,675901732.9715427
country/GRC,2010,803318014.1666695
country/GRC,2011,768094828.1128407
country/GRC,2012,1253092935.3398428
country/GRC,2013,815602015.9825748
country/GRC,2014,858646736.8086127
country/GRC,2015,753950245.8706949
country/GRC,2016,2290772351.5768003
country/GRC,2017,2058827767.0832047
country/GRC,2018,2001161664.5435302
country/GRC,2019,2938810507.085879
country/GRC,2020,2233262642.8848767
country/HUN,2000,122482465.33673921
country/HUN,2001,157164298.92840937
country/HUN,2002,156324483.62329686
country/HUN,2003,253688402.78190532
country/HUN,2004,366991512.36153704
country/HUN,2005,368599451.35470295
country/HUN,2006,417163363.27772236
country/HUN,2007,600906735.1634449
country/HUN,2008,662598287.9498018
country/HUN,2009,547494748.9806836
country/HUN,2010,586623813.2832121
country/HUN,2011,591121832.3344358
country/HUN,2012,552517538.1767693
country/HUN,2013,532984644.27009994
country/HUN,2014,490916516.79193974
country/HUN,2015,405497033.1057074
country/HUN,2016,413354582.80545175
country/HUN,2017,413989141.2607803
country/HUN,2018,421513665.2130732
country/HUN,2019,400579955.96229225
country/HUN,2020,383426779.5105999
country/ISL,2000,9689382.781712161
country/ISL,2001,-5739104.711434823
country/ISL,2002,11544520.610215098
country/ISL,2003,14863969.809533061
country/ISL,2004,17364312.002849277
country/ISL,2005,21253486.464315
country/ISL,2006,21983613.565118212
country/ISL,2007,27349153.07157911
country/ISL,2008,22853980.812507395
country/ISL,2009,17162874.309321262
country/ISL,2010,16996884.940724857
country/ISL,2011,18610304.603651304
country/ISL,2012,18242398.130678236
country/ISL,2013,19919197.107472543
country/ISL,2014,22431783.74576273
