dcid,year,principalRepaymentsCurrentUSD
country/RUS,1998,4239766448.2
country/RUS,1999,2677932995.7
country/RUS,2005,29121273071.4
country/RUS,2012,30872935179.3
country/RUS,2014,69696000273.5
country/RUS,2023,56185652994.1
country/RUS,2024,44955395128.4
country/RUS,2025,65127514009.9
country/RUS,2027,27215703098.3
country/RUS,2000,3333262159.4
country/RUS,2001,5587480655.9
country/RUS,2003,13031344231.2
country/RUS,2006,37413890867.1
country/RUS,2011,33069487658.1
country/RUS,2015,84724971821.0
country/RUS,2021,79085469018.4
country/RUS,2026,36250143444.4
country/RUS,2028,23384531394.1
country/RWA,1970,272099.4
country/RWA,1973,125914.8
country/RWA,1977,743072.9
country/RWA,1978,1030716.9
country/RWA,1979,993707.4
country/RWA,1985,9345192.4
country/RWA,1986,10135520.7
country/RWA,1987,11455756.8
country/RWA,1990,8906013.6
country/RWA,1991,11376343.3
country/RWA,1993,11090502.2
country/RWA,1996,8940487.8
country/RWA,1999,11958271.9
country/RWA,2000,13113076.0
country/RWA,2006,17781878.7
country/RWA,2013,75496475.3
country/RWA,2016,148162960.6
country/RWA,2018,155493323.6
country/RWA,1974,424981.2
country/WSM,1970,75000.0
country/WSM,1971,72000.0
country/WSM,1973,530503.1
country/WSM,1980,2293362.3
country/WSM,1981,1671769.0
country/WSM,1982,1742411.3
country/WSM,1983,2705066.4
country/WSM,1984,2886659.2
country/WSM,1990,3254516.3
country/WSM,1991,2922667.8
country/WSM,1994,3668993.2
country/WSM,2004,4517628.2
country/WSM,2006,4884395.8
country/WSM,2008,5961673.9
country/WSM,2010,7240497.8
country/WSM,2014,13377831.3
country/WSM,2018,21890459.2
country/WSM,2022,28951096.2
country/WSM,2025,30503384.8
country/WSM,2026,29478435.8
country/RWA,1982,2461982.5
country/RWA,1984,6386422.0
country/RWA,1988,8748452.6
country/RWA,1994,1488927.6
country/RWA,1997,10151976.2
country/RWA,2009,29310252.0
country/RWA,2011,35663335.1
country/RWA,2012,67924105.0
country/RWA,2015,125735171.3
country/RWA,2017,155428540.4
country/RWA,2020,102295414.3
country/RWA,2022,705792831.4
country/RWA,2025,473383888.3
country/PHL,1970,261107504.3
country/PHL,1974,329115565.1
country/PHL,1975,298767793.2
country/PHL,1976,343356203.8
country/PHL,1979,962304969.1
country/STP,1981,1111587.3
country/STP,1985,1505818.8
country/STP,1987,2475927.1
country/STP,1988,1291830.8
country/STP,1990,1126272.4
country/STP,1992,1312423.7
country/STP,2006,4560630.8
country/STP,2019,4787470.6
country/PHL,1980,540953378.1
country/PHL,1984,527348237.9
country/PHL,1985,587637093.1
country/PHL,1989,887150776.3
country/PHL,1992,2636488333.0
country/PHL,1993,2701815646.6
country/PHL,1998,2375495442.1
country/PHL,2000,4047325854.0
country/PHL,2002,6652742014.8
country/PHL,2003,6730985226.6
country/PHL,2007,4738870184.8
country/PHL,2017,8246356915.4
country/PHL,2028,4481243903.8
country/RUS,1993,1437637814.1
country/RUS,1994,2180871453.0
country/RUS,2004,11093643188.2
country/RUS,2009,74281456451.3
country/RUS,2010,42973830136.3
country/RUS,2013,34155257174.8
country/RUS,2017,61773295084.9
country/RWA,1971,347245.9
country/RWA,1972,429416.1
country/RWA,1975,280054.8
country/RWA,1980,2579313.0
country/RWA,1981,2382009.4
country/RWA,1995,11365049.1
country/RWA,1998,8989528.1
country/SEN,1974,24384711.0
country/SEN,1976,25928408.0
country/SEN,1990,140983738.3
country/SEN,1993,57890046.5
country/SEN,1995,155583324.7
country/SEN,1999,129978486.0
country/SEN,2001,124320560.7
country/SEN,2006,111009861.5
country/SEN,2007,126261103.1
country/SEN,2022,3816682860.1
country/SEN,2023,3165739427.8
country/SEN,2024,2851026988.5
country/SEN,2025,2522696467.3
country/SEN,2028,1068287215.7
country/RWA,2001,10883273.7
country/RWA,2004,13726462.9
country/RWA,2007,16158230.0
country/RWA,2010,41299434.9
country/RWA,2019,185388576.1
country/RWA,2021,609829372.9
country/RWA,2023,661159837.2
country/RWA,2024,513903463.0
country/RWA,2026,491281977.5
country/RWA,2027,529986441.3
country/WSM,1985,3568969.7
country/WSM,1987,2682659.1
country/WSM,1989,3309625.1
country/WSM,1995,2962348.0
country/WSM,1998,2808064.8
country/WSM,2000,4192428.6
country/WSM,2002,3544160.5
country/WSM,2003,4037715.2
country/WSM,2005,4263485.0
country/WSM,2009,5996744.1
country/PHL,1971,257548825.4
country/PHL,1973,399824151.7
country/PHL,1983,827326724.9
country/PHL,1987,1235330550.2
country/PHL,1988,1211529311.6
country/PHL,1990,1472963758.0
country/PHL,1994,2249949533.9
country/PHL,1996,2890303583.1
country/PHL,2005,5747778842.0
country/PHL,2009,5674688588.1
country/PHL,2011,6311311376.9
country/PHL,2013,2937700303.1
country/PHL,2014,4477002338.1
country/PHL,2015,7411486680.6
country/WSM,2011,7747396.0
country/WSM,2012,8608689.5
country/WSM,2020,18053375.4
country/WSM,2021,11303238.5
country/WSM,2024,32385705.5
country/WSM,2027,29493634.3
country/PHL,2016,7811629740.1
country/PHL,2018,6236794836.4
country/PHL,2021,9329533507.7
country/PHL,2023,8119033380.1
country/PHL,2027,4011039855.2
country/STP,1982,1621616.0
country/STP,1995,836632.4
country/STP,1998,1962503.2
country/STP,2005,4420746.3
country/STP,2008,1720011.3
country/STP,2009,1743049.4
country/STP,2011,1097029.6
country/STP,2012,10837508.3
country/STP,2014,11540638.1
country/STP,2015,771529.2
country/STP,2016,724670.6
country/STP,2017,2119435.3
country/STP,2020,732018.2
country/STP,2028,9416352.5
country/RUS,1995,3273010419.8
country/RUS,1996,2638178786.8
country/RUS,2002,5558426209.5
country/RUS,2007,24758633006.0
country/RUS,2008,64001687798.5
country/RUS,2016,73036278381.8
country/RUS,2018,90548149616.7
country/RUS,2019,78404643549.5
country/RUS,2020,92297923089.6
country/RUS,2022,61346776633.3
country/RWA,1976,653721.6
country/RWA,1983,5022113.6
country/RWA,1989,13909282.9
country/RWA,1992,9675199.2
country/RWA,2002,9084931.9
country/RWA,2003,12106680.8
country/RWA,2005,13157585.6
country/RWA,2008,32615336.5
country/RWA,2014,116201750.5
country/RWA,2028,284427961.8
country/WSM,1972,182597.1
country/WSM,1975,564383.6
country/WSM,1976,2847164.8
country/WSM,1979,2126885.0
country/SEN,1971,12596132.5
country/SEN,1972,11120531.0
country/SEN,1973,32153779.9
country/SEN,1981,79108655.2
country/SEN,1984,44234915.5
country/SEN,1985,52156064.0
country/SEN,1991,141890740.2
country/SEN,1994,124987016.3
country/SEN,1997,97478145.2
country/SEN,2004,232291103.0
country/SEN,2005,111619344.9
country/SEN,2012,139024976.4
country/SEN,2014,117048874.6
country/SEN,2017,146674632.0
country/WSM,1986,4040300.2
country/WSM,1988,2871825.5
country/WSM,1992,3256883.0
country/WSM,1993,2752391.2
country/WSM,1996,3100468.3
country/WSM,2007,5274727.2
country/WSM,2013,9678834.2
country/WSM,2015,13725742.9
country/WSM,2016,15591409.4
country/WSM,2017,18257666.0
country/WSM,2023,32253245.2
country/STP,1980,904432.5
country/STP,1983,2015377.4
country/STP,1984,2299218.5
country/STP,1986,836000.0
country/STP,1989,2514874.8
country/STP,1991,821123.1
country/STP,1994,1245611.5
country/STP,1996,1321467.7
country/STP,1997,1640737.1
country/STP,1999,2605325.9
country/STP,2004,3881562.7
country/STP,2007,4240814.4
country/STP,2010,1182413.1
country/STP,2025,9843491.5
country/STP,2027,9633759.1
country/WSM,1974,559859.3
country/WSM,1977,1107396.5
country/WSM,1978,1632963.9
country/WSM,1997,3226494.6
country/WSM,1999,3296344.6
country/WSM,2001,3484424.3
country/WSM,2019,21346328.8
country/WSM,2028,27090008.8
country/STP,1993,890038.1
country/STP,2000,2185777.6
country/STP,2001,1602685.5
country/STP,2002,1690019.5
country/STP,2003,2375731.2
country/STP,2013,4724879.9
country/STP,2018,2704572.4
country/STP,2021,1460293.5
country/STP,2022,7138722.4
country/STP,2023,7026351.6
country/STP,2024,9803621.8
country/STP,2026,9500425.8
country/SEN,1977,36410238.4
country/SEN,1979,85620990.0
country/SEN,1980,156308489.2
country/SEN,1989,131474408.7
country/SEN,1992,97239949.7
country/SEN,1996,117812334.1
country/SEN,2003,133775169.4
country/SEN,2009,145932894.9
country/SEN,2010,84303091.4
country/SEN,2018,306676331.7
country/SEN,2019,805915795.1
country/SEN,2020,423277226.4
country/SEN,2021,1063098395.9
country/SEN,2026,3309613338.0
country/SEN,1970,9418928.5
country/SEN,1975,22784840.3
country/SEN,1978,74384414.0
country/SEN,1982,30522345.3
country/SEN,1983,29466029.8
country/SEN,1986,97814319.4
country/SEN,1987,158782808.1
country/SEN,1988,164591707.9
country/SEN,1998,155862045.4
country/SEN,2000,127264946.6
country/SEN,2002,124638725.0
country/SEN,2008,126083751.9
country/SEN,2011,139223538.7
country/SEN,2013,144501101.1
country/SEN,2015,722357672.0
country/SEN,2016,121312097.6
country/SEN,2027,2240233369.4
country/SRB,1971,542773863.6
country/SRB,1978,1309123619.6
country/SRB,1979,2238169146.4
country/SRB,1982,2097439220.6
country/SRB,1991,2390776172.7
country/SRB,2004,352641504.3
country/SRB,2007,2333546478.5
country/SRB,2008,3485787576.3
country/SRB,1977,1231007533.4
country/SRB,1984,1572625111.0
country/SRB,1985,1199930260.0
country/SRB,1989,1819910000.1
country/SRB,1993,12406000.0
country/SRB,2001,30040000.0
country/SRB,2011,4256987368.0
country/SRB,2012,4758958534.4
country/SRB,2015,2979904959.9
country/SRB,2016,5016205232.4
country/SRB,2021,4956346677.0
country/SLE,1971,6285838.4
country/SLE,1982,18734855.7
country/SLE,1984,17379235.1
country/SLE,1985,9427563.0
country/SLE,1989,3946273.6
country/SLE,1997,7229353.9
country/SLE,1999,6563910.4
country/SLE,2000,9648762.2
country/SLE,2004,8868765.2
country/SLE,2006,7779746.0
country/SLE,2010,4837593.1
country/SLE,2013,9867446.4
country/SLE,2028,68449636.7
country/SLB,1978,11517.0
country/SLB,1983,60619.0
country/SLB,1986,961737.9
country/SLB,1987,1116144.9
country/SLB,1988,3010497.4
country/SLB,1991,8573112.3
country/SLE,1975,11179115.3
country/SLE,1978,29883584.6
country/SLE,1981,41869722.0
country/SLE,1987,6841320.2
country/SLE,1990,7391672.9
country/SLE,1994,14092072.0
country/SLE,1998,13541410.3
country/SLE,2001,9193694.4
country/SLE,2007,5037064.6
country/SLE,2008,2422207.9
country/SLE,2009,3336042.2
country/SLE,2015,13909240.4
country/SLE,2019,40186620.3
country/SLE,2020,45088163.2
country/SLE,2021,47996279.8
country/SLE,2026,72945330.2
country/SLE,2027,71458958.2
country/SLB,1994,12539381.5
country/SLB,1995,6549454.5
country/SLB,1998,7829800.1
country/SLB,1999,7338419.3
country/SLB,2002,3340349.8
country/SLB,2005,10004917.7
country/SLB,2016,13242362.5
country/SLB,2018,29514616.6
country/SLB,2023,46660555.1
country/SLB,2025,28103168.5
country/SLB,2027,19350766.6
country/SOM,1976,1673619.7
country/SOM,1977,2158388.2
country/SOM,1981,42888377.2
country/SOM,1985,2246686.0
country/SOM,1990,2604431.5
country/SOM,1999,0.0
country/SOM,2000,0.0
country/SOM,2005,0.0
country/SOM,2007,0.0
country/SOM,2014,0.0
country/SOM,2019,0.0
country/SOM,2021,15412600.3
country/SOM,2024,14620813.7
country/SOM,2027,49140881.9
country/SLB,1980,16283.9
country/SLB,1985,890569.6
country/SLB,1993,7146696.8
country/SLB,1996,6327923.2
country/SLB,2000,6249821.2
country/SLB,2003,5509177.9
country/SLB,2004,12254000.0
country/SLB,2006,2817617.1
country/SLB,2009,7590933.0
country/SLB,2010,17466085.7
country/SLB,2015,8534800.7
country/SLB,2024,42569029.9
country/ZAF,1996,2769478650.7
country/ZAF,1997,4680326695.7
country/ZAF,2000,2630999725.8
country/ZAF,2004,2616028809.1
country/ZAF,2005,2870532644.7
country/ZAF,2007,1703116236.0
country/ZAF,2013,9240402382.1
country/ZAF,2018,21653348840.8
country/ZAF,2019,13795537003.2
country/ZAF,2023,3484432475.2
country/ZAF,2027,4482507928.8
country/SOM,1972,1199970.6
country/SOM,1974,1963541.2
country/SOM,1975,2196810.6
country/SOM,1980,7061419.5
country/SOM,1982,4827032.5
country/SOM,1984,5363868.9
country/SOM,1987,3842683.5
country/SOM,1989,6954584.8
country/SOM,2001,0.0
country/SOM,2002,0.0
country/SOM,2008,0.0
country/SOM,2010,0.0
country/SOM,2013,0.0
country/SOM,2015,0.0
country/SOM,2016,0.0
country/SOM,2020,350052126.8
country/ZAF,1995,2070358850.8
country/ZAF,1999,2843888332.5
country/ZAF,2008,4005196324.8
country/ZAF,2010,3472540671.6
country/ZAF,2012,5941973441.5
country/ZAF,2017,8634667423.2
country/ZAF,2026,4664371239.9
country/SRB,1973,853008284.0
country/SRB,1976,1144162804.5
country/SRB,1980,2382655383.8
country/SRB,1981,1861094721.4
country/SRB,1986,1540172852.6
country/SRB,1987,1366754271.9
country/SRB,1988,1243407803.2
country/SRB,1990,2726640025.5
country/SRB,2005,569801837.3
country/SRB,2010,3431336748.0
country/SRB,2013,6290258911.9
country/SRB,2017,4086317050.2
country/SRB,2018,4813296318.8
country/SRB,2020,4411214474.2
country/SRB,2022,4961966778.6
country/SRB,2023,3831236856.8
country/SRB,2024,4613347211.8
country/SRB,2025,2463595001.0
country/SRB,2026,2162860789.9
country/SRB,2027,4117354567.4
country/SRB,1970,380958876.4
country/SRB,1972,752976090.7
country/SRB,1974,979392552.0
country/SRB,1975,1160263486.2
country/SRB,1983,1656598232.1
country/SRB,1992,964823684.7
country/SRB,2002,79303275.8
country/SRB,2003,168341394.0
country/SRB,2006,1319291778.9
country/SRB,2009,3612544575.1
country/SRB,2014,6340342886.4
country/SRB,2019,6150459022.3
country/SRB,2028,2803301138.5
country/SLE,1970,10586170.4
country/SLE,1972,8054903.0
country/SLE,1974,10513149.9
country/SLE,1976,16825165.7
country/SLE,1977,12305367.9
country/SLE,1991,2483466.5
country/SLE,1992,11209870.3
country/SLE,1993,4888952.6
country/SLE,1995,56652041.9
country/SLE,2005,4805569.2
country/SLE,2012,7880691.5
country/SLE,2014,14200720.2
country/SLE,2016,19679114.3
country/SLE,2022,54289535.5
country/SLE,2024,68735358.7
country/SLE,2025,69612443.5
country/SLE,1973,9183970.2
country/SLE,1979,34876949.2
country/SLE,1980,42933071.3
country/SLE,1983,15602400.8
country/SLE,1986,7814883.2
country/SLE,1988,9616882.7
country/SLE,1996,46953748.4
country/SLE,2002,8010900.5
country/SLE,2003,8430716.1
country/SLB,1982,12253.7
country/SLB,1990,7002404.5
country/SLB,1997,4381653.6
country/SLB,2007,10688669.2
country/SLB,2014,13460427.4
country/SLB,2017,17073391.6
country/SLB,2019,9830453.8
country/SLB,2020,5704071.1
country/SLB,2021,9102193.2
country/SLB,2026,23194648.5
country/SLB,2028,18257506.6
country/SOM,1986,3143214.2
country/SOM,1988,1121000.0
country/SOM,1996,0.0
country/SOM,2003,0.0
country/SOM,2006,0.0
country/SOM,2009,0.0
country/SOM,2017,0.0
country/SOM,2023,15014893.7
country/SOM,2026,13895451.3
country/ZAF,2003,2951121289.4
country/ZAF,2009,2775639441.3
country/ZAF,2015,20633629949.1
country/ZAF,2016,8050331359.3
country/ZAF,2024,4778556581.8
country/SLE,2011,7037902.8
country/SLE,2017,23249133.0
country/SLE,2018,29249558.9
country/SLE,2023,60448038.7
country/SLB,1979,14850.9
country/SLB,1981,12167.4
country/SLB,1984,655915.4
country/SLB,1989,5663405.2
country/SLB,1992,5180169.9
country/SLB,2001,4504016.8
country/SLB,2008,10786083.3
country/SLB,2011,12600343.0
country/SLB,2012,21771628.0
country/SLB,2013,38881053.7
country/SLB,2022,64357102.6
country/SOM,1970,497600.0
country/SOM,1971,592217.3
country/SOM,1973,1787262.8
country/SOM,1978,2928624.9
country/SOM,1979,3058908.7
country/SOM,1983,7447585.8
country/SOM,2004,0.0
country/SOM,2018,0.0
country/SOM,2022,15403393.7
country/SOM,2025,14360256.3
country/SOM,2028,185035917.5
country/ZAF,1994,1994454097.7
country/ZAF,1998,2441782999.7
country/ZAF,2001,3172250000.0
country/ZAF,2002,3766399393.9
country/ZAF,2006,4921453799.1
country/ZAF,2011,3098174840.1
country/ZAF,2014,5097971538.8
country/ZAF,2020,20613322502.2
country/ZAF,2021,19846665087.5
country/ZAF,2022,5096387387.9
country/ZAF,2025,6320736812.5
country/ZAF,2028,6654307311.1
country/LKA,1973,39092949.8
country/LKA,1976,104811026.1
country/LKA,1979,50063717.5
country/LKA,1981,45970858.6
country/LKA,1984,91885993.3
country/LKA,1985,112040919.9
country/LKA,1987,207074559.4
country/LKA,1992,222323267.6
country/LKA,1994,248334550.9
country/LKA,1998,312434984.8
country/LKA,2001,438569112.6
country/LKA,2006,530661475.9
country/LKA,2007,565743115.7
country/LKA,2009,977991363.9
country/LKA,2017,2713296493.7
country/LKA,2019,4430997273.6
country/LKA,2022,6312546183.9
country/LKA,2027,4072892579.7
country/LKA,1970,29400462.6
country/LKA,1972,35948138.9
country/LKA,1974,52424654.0
country/LKA,1980,51526472.0
country/LKA,1995,246048245.9
country/LKA,1996,242343508.3
country/LKA,2005,246466213.9
country/LKA,2011,817787651.5
country/LKA,2015,2115456679.6
country/LKA,2020,3497710321.7
country/LKA,2021,3034552615.5
country/LKA,2023,5214751222.4
country/LCA,1981,650674.3
country/LCA,1984,685434.0
country/LCA,1985,715522.5
country/LCA,1988,1288550.6
country/LCA,1992,7172087.3
country/LCA,1993,6071151.0
country/LCA,2000,20881990.5
country/LCA,2007,26848234.4
country/LCA,2014,17521359.7
country/LCA,2016,24462287.1
country/LCA,2018,19100096.6
country/LCA,2027,38568000.9
country/LCA,1983,741838.8
country/LCA,1986,950432.4
country/LCA,1989,2406942.2
country/LCA,1991,5924940.7
country/LCA,1994,5808088.7
country/LCA,1995,6186280.3
country/LCA,1996,6536583.4
country/LCA,1999,10284121.5
country/LCA,2001,13889843.9
country/LCA,2002,9436006.9
country/LCA,2003,15636451.9
country/LCA,2004,9826993.5
country/LCA,2005,14443921.2
country/LCA,2010,30460902.2
country/LCA,2013,21040796.8
country/LCA,2021,18666869.9
country/LCA,2022,25117095.5
country/LCA,2025,29834687.1
country/LCA,2026,38546245.5
country/VCT,1977,24801.7
country/VCT,1981,263411.6
country/VCT,1985,1222297.3
country/VCT,1987,1640185.8
country/VCT,1994,4869897.3
country/VCT,1995,4512367.9
country/VCT,2000,6117756.1
country/VCT,2002,7441177.2
country/VCT,2007,18306168.2
country/VCT,2012,28210572.7
country/VCT,2014,22111912.9
country/VCT,2015,24799188.2
country/VCT,2018,30337328.2
country/VCT,2021,23268430.0
country/VCT,2026,35306814.8
country/VCT,1989,1959091.6
country/VCT,1993,5495076.6
country/VCT,1996,5632434.0
country/VCT,2001,6636116.6
country/VCT,2003,9223246.7
country/VCT,2009,24874250.7
country/VCT,2010,26249338.2
country/LKA,1971,29735930.6
country/LKA,1977,104267798.3
country/LKA,1978,66198041.6
country/LKA,1983,74518075.9
country/LKA,1986,149210507.3
country/LKA,1989,195446450.6
country/LKA,1991,167702714.7
country/LKA,1999,436436573.0
country/LKA,1975,117742137.7
country/LKA,1982,75463030.4
country/LKA,1988,209101047.6
country/LKA,1990,167184574.3
country/LKA,1993,236532379.0
country/LKA,1997,283403699.8
country/LKA,2000,453364171.7
country/LKA,2004,446916736.5
country/LKA,2008,816240018.1
country/LKA,2010,727298162.4
country/LKA,2012,1377529895.2
country/LKA,2018,5522829160.8
country/LKA,2024,5301902027.6
country/LKA,2028,3615504368.2
country/LKA,2002,438528040.2
country/LKA,2003,391192717.5
country/LKA,2013,925543334.6
country/LKA,2014,4912623143.6
country/LKA,2016,1701898019.9
country/LKA,2025,5338436300.2
country/LKA,2026,3997097139.3
country/LCA,1987,1032834.4
country/LCA,1997,6881285.7
country/LCA,2008,32921105.9
country/LCA,2009,28346175.4
country/LCA,2020,17691782.5
country/LCA,2024,24496813.2
country/LCA,2028,40136591.6
country/LCA,1982,667784.3
country/LCA,1990,3202850.6
country/LCA,1998,8192444.4
country/LCA,2006,18307312.3
country/LCA,2011,31787664.4
country/LCA,2012,28727534.5
country/LCA,2015,47235623.8
country/LCA,2017,18985447.0
country/LCA,2019,19794469.9
country/LCA,2023,26031223.7
country/VCT,1980,145721.6
country/VCT,1984,736570.3
country/VCT,1986,1440141.8
country/VCT,1990,2451859.1
country/VCT,1991,3016960.2
country/VCT,2004,12861389.5
country/VCT,2005,15467732.0
country/VCT,2008,19845846.1
country/VCT,2013,24522766.1
country/VCT,2016,24601483.3
country/VCT,2020,24396973.7
country/VCT,2022,32671833.2
country/VCT,2023,29917202.8
country/VCT,2025,32811748.9
country/VCT,1976,8115.0
country/VCT,1978,26839.0
country/VCT,1979,69494.2
country/VCT,1982,814258.5
country/VCT,1983,739678.7
country/VCT,1988,2104194.8
country/VCT,1992,3842839.1
country/VCT,1997,6769324.6
country/VCT,1998,6675607.8
country/VCT,1999,6094303.8
country/VCT,2006,22120012.4
country/VCT,2011,25003968.0
country/VCT,2017,26327587.1
country/VCT,2019,27874504.1
country/VCT,2024,29482491.9
country/VCT,2027,33254922.4
country/VCT,2028,32507259.3
country/SDN,1970,21131982.2
country/SDN,1974,39302105.9
country/SDN,1987,41609327.0
country/SDN,1989,45397320.8
country/SDN,2003,188377944.5
country/SDN,2006,209215364.0
country/SDN,2011,419308555.4
country/SDN,2013,212929936.2
country/SDN,2017,139154641.1
country/SDN,2021,1174179047.6
country/SDN,2027,312940382.5
country/SYR,2008,560099933.5
country/SYR,2010,508641175.7
country/TJK,1997,28894000.0
country/TJK,2005,42022141.6
country/TJK,2007,39580985.2
country/TJK,2025,284865776.1
country/SDN,1975,77490844.4
country/SDN,1977,41805319.4
country/SDN,1985,16085718.0
country/SDN,1993,9336297.0
country/SDN,1995,14542081.9
country/SDN,2000,143004185.5
country/SDN,2004,204372127.9
country/SDN,2005,265872497.1
country/SDN,2008,219414020.6
country/SDN,2019,139310729.8
country/SDN,2022,543007744.7
country/SDN,2024,366314473.8
country/SDN,2025,365075961.1
country/SDN,2026,344333408.1
country/SYR,2011,510112558.0
country/SYR,2015,0.0
country/SYR,2016,45374.8
country/SYR,2017,295989.3
country/SYR,2018,18940613.9
country/SYR,2019,612437.6
country/SYR,2020,0.0
country/SYR,2021,0.0
country/SYR,2022,85396865.7
country/SYR,2026,23015005.7
country/TJK,2000,26037000.0
country/TJK,2001,46315986.7
country/TJK,2002,44502353.3
country/TJK,2006,39389191.7
country/TJK,2008,63497273.1
country/TJK,2011,513503900.0
country/TJK,2015,197098873.9
country/TJK,2016,486637895.8
country/TJK,2019,382652050.4
country/TJK,2020,726095491.3
country/TJK,2027,725143221.5
country/SDN,1976,71973211.1
country/SDN,1979,32304498.3
country/SDN,1981,51374333.9
country/SDN,1984,40503718.7
country/SDN,1990,14637931.1
country/SDN,1991,12158299.8
country/SDN,1992,14086390.4
country/SDN,1994,2618785.8
country/SDN,1999,5705624.3
country/SDN,2007,217797541.7
country/SDN,2009,366468164.8
country/SDN,2010,400181695.4
country/SDN,2015,413905193.0
country/SDN,2016,223656926.9
country/SDN,2018,158534900.9
country/SDN,2020,114042316.2
country/SDN,2023,367899101.2
country/SDN,1971,26664889.1
country/SDN,1972,36801665.0
country/SDN,1973,39676986.8
country/SDN,1978,53718834.5
country/SDN,1980,53443605.5
country/SDN,1982,98861298.6
country/SDN,1983,40008845.5
country/SDN,1986,151235625.0
country/SDN,1988,58034792.2
country/SDN,1996,0.0
country/SDN,1997,156874.4
country/SDN,1998,1261803.0
country/SDN,2001,138064582.6
country/SDN,2002,80056933.1
country/SDN,2012,278118448.1
country/SDN,2014,179743592.2
country/SDN,2028,275332239.2
country/SYR,2023,68525709.2
country/SYR,2024,54431685.0
country/SYR,2025,46822549.3
country/SYR,2027,19547794.6
country/SYR,2009,499262543.4
country/SYR,2028,13080117.4
country/TJK,2009,409057739.0
country/TJK,2010,630550283.4
country/TJK,2012,334915652.0
country/TJK,2022,467773738.4
country/TJK,1998,60285000.0
country/TJK,1999,44484000.0
country/TJK,2003,50839194.9
country/TJK,2004,62359162.6
country/TJK,2013,325478808.1
country/TJK,2014,313933319.2
country/TJK,2017,594935973.3
country/TJK,2018,402049271.4
country/TJK,2021,394509045.8
country/TJK,2023,508417400.5
country/TJK,2024,320216319.7
country/TJK,2026,295927035.1
country/TJK,2028,213787302.6
country/TZA,1970,1700520.8
country/TZA,1986,61432202.7
country/TZA,1990,89196248.8
country/TZA,1993,97835506.5
country/TZA,1995,121552448.7
country/TZA,2000,93740543.2
country/TZA,2001,92368788.4
country/TZA,2003,40491976.4
country/TZA,2010,131593290.0
country/TZA,2014,165042534.0
country/TZA,2016,413482979.2
country/TZA,2017,474702030.9
country/TZA,2019,784042551.6
country/TZA,2022,1697334269.0
country/TZA,2023,1509375593.0
country/TZA,2025,1376596933.9
country/TZA,2027,1240647012.5
country/TZA,1971,1639567.5
country/TZA,1975,6292813.1
country/TZA,1976,5279740.3
country/TZA,1978,15630162.6
country/TZA,1980,32532416.6
country/TZA,1981,36966199.2
country/TZA,1983,48554901.0
country/TZA,1999,103608774.4
country/TZA,2002,56840693.9
country/TZA,2004,39868073.8
country/TZA,2006,35587836.2
country/TZA,2012,86785245.9
country/TZA,2020,866315206.4
country/TZA,2024,1438518895.2
country/TZA,1973,2251823.1
country/TZA,1982,40029399.9
country/TZA,1984,37374009.3
country/TZA,1988,76142060.9
country/TZA,1989,106738680.6
country/TZA,1997,86057829.5
country/TZA,1998,93416567.7
country/TZA,2005,29006125.9
country/TZA,2008,23145475.0
country/TZA,2009,106059459.4
country/TZA,2011,80080592.2
country/TZA,2013,168806696.2
country/TZA,2018,640008534.9
country/TZA,2021,1243105347.5
country/TZA,2026,1318911229.4
country/TZA,1972,1852730.9
country/TZA,1974,2527399.5
country/TZA,1977,8813376.2
country/TZA,1979,26474623.6
country/TZA,1985,108617400.8
country/TZA,1987,72332618.9
country/TZA,1991,117897263.8
country/TZA,1992,166358197.9
country/TZA,1994,101096915.8
country/TZA,1996,144348254.0
country/TZA,2007,19365686.8
country/TZA,2015,160110162.3
country/TZA,2028,1251457605.4
country/THA,1972,139064161.3
country/THA,1976,271327751.3
country/THA,1977,316837681.7
country/THA,1980,781784905.1
country/THA,1983,1014464784.9
country/THA,1984,1384596592.8
country/THA,1986,2020996073.1
country/THA,1989,2404268342.4
country/THA,1994,5165794394.9
country/THA,1995,4405429122.9
country/THA,2001,15719795869.4
country/THA,2002,15810982210.8
country/THA,2003,12559466779.7
country/THA,2004,11213102256.9
country/THA,2005,16463879027.2
country/THA,2006,12794250129.7
country/THA,2008,15416781063.0
country/THA,2009,11312798369.8
country/THA,2011,8814522790.0
country/THA,2013,12705426776.5
country/THA,2015,17303626957.6
country/THA,2024,11466731443.2
country/THA,2025,9008948984.3
country/THA,2027,7295157184.8
country/TLS,2016,0.0
country/TLS,2024,21011704.5
country/TLS,2025,21011704.5
country/THA,1971,157389497.1
country/THA,1973,212100451.6
country/THA,1974,168920140.7
country/THA,1979,640175051.7
country/THA,1981,628476944.2
country/THA,1987,1887453789.9
country/THA,1988,2585118860.6
country/THA,1990,2983734098.9
country/THA,1992,3197553027.2
country/THA,1998,7818448194.7
country/THA,2026,6795157184.8
country/TLS,2015,0.0
country/TLS,2018,676000.0
country/TLS,2020,3940000.0
country/THA,1975,253689840.5
country/THA,1982,801411887.8
country/THA,1996,4313132961.6
country/THA,2000,8961024699.9
country/THA,2007,20332575843.6
country/THA,2010,9385557908.1
country/THA,2012,13316915961.0
country/THA,2014,24236480757.1
country/THA,2020,18734044739.3
country/THA,2022,19410819675.6
country/THA,2023,14964032894.8
country/THA,2028,30012463952.9
country/TLS,2014,0.0
country/TLS,2019,3252000.0
country/TLS,2022,18230888.0
