dcid,year,HivNewInfectionsMalePeople
country/DEU,2017,2000.0
country/GHA,1994,15000.0
country/GHA,1995,14000.0
country/GHA,2000,12000.0
country/GHA,2020,7300.0
country/GHA,2021,6100.0
country/GRC,1991,500.0
country/GRC,1992,500.0
country/GRC,1995,500.0
country/GRC,1998,500.0
country/GRC,2000,500.0
country/GRC,2006,1000.0
country/GRC,2010,1000.0
country/GRD,1990,100.0
country/GRD,1992,100.0
country/GRD,1996,100.0
country/CIV,2000,27000.0
country/CIV,2001,25000.0
country/CIV,2002,23000.0
country/CIV,2003,21000.0
country/CIV,2004,20000.0
country/CIV,2006,17000.0
country/CIV,2018,4800.0
country/CIV,2019,4000.0
country/CIV,2022,3300.0
country/COD,1995,32000.0
country/COD,1998,28000.0
country/COD,2000,26000.0
country/COD,2009,18000.0
country/COD,2012,15000.0
country/COD,2014,14000.0
country/COD,2015,12000.0
country/COD,2018,10000.0
country/COD,2022,6700.0
country/DNK,1991,500.0
country/DNK,1997,500.0
country/DNK,1998,500.0
country/DNK,2004,500.0
country/DNK,2005,500.0
country/DNK,2007,500.0
country/DNK,2008,500.0
country/DNK,2011,500.0
country/DOM,1990,2700.0
country/DOM,1994,5000.0
country/DOM,1998,5100.0
country/DOM,2000,4500.0
country/DOM,2004,3500.0
country/DOM,2009,2600.0
country/DOM,2018,2400.0
country/DOM,2019,2600.0
country/ECU,1999,2300.0
country/ECU,2003,1700.0
country/ECU,2005,1400.0
country/ECU,2009,1300.0
country/ECU,2010,1300.0
country/ECU,2020,1300.0
country/EGY,1990,100.0
country/EGY,1992,100.0
country/EGY,2001,100.0
country/EGY,2002,500.0
country/EGY,2010,1000.0
country/EGY,2013,1300.0
country/EGY,2016,2200.0
country/EGY,2017,2600.0
country/EGY,2018,2900.0
country/SLV,1992,1000.0
country/SLV,1996,1200.0
country/SLV,1997,1200.0
country/SLV,2000,1300.0
country/SLV,2004,1300.0
country/SLV,2008,1100.0
country/SLV,2011,1000.0
country/SLV,2012,1000.0
country/SLV,2014,1000.0
country/SLV,2015,1000.0
country/SLV,2018,1000.0
country/SLV,2019,1000.0
country/SLV,2022,1000.0
country/GNQ,1990,500.0
country/GNQ,1993,1000.0
country/GRD,1999,100.0
country/GRD,2002,100.0
country/GRD,2007,100.0
country/GRD,2009,100.0
country/GRD,2012,100.0
country/GRD,2013,100.0
country/GRD,2015,100.0
country/GRD,2019,100.0
country/GTM,1990,1600.0
country/GTM,1991,2000.0
country/GTM,1995,2400.0
country/GTM,1999,1900.0
country/GTM,2000,1800.0
country/GTM,2005,1100.0
country/GTM,2008,1000.0
country/GTM,2011,1000.0
country/GTM,2014,500.0
country/GTM,2015,1000.0
country/GTM,2016,1000.0
country/GTM,2018,1000.0
country/GTM,2019,1000.0
country/GTM,2020,1000.0
country/GIN,1991,3000.0
country/GIN,2015,3600.0
country/GIN,2019,2800.0
country/GIN,2021,2500.0
country/GNB,1992,500.0
country/GNB,1995,1000.0
country/GNB,1997,1800.0
country/GNB,1999,2300.0
country/GNB,2000,2300.0
country/GNB,2002,1900.0
country/GNB,2006,1400.0
country/GNB,2007,1400.0
country/GNB,2008,1400.0
country/GNB,2011,1100.0
country/GNB,2012,1000.0
country/GNB,2014,1000.0
country/GNB,2022,500.0
country/GUY,1993,100.0
country/GUY,1998,500.0
country/GUY,1999,500.0
country/GUY,2001,500.0
country/GUY,2003,500.0
country/GUY,2004,500.0
country/GUY,2005,500.0
country/GUY,2011,500.0
country/GUY,2014,500.0
country/GUY,2016,500.0
country/GUY,2017,500.0
country/GUY,2022,500.0
country/HTI,1990,9200.0
country/HTI,1994,6900.0
country/HTI,1998,5900.0
country/HTI,2001,5400.0
country/HTI,2006,4400.0
country/HTI,2010,4100.0
country/HTI,2013,3800.0
country/HTI,2014,3800.0
country/HTI,2017,3700.0
country/HTI,2018,3400.0
country/HTI,2020,3000.0
country/HTI,2021,2800.0
country/HTI,2022,2800.0
country/GNQ,1995,1000.0
country/GNQ,1999,1000.0
country/GNQ,2006,1700.0
country/GNQ,2009,2000.0
country/GNQ,2010,2000.0
country/GNQ,2015,2000.0
country/GNQ,2017,2000.0
country/GNQ,2019,2000.0
country/ERI,1992,1100.0
country/ERI,1997,1000.0
country/ERI,2002,1000.0
country/ERI,2005,500.0
country/ERI,2007,500.0
country/ERI,2013,500.0
country/EST,1997,100.0
country/EST,1998,100.0
country/EST,2002,1000.0
country/EST,2003,500.0
country/EST,2007,500.0
country/EST,2008,500.0
country/EST,2013,500.0
country/EST,2014,500.0
country/EST,2015,500.0
country/EST,2021,100.0
country/SWZ,1990,1800.0
country/SWZ,1991,3500.0
country/SWZ,1998,8700.0
country/SWZ,2000,8200.0
country/SWZ,2002,7500.0
country/SWZ,2009,5700.0
country/SWZ,2015,3900.0
country/SWZ,2016,3000.0
country/SWZ,2017,2600.0
country/SWZ,2018,2500.0
country/SWZ,2020,1700.0
country/ETH,1992,58000.0
country/ETH,2006,17000.0
country/ETH,2007,16000.0
country/ETH,2008,14000.0
country/ETH,2009,13000.0
country/ETH,2014,7500.0
country/ETH,2016,6400.0
country/ETH,2019,4500.0
country/ETH,2022,3200.0
country/FJI,2000,100.0
country/FJI,2001,100.0
country/FJI,2005,100.0
country/FJI,2022,500.0
country/FRA,1991,4300.0
country/FRA,2006,4700.0
country/FRA,2007,4700.0
country/FRA,2009,4600.0
country/FRA,2011,4700.0
country/FRA,2012,4700.0
country/FRA,2015,4100.0
country/FRA,2017,3900.0
country/FRA,2018,3900.0
country/FRA,2019,3800.0
country/FRA,2020,3800.0
country/GAB,1992,1000.0
country/GAB,1993,1200.0
country/GAB,1997,1600.0
country/GAB,1998,1500.0
country/GAB,2000,1500.0
country/HND,1991,1700.0
country/HND,1992,2000.0
country/HND,2008,500.0
country/HND,2010,500.0
country/HND,2013,500.0
country/HND,2014,500.0
country/HND,2015,500.0
country/HND,2016,500.0
country/HND,2018,500.0
country/ISL,1990,100.0
country/ISL,1991,100.0
country/ISL,1992,100.0
country/ISL,1997,100.0
country/ISL,1998,100.0
country/ISL,2000,100.0
country/ISL,2003,100.0
country/ISL,2010,100.0
country/ISL,2012,100.0
country/ISL,2017,100.0
country/ISL,2019,100.0
country/ISL,2020,100.0
country/ISL,2022,100.0
country/IDN,1995,2900.0
country/IDN,1997,5900.0
country/IDN,2000,16000.0
country/IDN,2001,26000.0
country/IDN,2003,32000.0
country/IDN,2005,35000.0
country/IDN,2013,26000.0
country/IDN,2014,24000.0
country/IDN,2019,17000.0
country/IDN,2020,16000.0
country/IDN,2022,15000.0
country/IRN,1990,100.0
country/IRN,1993,500.0
country/IRN,1995,500.0
country/IRN,1998,1600.0
country/IRN,2002,5800.0
country/IRN,2007,5000.0
country/IRN,2009,3300.0
country/IRN,2012,1700.0
country/IRN,2013,1500.0
country/IRN,2015,1300.0
country/IRQ,1991,100.0
country/IRQ,1993,100.0
country/IRQ,1994,100.0
country/IRQ,2000,500.0
country/IRQ,2003,100.0
country/IRQ,2009,100.0
country/IRQ,2013,100.0
country/IRQ,2014,500.0
country/IRQ,2016,500.0
country/IRQ,2018,500.0
country/IRQ,2022,500.0
country/ITA,1990,4500.0
country/ITA,1991,4100.0
country/ITA,1992,4100.0
country/ITA,1998,4000.0
country/ITA,2014,3100.0
country/ITA,2015,3000.0
country/ITA,2022,1600.0
country/JAM,1998,1300.0
country/JAM,2004,1200.0
country/JAM,2009,1000.0
country/GAB,2001,1400.0
country/GAB,2003,1300.0
country/GAB,2007,1100.0
country/GAB,2011,1000.0
country/GAB,2015,1000.0
country/GAB,2022,1000.0
country/GMB,1998,1000.0
country/GMB,2000,1100.0
country/GMB,2004,1100.0
country/GMB,2006,1100.0
country/GMB,2011,1000.0
country/GMB,2014,1000.0
country/GEO,1992,100.0
country/GEO,1995,100.0
country/GEO,1996,100.0
country/GEO,2001,100.0
country/GEO,2010,500.0
country/GEO,2011,500.0
country/GEO,2018,500.0
country/DEU,2015,2100.0
country/DEU,2020,1500.0
country/DEU,2021,1400.0
country/GHA,1992,14000.0
country/GHA,1993,14000.0
country/GHA,1996,14000.0
country/GHA,1997,13000.0
country/GHA,2011,8400.0
country/GHA,2015,8300.0
country/GHA,2016,8000.0
country/GRC,1999,500.0
country/GRC,2002,500.0
country/GRC,2009,1000.0
country/GRC,2017,500.0
country/GRC,2020,500.0
country/GRC,2021,1000.0
country/GRC,2022,1000.0
country/GRD,1994,100.0
country/GRD,1998,100.0
country/GRD,2000,100.0
country/GRD,2001,100.0
country/GRD,2014,100.0
country/GRD,2018,100.0
country/GRD,2021,100.0
country/GTM,1996,2300.0
country/GTM,2001,1600.0
country/GTM,2004,1100.0
country/GTM,2010,1000.0
country/GTM,2021,1000.0
country/GIN,1990,2500.0
country/GIN,1993,3800.0
country/GIN,1996,4500.0
country/GIN,1997,4500.0
country/GIN,1999,4600.0
country/GIN,2001,4600.0
country/GIN,2004,4300.0
country/GIN,2005,4300.0
country/GIN,2008,4000.0
country/GIN,2014,3700.0
country/GIN,2016,3500.0
country/GNB,1991,500.0
country/GNB,1993,500.0
country/GNB,1996,1400.0
country/GNB,2009,1300.0
country/GNB,2010,1200.0
country/JAM,2014,1000.0
country/JAM,2015,1000.0
country/JAM,2017,1000.0
country/JAM,2018,1000.0
country/JOR,1998,100.0
country/JOR,2001,100.0
country/JOR,2002,100.0
country/JOR,2008,100.0
country/JOR,2015,100.0
country/JOR,2017,100.0
country/KEN,1991,86000.0
country/KEN,2001,49000.0
country/KEN,2005,39000.0
country/KEN,2012,23000.0
country/KEN,2014,19000.0
country/KEN,2015,15000.0
country/KEN,2018,9600.0
country/KGZ,1994,100.0
country/KGZ,1995,100.0
country/KGZ,2001,500.0
country/KGZ,2006,500.0
country/KGZ,2009,500.0
country/KGZ,2010,500.0
country/KGZ,2013,500.0
country/KGZ,2016,500.0
country/LAO,1994,100.0
country/LAO,1998,500.0
country/LAO,2001,500.0
country/LAO,2007,1000.0
country/LAO,2012,1000.0
country/LAO,2013,1000.0
country/LAO,2016,1000.0
country/LAO,2022,1000.0
country/LVA,1992,500.0
country/LVA,1995,500.0
country/LVA,1997,500.0
country/LVA,2005,500.0
country/LVA,2006,500.0
country/LVA,2009,500.0
country/LVA,2010,500.0
country/LVA,2012,500.0
country/LVA,2016,500.0
country/LVA,2018,500.0
country/LVA,2021,500.0
country/LSO,1990,3000.0
country/LSO,1997,13000.0
country/LSO,1999,12000.0
country/LSO,2011,7100.0
country/LSO,2013,6800.0
country/LSO,2014,6100.0
country/LSO,2019,3000.0
country/LBR,1992,1800.0
country/LBR,1993,1800.0
country/LBR,1995,1600.0
country/LBR,2003,1600.0
country/LBR,2011,1100.0
country/LBR,2012,1000.0
country/LBR,2013,1000.0
country/LTU,1992,100.0
country/LTU,1994,100.0
country/LTU,2003,500.0
country/LTU,2004,500.0
country/LTU,2006,500.0
country/LTU,2007,500.0
country/GNB,2016,1000.0
country/GUY,1991,100.0
country/GUY,1992,100.0
country/GUY,1996,500.0
country/GUY,1997,500.0
country/GUY,2008,500.0
country/GUY,2010,500.0
country/GUY,2015,500.0
country/HTI,1999,5700.0
country/HTI,2004,4900.0
country/HTI,2005,4700.0
country/HTI,2008,4000.0
country/HTI,2009,3900.0
country/HTI,2015,3800.0
country/HTI,2016,3800.0
country/HND,2001,1600.0
country/HND,2011,500.0
country/HND,2012,500.0
country/HND,2017,500.0
country/ISL,1994,100.0
country/ISL,1995,100.0
country/ISL,1999,100.0
country/ISL,2002,100.0
country/ISL,2004,100.0
country/ISL,2009,100.0
country/ISL,2014,100.0
country/ISL,2015,100.0
country/ISL,2016,100.0
country/IDN,1990,500.0
country/IDN,2009,32000.0
country/IDN,2011,30000.0
country/IDN,2015,22000.0
country/IRN,1991,500.0
country/IRN,1996,1000.0
country/IRN,2005,6300.0
country/IRN,2008,3900.0
country/IRN,2014,1400.0
country/IRN,2016,1300.0
country/IRQ,1999,100.0
country/IRQ,2007,100.0
country/IRQ,2008,100.0
country/ITA,1996,4100.0
country/ITA,1999,3900.0
country/ITA,2000,3800.0
country/ITA,2003,3700.0
country/ITA,2007,3600.0
country/ITA,2010,3400.0
country/ITA,2016,2900.0
country/ITA,2017,2800.0
country/ITA,2018,2500.0
country/ITA,2020,2000.0
country/JAM,1997,1400.0
country/JAM,2006,1000.0
country/JAM,2007,1000.0
country/JAM,2008,1000.0
country/JAM,2010,1000.0
country/JAM,2013,1000.0
country/JAM,2016,1000.0
country/JAM,2019,1000.0
country/JOR,1990,100.0
country/JOR,1993,100.0
country/JOR,1994,100.0
country/JOR,1995,100.0
country/JOR,1996,100.0
country/LTU,2008,500.0
country/LTU,2009,500.0
country/LTU,2016,500.0
country/LUX,1992,100.0
country/LUX,1996,100.0
country/LUX,2000,100.0
country/LUX,2001,100.0
country/LUX,2003,100.0
country/LUX,2013,100.0
country/LUX,2015,100.0
country/LUX,2017,100.0
country/LUX,2020,100.0
country/MDG,1993,100.0
country/MDG,1994,100.0
country/MDG,1996,100.0
country/MDG,1997,500.0
country/MDG,1999,500.0
country/MDG,2000,500.0
country/MDG,2008,1000.0
country/MDG,2020,2900.0
country/MDG,2022,2900.0
country/MWI,1995,54000.0
country/MWI,1996,52000.0
country/MWI,1999,44000.0
country/MWI,2001,40000.0
country/MWI,2004,35000.0
country/MWI,2005,33000.0
country/MWI,2006,31000.0
country/MWI,2009,25000.0
country/MWI,2010,25000.0
country/MWI,2019,9200.0
country/MYS,1993,4300.0
country/MYS,1996,4400.0
country/MYS,2002,4900.0
country/MYS,2004,4800.0
country/MYS,2015,4000.0
country/MYS,2018,3000.0
country/MYS,2019,2900.0
country/MYS,2021,2600.0
country/MYS,2022,2600.0
country/MDV,1990,100.0
country/MDV,1993,100.0
country/MDV,1995,100.0
country/MDV,2004,100.0
country/MDV,2010,100.0
country/MDV,2013,100.0
country/MDV,2019,100.0
country/MDV,2021,100.0
country/MLI,1992,5700.0
country/MLI,1994,5900.0
country/MLI,1995,5600.0
country/MLI,1998,5100.0
country/MLI,2000,4800.0
country/MLI,2001,4500.0
country/MLI,2003,4400.0
country/MLI,2004,4300.0
country/MLI,2011,3300.0
country/MLI,2013,3400.0
country/JOR,1997,100.0
country/JOR,2009,100.0
country/JOR,2020,100.0
country/JOR,2021,100.0
country/JOR,2022,100.0
country/KEN,1990,76000.0
country/KEN,1994,82000.0
country/KEN,2000,52000.0
country/KEN,2004,42000.0
country/KEN,2006,37000.0
country/KEN,2008,30000.0
country/KEN,2009,29000.0
country/KEN,2010,27000.0
country/KEN,2011,24000.0
country/KEN,2017,12000.0
country/KEN,2020,8900.0
country/KGZ,1990,100.0
country/KGZ,1997,100.0
country/KGZ,1998,100.0
country/KGZ,2004,500.0
country/KGZ,2008,500.0
country/KGZ,2012,500.0
country/KGZ,2018,500.0
country/KGZ,2020,500.0
country/KGZ,2021,500.0
country/LAO,1991,100.0
country/LAO,1992,100.0
country/LAO,1993,100.0
country/LAO,1997,500.0
country/LVA,1990,100.0
country/LVA,1991,100.0
country/LVA,1993,500.0
country/LVA,2002,500.0
country/LVA,2007,500.0
country/LVA,2013,500.0
country/LVA,2014,500.0
country/LVA,2019,500.0
country/LSO,1991,4700.0
country/LSO,1994,12000.0
country/LSO,1996,13000.0
country/LSO,2000,11000.0
country/LSO,2020,2600.0
country/LSO,2022,1800.0
country/LBR,1997,1700.0
country/LBR,1998,1800.0
country/LBR,2000,1800.0
country/LBR,2004,1500.0
country/LBR,2006,1400.0
country/LBR,2007,1400.0
country/LBR,2010,1100.0
country/LBR,2015,1000.0
country/LBR,2019,1000.0
country/LBR,2020,1000.0
country/LBR,2021,1000.0
country/LTU,2002,500.0
country/LTU,2010,500.0
country/LTU,2012,500.0
country/LTU,2021,500.0
country/LUX,1991,100.0
country/LUX,1994,100.0
country/LUX,1995,100.0
country/LUX,2008,100.0
country/LUX,2010,100.0
country/LUX,2012,100.0
country/LUX,2016,100.0
country/LUX,2019,100.0
country/MDG,1995,100.0
country/MDG,2001,500.0
country/MDG,2002,500.0
country/MDG,2003,500.0
country/MDG,2009,1000.0
country/MDG,2010,1100.0
country/MDG,2018,2600.0
country/MWI,1991,53000.0
country/MWI,1997,50000.0
country/MWI,2000,43000.0
country/MWI,2008,28000.0
country/MWI,2014,20000.0
country/MYS,1991,5900.0
country/MYS,1992,4800.0
country/MYS,1997,4500.0
country/MYS,1999,4800.0
country/MYS,2000,5000.0
country/MYS,2005,4800.0
country/MYS,2008,4900.0
country/MYS,2010,4900.0
country/MYS,2014,4300.0
country/MDV,1991,100.0
country/MDV,1994,100.0
country/MDV,1996,100.0
country/MDV,1997,100.0
country/MDV,2001,100.0
country/MDV,2007,100.0
country/MDV,2008,100.0
country/MDV,2009,100.0
country/MDV,2012,100.0
country/MLI,1993,5900.0
country/MLI,1996,5500.0
country/MLI,2010,3500.0
country/MLI,2018,3000.0
country/MLI,2020,2800.0
country/MLT,1990,100.0
country/MLT,1991,100.0
country/MLT,1993,100.0
country/MLT,1995,100.0
country/MLT,1999,100.0
country/MLT,2004,100.0
country/MLT,2006,100.0
country/MLT,2007,100.0
country/MLT,2010,100.0
country/MLT,2017,100.0
country/MLT,2022,100.0
country/MRT,1991,500.0
country/MRT,1992,500.0
country/MRT,1999,1000.0
country/MRT,2004,1000.0
country/MRT,2005,500.0
country/MRT,2012,500.0
country/MRT,2020,500.0
country/MEX,1991,8000.0
country/MEX,1998,11000.0
country/MEX,2011,15000.0
country/MEX,2012,15000.0
country/MEX,2015,15000.0
country/MEX,2020,16000.0
country/MNG,1991,100.0
country/MNG,1994,100.0
country/MNG,1997,100.0
country/MNG,2010,100.0
country/MNG,2015,100.0
country/MNG,2016,100.0
country/MNG,2019,100.0
country/MNE,1990,100.0
country/MNE,1991,100.0
country/MNE,2000,100.0
country/MNE,2001,100.0
country/MNE,2006,100.0
country/MNE,2018,100.0
country/MNE,2021,100.0
country/MAR,1992,500.0
country/MAR,1996,1000.0
country/MAR,2005,1000.0
country/MAR,2012,1000.0
country/MAR,2014,1000.0
country/MAR,2015,1000.0
country/MAR,2016,1000.0
country/MAR,2018,1000.0
country/MAR,2019,1000.0
country/MOZ,1991,21000.0
country/MOZ,1998,60000.0
country/MOZ,1999,64000.0
country/MOZ,2002,70000.0
country/MOZ,2005,69000.0
country/MOZ,2009,67000.0
country/MOZ,2010,71000.0
country/MOZ,2012,66000.0
country/MOZ,2014,59000.0
country/MOZ,2017,51000.0
country/MMR,1990,9700.0
country/MMR,1996,11000.0
country/MMR,2001,16000.0
country/MMR,2004,14000.0
country/MMR,2010,9800.0
country/MMR,2011,9800.0
country/MMR,2018,7100.0
country/NAM,1990,2600.0
country/MLT,1997,100.0
country/MLT,2003,100.0
country/MLT,2012,100.0
country/MLT,2013,100.0
country/MLT,2020,100.0
country/MRT,1995,500.0
country/MRT,2010,500.0
country/MRT,2013,500.0
country/MRT,2016,500.0
country/MRT,2022,500.0
country/MEX,1992,6800.0
country/MEX,1994,8300.0
country/MEX,1995,9200.0
country/MEX,1997,11000.0
country/MEX,1999,12000.0
country/MEX,2004,13000.0
country/MEX,2008,14000.0
country/MEX,2009,14000.0
country/MEX,2014,15000.0
country/MEX,2018,16000.0
country/MEX,2022,16000.0
country/MNG,1990,100.0
country/MNG,1995,100.0
country/MNG,1996,100.0
country/MNG,1998,100.0
country/MNG,2000,100.0
country/MNG,2002,100.0
country/MNG,2005,100.0
country/MNG,2006,100.0
country/MNG,2008,100.0
country/MNG,2013,100.0
country/MNE,1995,100.0
country/MNE,2002,100.0
country/MNE,2003,100.0
country/MNE,2004,100.0
country/MNE,2009,100.0
country/MNE,2016,100.0
country/MNE,2017,100.0
country/MNE,2019,100.0
country/MAR,1990,500.0
country/MAR,1994,1000.0
country/MAR,1997,1000.0
country/MAR,1998,1000.0
country/MAR,2003,1000.0
country/MAR,2008,1000.0
country/MAR,2013,1000.0
country/MAR,2017,1000.0
country/MOZ,1990,17000.0
country/MOZ,1993,30000.0
country/MOZ,1996,48000.0
country/MOZ,1997,55000.0
country/MOZ,2000,67000.0
country/MOZ,2006,69000.0
country/MOZ,2008,67000.0
country/MOZ,2011,68000.0
country/MOZ,2015,57000.0
country/MOZ,2018,50000.0
country/MOZ,2021,44000.0
country/MOZ,2022,36000.0
country/MMR,1991,16000.0
country/MMR,1998,14000.0
country/MMR,2003,14000.0
country/MMR,2005,13000.0
country/MMR,2013,9500.0
country/MMR,2014,9200.0
country/NAM,1997,9100.0
country/NAM,1998,8800.0
country/NAM,1999,8500.0
country/NAM,2006,5800.0
country/NAM,2007,5200.0
country/NAM,2009,4700.0
country/NAM,2011,4200.0
country/NAM,2012,4200.0
country/NAM,2017,3000.0
country/NAM,2018,2800.0
country/NAM,2020,2200.0
country/NAM,2022,2000.0
country/NPL,1991,100.0
country/NPL,1992,500.0
country/NPL,1993,500.0
country/NPL,1995,1000.0
country/NPL,1998,4000.0
country/NPL,2004,2800.0
country/NPL,2010,1100.0
country/NPL,2012,1000.0
country/NPL,2014,1000.0
country/NPL,2016,1000.0
country/NPL,2018,500.0
country/NPL,2020,500.0
country/NPL,2021,500.0
country/NLD,1994,500.0
country/NLD,1995,1000.0
country/NLD,1996,1000.0
country/NLD,1997,1000.0
country/NLD,2000,1000.0
country/NLD,2002,1000.0
country/NLD,2011,1000.0
country/NLD,2014,1000.0
country/NLD,2015,1000.0
country/NZL,1990,100.0
country/NZL,1996,100.0
country/NZL,1997,100.0
country/NZL,1999,100.0
country/NZL,2000,100.0
country/NZL,2003,100.0
country/NZL,2004,100.0
country/NZL,2006,500.0
country/NZL,2012,500.0
country/NZL,2013,500.0
country/NIC,1992,100.0
country/NIC,1998,1000.0
country/NIC,2000,1000.0
country/NIC,2003,500.0
country/NIC,2005,500.0
country/NIC,2011,500.0
country/NIC,2018,500.0
country/NIC,2019,500.0
country/NIC,2020,500.0
country/NIC,2021,500.0
country/NER,1992,2800.0
country/NER,1994,3700.0
country/NER,1995,4000.0
country/NER,1998,4000.0
country/NER,2000,3500.0
country/NER,2004,1900.0
country/NER,2008,1000.0
country/NER,2013,1000.0
country/NER,2017,1000.0
country/NER,2020,1000.0
country/OMN,1990,100.0
country/OMN,1991,100.0
country/OMN,1996,100.0
country/OMN,1998,100.0
country/OMN,2000,100.0
country/OMN,2003,100.0
country/OMN,2004,100.0
country/OMN,2005,100.0
country/OMN,2006,100.0
country/OMN,2008,100.0
country/OMN,2018,500.0
country/OMN,2022,500.0
country/PAN,1996,1000.0
country/PAN,2006,1000.0
country/PAN,2014,1000.0
country/PAN,2015,1000.0
country/PAN,2019,1000.0
country/PAN,2021,1000.0
country/PNG,1991,500.0
country/PNG,2010,1300.0
country/PNG,2013,1300.0
country/PNG,2018,1900.0
country/PER,1992,6600.0
country/PER,1994,6000.0
country/PER,1996,5400.0
country/PER,2002,4700.0
country/PER,2007,3900.0
country/PER,2011,2800.0
country/PER,2017,4200.0
country/PER,2019,4400.0
country/PHL,1990,100.0
country/PHL,1991,100.0
country/PHL,1994,100.0
country/PHL,1999,500.0
country/PHL,2002,500.0
country/PHL,2004,1000.0
country/PHL,2011,5000.0
country/PHL,2013,7000.0
country/PHL,2014,8300.0
country/PHL,2016,11000.0
country/POL,1991,500.0
country/POL,1993,500.0
country/POL,2003,500.0
country/POL,2011,1000.0
country/POL,2020,1100.0
country/PRT,1992,2700.0
country/PRT,1993,2500.0
country/PRT,1996,2000.0
country/PRT,2004,1400.0
country/PRT,2007,1300.0
country/PRT,2012,1100.0
country/PRT,2015,1000.0
country/PRT,2019,1000.0
country/QAT,1991,100.0
country/QAT,1994,100.0
country/QAT,1999,100.0
country/QAT,2002,100.0
country/QAT,2010,100.0
country/QAT,2012,100.0
country/QAT,2017,100.0
country/MDA,1993,100.0
country/MDA,2005,1100.0
country/MDA,2012,1000.0
country/MDA,2016,1000.0
country/NAM,1991,3700.0
country/NAM,2000,8100.0
country/NAM,2004,6900.0
country/NAM,2005,6600.0
country/NAM,2008,4800.0
country/NAM,2014,3600.0
country/NAM,2019,2500.0
country/NPL,1996,1700.0
country/NPL,2000,4000.0
country/NPL,2005,2500.0
country/NPL,2006,2100.0
country/NPL,2008,1500.0
country/NPL,2015,1000.0
country/NPL,2017,1000.0
country/NLD,2009,1000.0
country/NLD,2012,1000.0
country/NLD,2017,500.0
country/NLD,2021,500.0
country/NZL,2001,100.0
country/NZL,2002,100.0
country/NZL,2011,500.0
country/NZL,2015,500.0
country/NZL,2017,100.0
country/NZL,2019,100.0
country/NZL,2020,100.0
country/NIC,1994,500.0
country/NIC,2001,1000.0
country/NIC,2010,500.0
country/NIC,2022,500.0
country/NER,1991,2400.0
country/NER,2002,2700.0
country/NER,2005,1600.0
country/NER,2006,1300.0
country/NER,2015,1000.0
country/NER,2018,1000.0
country/OMN,1992,100.0
country/OMN,1994,100.0
country/OMN,1999,100.0
country/OMN,2007,100.0
country/OMN,2017,500.0
country/OMN,2019,500.0
country/PAN,1991,1000.0
country/PAN,1999,1000.0
country/PAN,2002,1000.0
country/PAN,2004,1000.0
country/PAN,2009,1000.0
country/PAN,2011,1000.0
country/PAN,2016,1000.0
country/PNG,1992,500.0
country/PNG,1996,1000.0
country/PNG,1998,1000.0
country/PNG,1999,1100.0
country/PNG,2006,1600.0
country/PNG,2007,1400.0
country/PNG,2011,1300.0
country/PER,2001,5000.0
country/PER,2003,4700.0
country/PER,2005,4400.0
country/PER,2010,2900.0
country/PER,2018,4200.0
country/PER,2020,4300.0
country/PHL,1996,100.0
country/PHL,1998,500.0
country/PHL,2003,1000.0
country/MDA,2022,1000.0
country/ROU,1997,500.0
country/ROU,1999,500.0
country/ROU,2000,500.0
country/ROU,2003,500.0
country/ROU,2005,500.0
country/ROU,2011,500.0
country/RWA,1990,13000.0
country/RWA,1995,8300.0
country/RWA,1997,11000.0
country/RWA,2000,10000.0
country/RWA,2006,6700.0
country/RWA,2008,5400.0
country/KNA,1991,100.0
country/KNA,1996,100.0
country/KNA,2004,100.0
country/KNA,2010,100.0
country/KNA,2011,100.0
country/KNA,2019,100.0
country/KNA,2020,100.0
country/KNA,2022,100.0
country/STP,1993,500.0
country/STP,1994,500.0
country/STP,2007,100.0
country/STP,2008,100.0
country/STP,2012,100.0
country/STP,2017,100.0
country/STP,2022,100.0
country/SAU,1992,500.0
country/SAU,1995,1000.0
country/SAU,2004,500.0
country/SAU,2010,100.0
country/SAU,2011,100.0
country/SAU,2014,500.0
country/SAU,2018,500.0
country/SAU,2019,1000.0
country/SEN,1998,3500.0
country/SEN,1999,3600.0
country/SEN,2001,3400.0
country/SEN,2002,3000.0
country/SEN,2005,2100.0
country/SEN,2009,1400.0
country/SEN,2010,1300.0
country/SEN,2015,1000.0
country/SEN,2016,1000.0
country/SEN,2020,1000.0
country/SRB,2001,100.0
country/SRB,2003,100.0
country/SRB,2022,500.0
country/SLE,1990,1900.0
country/SLE,1993,2700.0
country/SLE,1998,3000.0
country/SLE,1999,3000.0
country/SLE,2000,3000.0
country/SLE,2008,2800.0
country/SLE,2012,2300.0
country/SLE,2017,2000.0
country/SLE,2018,2000.0
country/SLE,2021,1700.0
country/SVK,1996,100.0
country/SVK,1997,100.0
country/SVK,1999,100.0
country/SVK,2000,100.0
country/SVK,2005,100.0
country/PHL,2009,3300.0
country/PHL,2010,4400.0
country/PHL,2015,9500.0
country/PHL,2020,17000.0
country/POL,1996,1000.0
country/POL,1999,1000.0
country/POL,2002,1000.0
country/POL,2004,500.0
country/POL,2007,1000.0
country/POL,2012,1000.0
country/POL,2015,1000.0
country/POL,2017,1000.0
country/POL,2019,1000.0
country/PRT,1994,2300.0
country/PRT,1998,1700.0
country/PRT,1999,1600.0
country/PRT,2000,1600.0
country/PRT,2010,1200.0
country/PRT,2016,1000.0
country/PRT,2017,1000.0
